,Sentences
0,"Thank you, Gerald"
1,"We have delivered a strong business performance in the year, both in terms of adjusted profit and cash flow despite currency headwinds and some challenging market conditions"
2,"In the fourth quarter, we recognized, of course, that our GAAP numbers have been significantly impacted by the Rite Aid-related costs, including the merger termination fees"
3,"However, overall, on an adjusted basis, the final quarter was better mainly due to U.S"
4,pharmacy volumes and market share continuing to grow in line with our strategy
5,"As you know, on 29th June, we announced a $5 billion share repurchase program"
6,"During the quarter, we purchased $3.8 billion of shares, and since the fiscal year-end, have completed the repurchases"
7,"In keeping with our commitment to operate as efficient a balance sheet as possible, we've decided to add an additional $1 billion to the program"
8,This is in addition to our routine anti-dilutive share repurchases
9,"Of course, our other recent news was Rite Aid regulatory clearance in September, which I'll come onto shortly"
10,"First, I will take you through our fourth quarter results"
11,"As we indicated throughout the year, we expected the fourth quarter to be particularly strong"
12,"As you can see, this is the case"
13,"Currency had a negative impact, the U.S"
14,dollar being around 4.4% stronger versus sterling than in the comparable quarter last year
15,This impact was less significant than in the first three quarters
16,"Sales for the quarter were $30.1 billion, up 5.3% versus the comparable quarter"
17,"On a constant currency basis, sales were up 6.4%"
18,"GAAP operating income was $1.1 billion, a decrease of 2.3%"
19,"GAAP net earnings attributable to Walgreens Boots Alliance were $802 million, down 22.1% and diluted EPS was $0.76."
20,"This was 20% lower than the comparable quarter last year due to Rite Aid-related costs, mainly merger termination fees"
21,"Adjusted operating income was $1.9 billion, up 21.2%, and in constant currency, up 22.3%"
22,"Adjusted net earnings attributable to Walgreens Boots Alliance were $1.4 billion, up 18.8%, and in constant currency, up 19.1%"
23,"Adjusted diluted net earnings per share was $1.31, up 22.4%"
24,"The adjusted effective tax rate, which we calculate excluding the equity income from AmerisourceBergen, was 24.6%"
25,This was 6.3 percentage points higher than in the same quarter last year
26,"When you'll recall, we particularly benefited from positive discrete items"
27,"Our core tax rate, which excludes discrete tax impacts, was in line with our rate in the third quarter"
28,"So turning now to the performance of our segments, starting with Retail Pharmacy USA"
29,"Retail Pharmacy USA sales were $22.3 billion, up 7.5% over the year-ago quarter, comparable store sales increasing by 3.1%"
30,"Adjusted gross profit was $5.6 billion, up 4.3% over the year-ago quarter, reflecting an increase in both pharmacy and retail"
31,"Adjusted SG&A was 18.9% of sales, an improvement of 1.8 percentage points compared to the year-ago quarter"
32,Adjusted SG&A as a percentage of sales has improved versus comparable quarters for 17 consecutive quarters
33,"Adjusted operating margin was 6.3%, up 1 percentage point, resulting in adjusted operating income of $1.4 billion, up 27.5%"
34,"So next, let's look in more detail at pharmacy"
35,U.S
36,pharmacy total sales were up 12.6%
37,"We filled 250.2 million prescriptions on a 30-day adjusted basis including immunizations, an increase of 9%"
38,"On a comparable basis for stores, which excludes central specialty, our pharmacy sales increased by 5.6% with scripts filled up 8.7%"
39,This was primarily due to strong volume growth from Medicare Part D and the positive impact of our strategic pharmacy partnerships
40,"Within sales, volume growth and brand inflation were partially offset by reimbursement pressure and the impact of generics"
41,"Our reported market share of retail prescriptions in the quarter on the usual 30-day adjusted basis was 20.5%, up approximately 120 basis points over the year-ago quarter"
42,Total retail sales were down 3.9% on the same quarter last year
43,This includes the impact of the previously announced closure of certain e-commerce operations
44,"Comparable retail sales were down 2.1% in the quarter, with declines in consumables and general merchandise and the personal care categories partially offset by growth in the beauty and health and wellness categories"
45,"Compared to prior quarters, comparable sales were lower, partially through changes to our promotional plans as we focused on delivering improved margins"
46,"Gross profit and margin were higher than in the same quarter last year, mainly due to actions we took in the fourth quarter last year to put in place foundations for long-term growth"
47,"In addition, margin was higher due to the changes to promotions, as I just mentioned, and improved mix as we increasingly focus on higher-margin categories"
48,"On the last call I told you that we were implementing a program in approximately 1,500 stores to simplify our offering and improve our retail operational performance"
49,"This program has now been completed and we're starting to see the early benefits, including ongoing efficiencies and reduced working capital"
50,Our beauty differentiation program has driven profit and margin improvement as our own brands continued to perform well
51,"Beauty category sales in beauty differentiation stores continued to be markedly better than in other stores, supported by strong sales growth of No7 and Soap & Glory"
52,In line with our strategy of introducing new owned brands to our U.S
53,"stores, we launched two terrific cosmetics brands during the quarter"
54,"CYO is our new and exciting makeup collection developed by Boots in Nottingham, which is designed to encourage our younger customers to be colorful and creative"
55,"We have, in addition, launched Sleek MakeUP in Walgreens stores and online after a successful launch in Boots two years ago"
56,"Sleek is one of our fastest-growing brands in the UK, with a young, ethnically diverse customer base"
57,"Since the year-end, we have launched a brand-new skincare range, YourGoodSkin, which is exclusive to Walgreens and Boots"
58,"Developed by our scientists, the product is designed to promote visibly healthier skin"
59,"As well as developing our offer of own brands, as I said on the last earnings call, we are introducing our enhanced beauty offering to over 1,000 additional stores"
60,"This program is expected to be completed in the next few weeks, bringing the total number of stores with the enhanced beauty offering to around 2,900."
61,So now let's look at the results of the Retail Pharmacy International division
62,"Sales for the division were $2.9 billion, down 0.4% in constant currency"
63,Comparable store sales decreased 0.2% in constant currency
64,"Comparable pharmacy sales were up 0.5% on a constant currency basis due to higher prescription volumes in the UK, with Boots UK comparable pharmacy sales up 1.2%"
65,"Comparable retail sales for the division decreased 0.5%, with Boots UK's comparable retail sales decreasing 1.3%"
66,"This was due to a decline across a number of product categories, with beauty being impacted by the timing of new product launches"
67,"We've continued our work on cost control in the quarter, while putting in place the foundations for future growth"
68,"Adjusted gross profit for the division was down 0.8% in constant currency to $1.2 billion, mainly due to lower retail gross profit"
69,"This was more than compensated by lower adjusted SG&A, which was down versus the year-ago quarter on a constant currency basis"
70,"As a percentage of sales, adjusted SG&A on a constant currency basis was 0.9 percentage points lower at 32.8%, reflecting work we have done to reduce costs, particularly in the UK"
71,"Adjusted operating margin was 8.9%, up 0.8 percentage points in constant currency"
72,"This resulted in adjusted operating income of $261 million, an increase of 8.9%, again, in constant currency"
73,This was a much better performance than in the first three quarters due to the measures we've taken to reduce costs
74,So now let's look at our Pharmaceutical Wholesale division
75,"Sales for the division were $5.4 billion, up 5.4% versus the same quarter last year on a constant currency basis"
76,"This was ahead of the company's estimate of market growth weighted on the basis of country wholesale sales, with growth in emerging markets and the UK being partially offset by challenging market conditions in Continental Europe"
77,"Adjusted operating margin, which excludes ABC, was 2.5%, down 0.3 percentage points on a constant currency basis"
78,"This was mainly due to lower gross margin, including some generic procurement pressures in the quarter"
79,"The division benefited from $84 million in adjusted earnings from ABC, up $34 million versus the same quarter last year, mainly due to our increased level of ownership"
80,"Adjusted operating income was $221 million, up 11.5% in constant currency"
81,So now let me turn to the full year numbers for fiscal 2017.
82,"As I've said, this has been a strong financial year, with results coming in just above the top end of our guidance"
83,"In summary, GAAP diluted net earnings per share of $3.78 was down 1%"
84,"This decrease primarily reflects a number of special items, including, as I said previously, the Rite Aid merger termination fees"
85,"Importantly, our adjusted diluted earnings per share increased by 11.1% to $5.10, up 12.9% in constant currency"
86,The adjusted effective tax rate was 23.2%
87,"During the year, we particularly benefited from favorable discrete items"
88,"As ever, the tax rate also reflects the geographic mix of our pre-tax earnings and the U.S"
89,taxation of our non-U.S
90,entities
91,Operating cash flow was $2 billion in the quarter and $7.3 billion in the full fiscal year
92,"Over the course of the year, our working capital inflow was $1.5 billion, reflecting improved payables and lower days inventory"
93,"As a result of our focus on driving working capital efficiency, over the last two years, we've generated $2.9 billion of positive cash flow"
94,Cash capital expenditure in the quarter was $439 million
95,"For the fiscal year, expenditure totaled $1.4 billion, which was broadly in line with last year"
96,"We continued to invest in key areas to develop our core customer proposition, including our stores and U.S"
97,"beauty program as well as the upgrades to our IT systems, which we've previously talked about"
98,"Overall, this resulted in free cash flow for the quarter of $1.6 billion and an impressive $5.9 billion in the full fiscal year"
99,"In addition to the share repurchase program, which I mentioned earlier, in the fourth quarter, we made early repayments of $2.6 billion of debt to further optimize our balance sheet"
100,So turning next to Rite Aid
101,"As you know, in September, we secured regulatory clearance for the purchase of 1,932 Rite Aid stores and related assets"
102,"We're delighted to be completing this transaction, which will extend our network, particularly in the Northeast and Southern states"
103,"In the past week, we've acquired the first stores to confirm the operational readiness of the key Rite Aid transitional IT systems"
