,Sentences
0,"Thanks, Ken"
1,Good morning and welcome everyone to our first quarter call
2,"Today, we’ll discuss our results in the quarter, our updated outlook for the remainder of fiscal 2018 and the actions we’re taking to improve our performance and to position Campbell for long-term growth"
3,"When we last spoke in September, we outlined our expectations for fiscal 2018 and indicated that we anticipated a challenging first half"
4,"However, the first quarter was weaker than we expected, particularly for our U.S"
5,soup business
6,"In the quarter, our organic sales declined 2%, driven primarily by declines in U.S"
7,Adjusted EBIT declined 14%
8,There were several factors that contributed to this performance
9,"First, in September, we discussed how a key customer’s different promotional approach to the soup category would negatively impact our U.S"
10,soup business in fiscal 2018.
11,"This had a larger impact on sales than originally anticipated, primarily due to a lower seasonal inventory build compared to a year ago"
12,"The dialogue with this key customer remains open, and I’m very optimistic that we will reach a positive resolution"
13,"Second, unfavorable weather negatively impacted carrot crop yields and led to supply constraints and higher than expected cost"
14,"As a result, we placed customers on allocation in the quarter"
15,We expect to be off allocation by December
16,"And finally, the hurricane recovery efforts in Florida and Texas resulted in higher than expected supply chain costs, due to the surge in demand for transportation and logistics"
17,We’ll be impacted by this in the near-term but the cost impact will moderate over time
18,"As a result of the factors that impacted gross margin and our commitment to maintain investments in the business, we updated our fiscal 2018 guidance, this morning"
19,"For fiscal 2018, our outlook for sales remains unchanged"
20,We continue to expect net sales to be in the range of minus 2 to flat for the year
21,"However, we have lowered our earnings outlook, reflecting our gross margin performance in the first quarter and our outlook for the remainder of the year"
22,"We now expect adjusted EBIT to change by minus 4% to minus 2%, previously minus 1 to plus 1%, and adjusted EPS to change by minus 3 to minus 1%, previously flat to plus 2%"
23,"The operating environment remains challenging for the many reasons we’ve cited over the past year, but we continue to believe that it’s imperative to invest back in our business to differentiate our brands, to drive innovation, particularly in health and wellbeing, and snacking to accelerate our e-commerce capabilities and to diversify our portfolio"
24,That’s why we remain committed to reinvest a portion of our ongoing cost savings into the areas that hold the greatest prospects for growth
25,"In Q1, we continued to invest back in our core business and in the pursuit of new growth opportunities including support for our product innovations, our real food efforts, building our e-commerce unit as well as funding longer term innovation efforts"
26,"First, we’re supporting our new product innovations such as"
27,Well
28,"Yes! soup and Chunky Maxx soups, Pepperidge Farm farmhouse cookies and Bolthouse Farms plant protein milk, a dairy alternative with 10 grams of protein"
29,"Second, in real food, we completed the transition out of BPA in our can linings in the United States and Canada, and continue to convert our soups to chicken with no antibiotics"
30,"Third, our newly formed e-commerce unit in North America has been very active"
31,"While small, our e-commerce sales increased significantly in the quarter"
32,We launched several meal kits through our strategic partnership with Chef’d
33,"We also made progress on enhancing our distribution capabilities in partnership with DHL, opening a facility in Fort Worth and breaking ground on another in Ohio"
34,This will help meet the growing demand for customization from both traditional and e-commerce customers
35,"In health and well-being space, we continue to fund Habit, a personalized nutrition start-up"
36,Habit is an example of how we’re investing in new models of innovation
37,"Over time, we expect multiple business models to emerge"
38,"Following the national launch of its nutrition test kits in August, the Habit team is expanding rapidly and adding top talent"
39,And we also continued our venture capital activities as the single limited partner in Acre Venture Partners
40,"However, these efforts are not enough"
41,"While we’re moving in the right direction and positioning the Company for long-term success, our Q1 results are clear indication that we have more to do to complete our strategic transition, including more innovation, focused on health and wellbeing, and snacking, gaining a larger share of e-commerce revenue and a greater presence in growth channels, increased expansion in developing markets and continued focus on external development"
42,"Speaking of external development, as you know, on September 27th, we delayed the closing of our acquisition of Pacific Foods of Oregon, pending their resolution of some recently filed litigation unrelated to Campbell"
43,"While the timing is not yet definite, we have reason to believe that conditions will be met that will allow us to complete the transaction by the end of 2017."
44,"With that as context, I’ll review our performance across our divisions"
45,"Let’s start with Americas Simple Meals and Beverages where sales and operating earnings, both declined"
46,The decline in the topline was driven primarily by U.S
47,soup and V8 beverages
48,soup sales declined 9%
49,"As I stated earlier, a lower seasonal inventory build versus year ago at a key customer accounted for 7 points of the decline and 2 points were due to reduced consumer takeaway"
50,"There is positive performance in the balance of the marketplace, where our soup program has been well received and"
51,consumer takeaway is up slightly
52,"We have strong business plans with our key customers; we’re driving trial of our new products,"
53,"Well Yes!, Chunky Maxx and Swanson soup kits"
54,And we continue to support our brands with competitive levels of advertising and consumer promotion
55,"While we’re experiencing private label competition in our broth business, private label market share in soup is below average for center store food categories and up slightly"
56,We constantly innovate and test our products to ensure they meet or exceed consumer taste preferences
57,"We believe that innovation and brand differentiation are critically important in the soup category, which is why we’re continuing to invest in our brands"
58,"The shelf-stable beverage category remained challenged, and sales of V8 products declined"
59,"Despite this decline, we’re seeing positive consumption trends on V8 Vegetable Juice and V8 +Energy"
60,"We’re pleased with the sales gains of our Simple Meal products, driven by Prego as well as sales growth in Canada in food service"
61,"Looking ahead, we expect the operating environment to remain challenging"
62,"And therefore, we’re taking additional actions to improve our performance"
63,We started to shift our soup marketing spending from equity building campaigns to a sharper focus on product attributes that differentiate Campbell brands
64,We’re increasing in-store presence with stronger messaging and we’re aggressively ramping up our ecommerce plans
65,"Now, shifting to our Global Biscuits and Snacks division"
66,"Overall, I feel good about our performance in Global Biscuits and Snacks to start the year"
67,This division delivered growth on both the top and bottom lines
68,Sales gains were primarily driven by the continued solid performance of Pepperidge Farm
69,This sales growth was fueled by our snacks business with one-two punch from crackers and cookies
70,Our Goldfish crackers continued to outperform the category in a meaningful way
71,"In fact, Goldfish became the number one snack cracker in the category over the last quarter"
72,The brand’s continued growth was fueled by our increasing ounces into houses approach
73,This is all about providing wholesome delicious snacks that can be enjoyed in a variety of new packaging formats including single-serve multipacks
74,"The second driver of our sales growth was our cookie business behind the successful launch of the Farmhouse brand, Milano cookies and the rejuvenated Pepperidge Farm chunk cookie line"
75,The Farmhouse launch is one of Pepperidge Farm’s best product introductions in over a decade with strong trial and repeat
76,"Made with simple ingredients, this thin, crispy cookie is the type of snack consumers are seeking and has been incremental to the category"
77,We employed a similar approach with our Pepperidge Farm chunk cookies
78,"We improved our recipes using larger chocolate chunks and cage-free eggs, while also updating and simplifying our packaging"
79,It’s satisfying to see our real food philosophy resonating with consumers in our cookie portfolio
80,Outside the U.S
81,", Asia-Pacific sales were mixed"
82,Sales declines in Australia were partly offset by gains in Indonesia
83,We faced increased competitive activity in Australia’s chocolate biscuits but delivered solid results in savory crackers behind the reintroduction of original shapes crackers where we gained share
84,"Now, let’s turn to Campbell Fresh"
85,"In Campbell Fresh, sales were comparable to a year ago"
86,We’re encouraged that our CPG products grew for the second consecutive quarter behind Garden Fresh Gourmet and Bolthouse Farms salad dressing
87,Sales of Bolthouse Farms beverages were comparable to year ago
88,We are now back to normal beverage capacity
89,Our new co-packer was fully operational midway through the quarter
90,"And our service levels steadily improved, helping us instill confidence with customers"
91,"As a result, we started to return to more normal levels of promotional activity, late in the quarter and expect that trend to continue in the second quarter"
92,"Looking ahead, we have strong innovation plans in place with the continued rollout of Bolthouse Farms plant protein milk, new Garden Fresh Gourmet’s fresh soup and salsa products in the first half and a range of Bolthouse Farms dressing and beverages in the back half"
93,Turning to farms
94,Sales of carrots declined in the quarter
95,Our carrot crops were negatively impacted by adverse weather
96,"Due to these low yields, we placed customers on allocation in the quarter"
97,"Learning our lesson from a similar experience in 2016, the new Campbell Fresh team did not compromise the quality of carrots we delivered to customers"
