,Word,Lemma,POSTag,Shape
0,Thanks,thanks,UH,Xxxxx
1,",",",",",",","
2,Jeff,Jeff,NNP,Xxxx
3,and,and,CC,xxx
4,good,good,JJ,xxxx
5,morning,morning,NN,xxxx
6,",",",",",",","
7,everyone,everyone,NN,xxxx
8,"
","
",_SP,"
"
9,Let,let,VB,Xxx
10,’s,-PRON-,PRP,’x
11,jump,jump,VB,xxxx
12,right,right,RB,xxxx
13,into,into,IN,xxxx
14,our,-PRON-,PRP$,xxx
15,fiscal,fiscal,JJ,xxxx
16,‘,',``,‘
17,17,17,CD,dd
18,financial,financial,JJ,xxxx
19,performance,performance,NN,xxxx
20,starting,start,VBG,xxxx
21,with,with,IN,xxxx
22,the,the,DT,xxx
23,fourth,fourth,JJ,xxxx
24,quarter,quarter,NN,xxxx
25,results,result,NNS,xxxx
26,summarized,summarize,VBN,xxxx
27,on,on,IN,xx
28,Slide,Slide,NNP,Xxxxx
29,9,9,CD,d
30,.,.,.,.
31,Net,net,JJ,Xxx
32,sales,sale,NNS,xxxx
33,totaled,total,VBD,xxxx
34,$,$,$,$
35,3.8,3.8,CD,d.d
36,million,million,CD,xxxx
37,",",",",",",","
38,down,down,RB,xxxx
39,3,3,CD,d
40,%,%,NN,%
41,on,on,IN,xx
42,a,a,DT,x
43,reported,reported,JJ,xxxx
44,and,and,CC,xxx
45,organic,organic,JJ,xxxx
46,basis,basis,NN,xxxx
47,"
","
",_SP,"
"
48,Total,total,JJ,Xxxxx
49,segment,segment,NN,xxxx
50,operating,operating,NN,xxxx
51,profit,profit,NN,xxxx
52,totaled,total,VBD,xxxx
53,$,$,$,$
54,673,673,CD,ddd
55,million,million,CD,xxxx
56,",",",",",",","
57,up,up,RB,xx
58,4,4,CD,d
59,%,%,NN,%
60,in,in,IN,xx
61,constant,constant,JJ,xxxx
62,currency,currency,NN,xxxx
63,"
","
",_SP,"
"
64,Net,net,JJ,Xxx
65,earnings,earning,NNS,xxxx
66,increased,increase,VBD,xxxx
67,8,8,CD,d
68,%,%,NN,%
69,to,to,IN,xx
70,$,$,$,$
71,409,409,CD,ddd
72,million,million,CD,xxxx
73,and,and,CC,xxx
74,diluted,dilute,VBN,xxxx
75,earnings,earning,NNS,xxxx
