,Word,Lemma,POSTag,Shape
0,Thanks,thanks,UH,Xxxxx
1,",",",",",",","
2,Steven,Steven,NNP,Xxxxx
3,",",",",",",","
4,and,and,CC,xxx
5,good,good,JJ,xxxx
6,morning,morning,NN,xxxx
7,",",",",",",","
8,everyone,everyone,NN,xxxx
9,"
","
",_SP,"
"
10,I,-PRON-,PRP,X
11,'d,would,MD,'x
12,like,like,VB,xxxx
13,to,to,TO,xx
14,start,start,VB,xxxx
15,by,by,IN,xx
16,discussing,discuss,VBG,xxxx
17,our,-PRON-,PRP$,xxx
18,fourth,fourth,JJ,xxxx
19,quarter,quarter,NN,xxxx
20,and,and,CC,xxx
21,2016,2016,CD,dddd
22,performance,performance,NN,xxxx
23,and,and,CC,xxx
24,then,then,RB,xxxx
25,provide,provide,VB,xxxx
26,guidance,guidance,NN,xxxx
27,for,for,IN,xxx
28,2017,2017,CD,dddd
29,",",",",",",","
30,which,which,WDT,xxxx
31,will,will,MD,xxxx
32,include,include,VB,xxxx
33,the,the,DT,xxx
34,accounting,accounting,NN,xxxx
35,for,for,IN,xxx
36,Agenus,Agenus,NNP,Xxxxx
37,",",",",",",","
38,Merus,Merus,NNP,Xxxxx
39,and,and,CC,xxx
40,Calithera,Calithera,NNP,Xxxxx
41,agreements,agreement,NNS,xxxx
42,"
","
",_SP,"
"
43,In,in,IN,Xx
44,the,the,DT,xxx
45,fourth,fourth,JJ,xxxx
46,quarter,quarter,NN,xxxx
47,",",",",",",","
48,we,-PRON-,PRP,xx
49,recorded,record,VBD,xxxx
50,$,$,$,$
51,326,326,CD,ddd
52,million,million,CD,xxxx
53,in,in,IN,xx
54,total,total,JJ,xxxx
55,revenue,revenue,NN,xxxx
56,"
","
",_SP,"
"
57,This,this,DT,Xxxx
58,was,be,VBD,xxx
59,comprised,comprise,VBN,xxxx
60,of,of,IN,xx
61,$,$,$,$
62,238,238,CD,ddd
63,million,million,CD,xxxx
64,in,in,IN,xx
65,Jakafi,Jakafi,NNP,Xxxxx
66,net,net,JJ,xxx
67,product,product,NN,xxxx
68,revenue,revenue,NN,xxxx
69,",",",",",",","
70,$,$,$,$
71,13,13,CD,dd
72,million,million,CD,xxxx
73,in,in,IN,xx
