,Word,Lemma,POSTag,Shape
0,Today,today,NN,Xxxxx
1,I,-PRON-,PRP,X
2,'ll,will,MD,'xx
3,highlight,highlight,VB,xxxx
4,recent,recent,JJ,xxxx
5,pipeline,pipeline,NN,xxxx
6,updates,update,NNS,xxxx
7,and,and,CC,xxx
8,discuss,discuss,VB,xxxx
9,some,some,DT,xxxx
10,of,of,IN,xx
11,the,the,DT,xxx
12,key,key,JJ,xxx
13,milestones,milestone,NNS,xxxx
14,we,-PRON-,PRP,xx
15,anticipate,anticipate,VBP,xxxx
16,for,for,IN,xxx
17,the,the,DT,xxx
18,remainder,remainder,NN,xxxx
19,of,of,IN,xx
20,2017,2017,CD,dddd
21,.,.,.,.
22,I,-PRON-,PRP,X
23,'ll,will,MD,'xx
24,start,start,VB,xxxx
25,with,with,IN,xxxx
26,our,-PRON-,PRP$,xxx
27,hem,hem,JJ,xxx
28,-,-,HYPH,-
29,onc,onc,JJ,xxx
30,programs,program,NNS,xxxx
31,",",",",",",","
32,where,where,WRB,xxxx
33,we,-PRON-,PRP,xx
34,continue,continue,VBP,xxxx
35,to,to,TO,xx
36,make,make,VB,xxxx
37,significant,significant,JJ,xxxx
38,progress,progress,NN,xxxx
39,with,with,IN,xxxx
40,both,both,CC,xxxx
41,Imbruvica,Imbruvica,NNP,Xxxxx
42,and,and,CC,xxx
43,Venclexta,Venclexta,NNP,Xxxxx
44,"
","
",_SP,"
"
45,Starting,start,VBG,Xxxxx
46,with,with,IN,xxxx
47,Imbruvica,Imbruvica,NNP,Xxxxx
48,",",",",",",","
49,as,as,IN,xx
50,we,-PRON-,PRP,xx
51,'ve,have,VB,'xx
52,outlined,outline,VBN,xxxx
53,",",",",",",","
54,expanding,expand,VBG,xxxx
55,into,into,IN,xxxx
56,new,new,JJ,xxx
57,indications,indication,NNS,xxxx
58,is,be,VBZ,xx
59,an,an,DT,xx
60,important,important,JJ,xxxx
61,driver,driver,NN,xxxx
62,of,of,IN,xx
63,future,future,JJ,xxxx
64,growth,growth,NN,xxxx
65,"
","
",_SP,"
"
66,Earlier,earlier,RBR,Xxxxx
67,this,this,DT,xxxx
68,year,year,NN,xxxx
69,we,-PRON-,PRP,xx
70,added,add,VBD,xxxx
71,relapsed,relapsed,JJ,xxxx
72,/,/,SYM,/
73,refractory,refractory,NN,xxxx
74,marginal,marginal,JJ,xxxx
75,zone,zone,NN,xxxx
76,lymphoma,lymphoma,NNP,xxxx
77,to,to,IN,xx
78,our,-PRON-,PRP$,xxx
79,growing,grow,VBG,xxxx
80,list,list,NN,xxxx
81,of,of,IN,xx
82,approved,approve,VBN,xxxx
83,uses,use,NNS,xxxx
84,",",",",",",","
85,and,and,CC,xxx
86,we,-PRON-,PRP,xx
87,continue,continue,VBP,xxxx
88,to,to,TO,xx
89,make,make,VB,xxxx
90,progress,progress,NN,xxxx
91,with,with,IN,xxxx
92,other,other,JJ,xxxx
93,indications,indication,NNS,xxxx
94,as,as,RB,xx
95,well,well,RB,xxxx
96,"
","
",_SP,"
"
97,During,during,IN,Xxxxx
98,the,the,DT,xxx
99,quarter,quarter,NN,xxxx
100,",",",",",",","
101,we,-PRON-,PRP,xx
102,submitted,submit,VBD,xxxx
103,a,a,DT,x
104,supplemental,supplemental,JJ,xxxx
105,new,new,JJ,xxx
106,drug,drug,NN,xxxx
107,application,application,NN,xxxx
108,for,for,IN,xxx
109,the,the,DT,xxx
110,use,use,NN,xxx
111,of,of,IN,xx
112,Imbruvica,Imbruvica,NNP,Xxxxx
113,in,in,IN,xx
114,patients,patient,NNS,xxxx
115,with,with,IN,xxxx
116,chronic,chronic,JJ,xxxx
117,graft,graft,NN,xxxx
118,-,-,HYPH,-
119,versus,versus,IN,xxxx
120,-,-,HYPH,-
121,host,host,NN,xxxx
122,-,-,HYPH,-
123,disease,disease,NN,xxxx
124,who,who,WP,xxx
125,failed,fail,VBD,xxxx
126,prior,prior,JJ,xxxx
127,systemic,systemic,JJ,xxxx
128,therapy,therapy,NN,xxxx
129,"
","
",_SP,"
"
130,GVHD,GVHD,NNP,XXXX
131,is,be,VBZ,xx
132,a,a,DT,x
133,severe,severe,JJ,xxxx
134,and,and,CC,xxx
135,potentially,potentially,RB,xxxx
136,life,life,NN,xxxx
137,-,-,HYPH,-
138,threatening,threaten,VBG,xxxx
139,complication,complication,NN,xxxx
140,that,that,WDT,xxxx
141,can,can,MD,xxx
142,occur,occur,VB,xxxx
143,in,in,IN,xx
144,patients,patient,NNS,xxxx
145,who,who,WP,xxx
146,have,have,VBP,xxxx
147,undergone,undergo,VBN,xxxx
148,an,an,DT,xx
149,allogeneic,allogeneic,JJ,xxxx
150,stem,stem,NN,xxxx
151,cell,cell,NN,xxxx
152,or,or,CC,xx
153,bone,bone,NN,xxxx
154,marrow,marrow,NN,xxxx
155,transplant,transplant,NN,xxxx
156,"
","
",_SP,"
"
157,There,there,EX,Xxxxx
158,are,be,VBP,xxx
159,currently,currently,RB,xxxx
160,limited,limited,JJ,xxxx
161,treatment,treatment,NN,xxxx
162,options,option,NNS,xxxx
163,for,for,IN,xxx
164,this,this,DT,xxxx
165,disease,disease,NN,xxxx
166,",",",",",",","
167,and,and,CC,xxx
168,if,if,IN,xx
