,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,",",",",",",","
3,Javier,Javier,NNP,Xxxxx
4,"
","
",_SP,"
"
5,For,for,IN,Xxx
6,the,the,DT,xxx
7,second,second,JJ,xxxx
8,quarter,quarter,NN,xxxx
9,of,of,IN,xx
10,2017,2017,CD,dddd
11,",",",",",",","
12,DaVita,DaVita,NNP,XxXxxx
13,Medical,Medical,NNP,Xxxxx
14,Group,Group,NNP,Xxxxx
15,had,have,VBD,xxx
16,adjusted,adjust,VBN,xxxx
17,operating,operate,VBG,xxxx
18,income,income,NN,xxxx
19,of,of,IN,xx
20,$,$,$,$
21,34,34,CD,dd
22,million,million,CD,xxxx
23,"
","
",_SP,"
"
24,As,as,IN,Xx
25,a,a,DT,x
26,reminder,reminder,NN,xxxx
27,",",",",",",","
28,this,this,DT,xxxx
29,business,business,NN,xxxx
30,has,have,VBZ,xxx
31,a,a,DT,x
32,disproportionally,disproportionally,RB,xxxx
33,high,high,JJ,xxxx
34,amortization,amortization,NN,xxxx
35,load,load,NN,xxxx
36,",",",",",",","
37,$,$,$,$
38,44,44,CD,dd
39,million,million,CD,xxxx
40,for,for,IN,xxx
41,the,the,DT,xxx
42,quarter,quarter,NN,xxxx
43,",",",",",",","
44,which,which,WDT,xxxx
45,includes,include,VBZ,xxxx
46,roughly,roughly,RB,xxxx
47,$,$,$,$
48,7,7,CD,d
49,million,million,CD,xxxx
50,related,relate,VBN,xxxx
51,to,to,IN,xx
52,the,the,DT,xxx
53,acceleration,acceleration,NN,xxxx
54,of,of,IN,xx
55,our,-PRON-,PRP$,xxx
56,branding,branding,NN,xxxx
57,initiative,initiative,NN,xxxx
58,"
","
",_SP,"
"
59,Therefore,therefore,RB,Xxxxx
60,",",",",",",","
61,this,this,DT,xxxx
62,quarter,quarter,NN,xxxx
63,'s,'s,POS,'x
64,adjusted,adjust,VBN,xxxx
65,operating,operating,NN,xxxx
66,income,income,NN,xxxx
67,of,of,IN,xx
68,$,$,$,$
69,34,34,CD,dd
70,million,million,CD,xxxx
71,translates,translate,NNS,xxxx
72,into,into,IN,xxxx
73,an,an,DT,xx
74,adjusted,adjust,VBN,xxxx
75,EBITDA,ebitda,NN,XXXX
76,of,of,IN,xx
77,$,$,$,$
78,94,94,CD,dd
79,million,million,CD,xxxx
80,for,for,IN,xxx
81,the,the,DT,xxx
82,quarter,quarter,NN,xxxx
83,"
","
",_SP,"
"
84,Now,now,RB,Xxx
85,",",",",",",","
86,with,with,IN,xxxx
87,respect,respect,NN,xxxx
88,to,to,IN,xx
89,our,-PRON-,PRP$,xxx
90,value,value,NN,xxxx
91,conversion,conversion,NN,xxxx
92,"
","
",_SP,"
"
93,We,-PRON-,PRP,Xx
94,'re,be,VBP,'xx
95,on,on,IN,xx
96,track,track,NN,xxxx
97,to,to,IN,xx
98,our,-PRON-,PRP$,xxx
99,plan,plan,NN,xxxx
100,since,since,IN,xxxx
101,our,-PRON-,PRP$,xxx
102,last,last,JJ,xxxx
103,update,update,NN,xxxx
104,"
","
",_SP,"
"
105,We,-PRON-,PRP,Xx
106,'ve,have,VB,'xx
107,signed,sign,VBN,xxxx
108,a,a,DT,x
109,contract,contract,NN,xxxx
110,in,in,IN,xx
111,Colorado,Colorado,NNP,Xxxxx
112,",",",",",",","
113,one,one,CD,xxx
114,of,of,IN,xx
115,our,-PRON-,PRP$,xxx
116,newer,new,JJR,xxxx
117,geographies,geography,NNS,xxxx
118,",",",",",",","
119,and,and,CC,xxx
120,expect,expect,VBP,xxxx
121,to,to,TO,xx
122,add,add,VB,xxx
123,value,value,NN,xxxx
124,contracts,contract,NNS,xxxx
125,in,in,IN,xx
126,New,New,NNP,Xxx
127,Mexico,Mexico,NNP,Xxxxx
128,and,and,CC,xxx
129,Washington,Washington,NNP,Xxxxx
130,State,State,NNP,Xxxxx
131,by,by,IN,xx
132,the,the,DT,xxx
133,end,end,NN,xxx
134,of,of,IN,xx
135,the,the,DT,xxx
136,year,year,NN,xxxx
137,"
","
",_SP,"
"
