,Word,Lemma,POSTag,Shape
0,My,-PRON-,PRP$,Xx
1,comments,comment,NNS,xxxx
2,today,today,NN,xxxx
3,will,will,MD,xxxx
4,be,be,VB,xx
5,focused,focus,VBN,xxxx
6,on,on,IN,xx
7,our,-PRON-,PRP$,xxx
8,second,second,JJ,xxxx
9,quarter,quarter,NN,xxxx
10,financial,financial,JJ,xxxx
11,results,result,NNS,xxxx
12,and,and,CC,xxx
13,the,the,DT,xxx
14,related,related,JJ,xxxx
15,performance,performance,NN,xxxx
16,drivers,driver,NNS,xxxx
17,"
","
",_SP,"
"
18,The,the,DT,Xxx
19,detailed,detailed,JJ,xxxx
20,financial,financial,JJ,xxxx
21,data,datum,NNS,xxxx
22,and,and,CC,xxx
23,results,result,NNS,xxxx
24,have,have,VBP,xxxx
25,been,be,VBN,xxxx
26,included,include,VBN,xxxx
27,in,in,IN,xx
28,today,today,NN,xxxx
29,',',POS,'
30,press,press,NN,xxxx
31,release,release,NN,xxxx
32,"
","
",_SP,"
"
33,Organic,organic,JJ,Xxxxx
34,sales,sale,NNS,xxxx
35,growth,growth,NN,xxxx
36,for,for,IN,xxx
37,the,the,DT,xxx
38,quarter,quarter,NN,xxxx
39,was,be,VBD,xxx
40,6.7,6.7,CD,d.d
41,%,%,NN,%
42,"
","
",_SP,"
"
43,As,as,IN,Xx
44,a,a,DT,x
45,reminder,reminder,NN,xxxx
46,",",",",",",","
47,this,this,DT,xxxx
48,quarter,quarter,NN,xxxx
49,included,include,VBD,xxxx
50,one,one,CD,xxx
51,less,less,JJR,xxxx
52,selling,selling,NN,xxxx
53,day,day,NN,xxx
54,",",",",",",","
55,which,which,WDT,xxxx
56,has,have,VBZ,xxx
57,the,the,DT,xxx
58,impact,impact,NN,xxxx
59,of,of,IN,xx
60,reducing,reduce,VBG,xxxx
61,growth,growth,NN,xxxx
62,by,by,IN,xx
63,roughly,roughly,RB,xxxx
64,1,1,CD,d
65,%,%,NN,%
66,"
","
",_SP,"
"
67,As,as,IN,Xx
68,previously,previously,RB,xxxx
69,stated,state,VBN,xxxx
70,",",",",",",","
71,selling,sell,VBG,xxxx
72,days,day,NNS,xxxx
73,generally,generally,RB,xxxx
74,do,do,VBP,xx
75,not,not,RB,xxx
76,have,have,VB,xxxx
77,an,an,DT,xx
78,impact,impact,NN,xxxx
79,on,on,IN,xx
80,the,the,DT,xxx
81,performance,performance,NN,xxxx
82,of,of,IN,xx
83,our,-PRON-,PRP$,xxx
84,capital,capital,NN,xxxx
85,businesses,business,NNS,xxxx
86,"
","
",_SP,"
"
87,Pricing,price,VBG,Xxxxx
88,in,in,IN,xx
89,the,the,DT,xxx
90,quarter,quarter,NN,xxxx
91,was,be,VBD,xxx
92,unfavorable,unfavorable,JJ,xxxx
93,1.5,1.5,CD,d.d
94,%,%,NN,%
95,from,from,IN,xxxx
96,the,the,DT,xxx
97,prior,prior,JJ,xxxx
98,year,year,NN,xxxx
99,",",",",",",","
100,while,while,IN,xxxx
101,foreign,foreign,JJ,xxxx
102,currency,currency,NN,xxxx
103,had,have,VBD,xxx
104,an,an,DT,xx
105,unfavorable,unfavorable,JJ,xxxx
106,impact,impact,NN,xxxx
107,of,of,IN,xx
108,0.8,0.8,CD,d.d
109,%,%,NN,%
110,on,on,IN,xx
111,sales,sale,NNS,xxxx
112,"
","
",_SP,"
"
113,",",",",",",","
114,we,-PRON-,PRP,xx
115,continue,continue,VBP,xxxx
