,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,",",",",",",","
3,Rick,Rick,NNP,Xxxx
4,"
","
",_SP,"
"
5,In,in,IN,Xx
6,order,order,NN,xxxx
7,to,to,TO,xx
8,allow,allow,VB,xxxx
9,time,time,NN,xxxx
10,for,for,IN,xxx
11,our,-PRON-,PRP$,xxx
12,strategic,strategic,JJ,xxxx
13,update,update,NN,xxxx
14,",",",",",",","
15,I,-PRON-,PRP,X
16,'ll,will,MD,'xx
17,keep,keep,VB,xxxx
18,my,-PRON-,PRP$,xx
19,prepared,prepared,JJ,xxxx
20,remarks,remark,NNS,xxxx
21,brief,brief,JJ,xxxx
22,",",",",",",","
23,highlighting,highlight,VBG,xxxx
24,just,just,RB,xxxx
25,a,a,DT,x
26,few,few,JJ,xxx
27,of,of,IN,xx
28,the,the,DT,xxx
29,noteworthy,noteworthy,JJ,xxxx
30,milestones,milestone,NNS,xxxx
31,from,from,IN,xxxx
32,the,the,DT,xxx
33,quarter,quarter,NN,xxxx
34,"
","
",_SP,"
"
35,As,as,IN,Xx
36,Rick,Rick,NNP,Xxxx
37,mentioned,mention,VBD,xxxx
38,",",",",",",","
39,we,-PRON-,PRP,xx
40,'ve,have,VB,'xx
41,continued,continue,VBN,xxxx
42,to,to,TO,xx
43,make,make,VB,xxxx
44,significant,significant,JJ,xxxx
45,progress,progress,NN,xxxx
46,across,across,IN,xxxx
47,our,-PRON-,PRP$,xxx
48,pipeline,pipeline,NN,xxxx
49,"
","
",_SP,"
"
50,In,in,IN,Xx
51,immunology,immunology,NN,xxxx
52,",",",",",",","
53,we,-PRON-,PRP,xx
54,reported,report,VBD,xxxx
55,results,result,NNS,xxxx
56,from,from,IN,xxxx
57,several,several,JJ,xxxx
58,mid,mid,JJ,xxx
59,and,and,CC,xxx
60,late,late,JJ,xxxx
61,-,-,HYPH,-
62,stage,stage,NN,xxxx
63,trials,trial,NNS,xxxx
64,"
","
",_SP,"
"
65,Just,just,RB,Xxxx
66,yesterday,yesterday,NN,xxxx
67,",",",",",",","
68,we,-PRON-,PRP,xx
69,announced,announce,VBD,xxxx
70,positive,positive,JJ,xxxx
71,top,top,JJ,xxx
72,line,line,NN,xxxx
73,results,result,NNS,xxxx
74,from,from,IN,xxxx
75,three,three,CD,xxxx
76,Phase,phase,NN,Xxxxx
77,III,iii,CD,XXX
78,studies,study,NNS,xxxx
79,evaluating,evaluate,VBG,xxxx
80,risankizumab,risankizumab,NN,xxxx
81,in,in,IN,xx
82,psoriasis,psoriasis,NN,xxxx
83,"
","
",_SP,"
"
84,Data,datum,NNS,Xxxx
85,from,from,IN,xxxx
86,these,these,DT,xxxx
87,trials,trial,NNS,xxxx
88,demonstrated,demonstrate,VBD,xxxx
89,superior,superior,JJ,xxxx
90,skin,skin,NN,xxxx
91,clearance,clearance,NN,xxxx
92,with,with,IN,xxxx
93,risankizumab,risankizumab,NN,xxxx
94,treatment,treatment,NN,xxxx
95,versus,versus,IN,xxxx
96,two,two,CD,xxx
97,leading,lead,VBG,xxxx
98,biologics,biologic,NNS,xxxx
99,",",",",",",","
100,Stelara,Stelara,NNP,Xxxxx
101,and,and,CC,xxx
102,HUMIRA,HUMIRA,NNP,XXXX
103,"
","
",_SP,"
"
104,In,in,IN,Xx
105,the,the,DT,xxx
106,ultIMMa-1,ultimma-1,NN,xxxXXXx-d
107,and,and,CC,xxx
108,ultIMMa-2,ultimma-2,CD,xxxXXXx-d
109,trials,trial,NNS,xxxx
110,",",",",",",","
111,75,75,CD,dd
112,%,%,NN,%
113,of,of,IN,xx
114,patients,patient,NNS,xxxx
115,receiving,receive,VBG,xxxx
116,risankizumab,risankizumab,NN,xxxx
117,in,in,IN,xx
118,both,both,DT,xxxx
119,studies,study,NNS,xxxx
120,achieved,achieve,VBN,xxxx
121,PASI,PASI,NNP,XXXX
122,90,90,CD,dd
123,compared,compare,VBD,xxxx
124,to,to,IN,xx
125,42,42,CD,dd
126,%,%,NN,%
127,and,and,CC,xxx
128,48,48,CD,dd
129,%,%,NN,%
