,Sentences
0,"Thanks, Brent, and good morning, everyone"
1,"Turning to slide 8, our performance this quarter reflects strong execution"
2,"In Medical Aesthetics, we're making significant investments to maximize our leadership position, sustain our long-term growth, and expand the market"
3,The long-term prospects for this business are excellent
4,"In Eye Care, we're maintaining our leadership position despite competitive headwinds"
5,In CNS we're building a flagship product with VRAYLAR while maximizing value with NAMZARIC
6,"In GI, we're building IBS leadership with LINZESS and VIBERZI"
7,"And our international business is growing steadily, anchored by Medical Aesthetics and Eye Care"
8,These are our priorities in a snapshot
9,Turning to slide 9.
10,We drove strong growth across multiple areas of our business
11,"Revenue was up 9% over last quarter, including the addition of LifeCell and CoolSculpting"
12,"Sales for eight out of our top product lines increased at double-digit rates in the second quarter, and growth across the product portfolio is being driven primarily by volume"
13,"The Medical Aesthetics growth was led by BOTOX Cosmetic, up 13%, and our JUVÃ‰DERM collection of fillers, up 18% excluding FX"
14,"In Eye Care, RESTASIS continues to show durability with stable demand, offset by year-over-year trade buying patterns this quarter, which did not impact RESTASIS in the first quarter"
15,"We expect buying patterns to moderate for the remainder of the year, and for RESTASIS to be at expectations for the full year"
16,"And collectively our new products including VRAYLAR, NAMZARIC, KYBELLA, VIBERZI, XEN, and RHOFADE contributed $108 million to net revenue growth compared to last year"
17,"Growth was partially offset in the quarter by continued sales erosion from NAMENDA XR, loss of exclusivity from ASACOL HD and MINASTRIN, and lower ACZONE sales that were negatively impacted by formulary coverage gaps and increased generic pressure in the category"
18,"Turning to slide 10, Medical Aesthetics is our largest and fastest growing business, as you know, and it's built on three pillars: Facial Aesthetics, Plastics and Regenerative Medicine, and Body Contouring"
19,We're seeing strong momentum across our broad and deep portfolio
20,"The Regenerative Medicine products and CoolSculpting are strong, and are at or above expectations"
21,In Facial Aesthetics we had strong performance from our lead products
22,"As I mentioned, BOTOX Cosmetic up 13% and our JUVÃ‰DERM collection of fillers, where we have launched several new products, including VOLBELLA, VOLLURE, and VOLITE, was up 18%, and surpassed a 50% U.S"
23,"market share, marking an all-time high"
24,"In Plastics and Regenerative Medicine, sales for ALLODERM, our market-leading acellular dermal matrix for tissue support and breast reconstruction, were very strong"
25,And the launch of INSPIRA implants continues to exceed expectations
26,And in Body Contouring we're off to a strong start
27,Sales for the quarter were up 40% pro forma excluding FX
