,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,",",",",",",","
3,Rob,Rob,NNP,Xxx
4,",",",",",",","
5,and,and,CC,xxx
6,good,good,JJ,xxxx
7,morning,morning,NN,xxxx
8,",",",",",",","
9,everyone,everyone,NN,xxxx
10,"
","
",_SP,"
"
11,This,this,DT,Xxxx
12,morning,morning,NN,xxxx
13,I,-PRON-,PRP,X
14,'ll,will,MD,'xx
15,provide,provide,VB,xxxx
16,highlights,highlight,NNS,xxxx
17,on,on,IN,xx
18,the,the,DT,xxx
19,performance,performance,NN,xxxx
20,of,of,IN,xx
21,Global,Global,NNP,Xxxxx
22,Human,Human,NNP,Xxxxx
23,Health,Health,NNP,Xxxxx
24,for,for,IN,xxx
25,the,the,DT,xxx
26,second,second,JJ,xxxx
27,quarter,quarter,NN,xxxx
28,"
","
",_SP,"
"
29,And,and,CC,Xxx
30,my,-PRON-,PRP$,xx
31,comments,comment,NNS,xxxx
32,will,will,MD,xxxx
33,be,be,VB,xx
34,on,on,IN,xx
35,a,a,DT,x
36,constant,constant,JJ,xxxx
37,currency,currency,NN,xxxx
38,basis,basis,NN,xxxx
39,"
","
",_SP,"
"
40,Global,Global,NNP,Xxxxx
41,Human,Human,NNP,Xxxxx
42,Health,Health,NNP,Xxxxx
43,delivered,deliver,VBD,xxxx
44,another,another,DT,xxxx
45,solid,solid,JJ,xxxx
46,quarter,quarter,NN,xxxx
47,"
","
",_SP,"
"
48,Worldwide,worldwide,JJ,Xxxxx
49,sales,sale,NNS,xxxx
50,of,of,IN,xx
51,$,$,$,$
52,8.8,8.8,CD,d.d
53,billion,billion,CD,xxxx
54,grew,grow,VBD,xxxx
55,2,2,CD,d
56,%,%,NN,%
57,with,with,IN,xxxx
58,contributions,contribution,NNS,xxxx
59,from,from,IN,xxxx
60,launched,launched,JJ,xxxx
61,products,product,NNS,xxxx
62,including,include,VBG,xxxx
63,KEYTRUDA,KEYTRUDA,NNP,XXXX
64,",",",",",",","
65,ZEPATIER,ZEPATIER,NNP,XXXX
66,",",",",",",","
67,and,and,CC,xxx
68,BRIDION,BRIDION,NNP,XXXX
69,as,as,RB,xx
70,well,well,RB,xxxx
71,as,as,IN,xx
72,our,-PRON-,PRP$,xxx
73,vaccine,vaccine,NN,xxxx
74,portfolio,portfolio,NN,xxxx
75,more,more,RBR,xxxx
76,than,than,IN,xxxx
77,offsetting,offset,VBG,xxxx
78,the,the,DT,xxx
79,continued,continue,VBN,xxxx
80,impact,impact,NN,xxxx
81,from,from,IN,xxxx
82,LOEs,LOEs,NNP,XXXx
83,"
","
",_SP,"
"
84,We,-PRON-,PRP,Xx
85,also,also,RB,xxxx
86,had,have,VBD,xxx
87,another,another,DT,xxxx
88,strong,strong,JJ,xxxx
89,quarter,quarter,NN,xxxx
90,outside,outside,IN,xxxx
91,of,of,IN,xx
92,the,the,DT,xxx
93,U.S,U.S,NNP,X.X
94,"
","
",_SP,"
"
95,with,with,IN,xxxx
96,growth,growth,NN,xxxx
97,of,of,IN,xx
98,8,8,CD,d
99,%,%,NN,%
100,"
","
",_SP,"
"
101,I,-PRON-,PRP,X
102,'ll,will,MD,'xx
103,highlight,highlight,VB,xxxx
104,a,a,DT,x
105,few,few,JJ,xxx
106,of,of,IN,xx
107,our,-PRON-,PRP$,xxx
108,key,key,JJ,xxx
109,franchises,franchise,NNS,xxxx
110,and,and,CC,xxx
111,product,product,NN,xxxx
112,launches,launch,NNS,xxxx
113,",",",",",",","
114,starting,start,VBG,xxxx
115,with,with,IN,xxxx
116,KEYTRUDA,KEYTRUDA,NNP,XXXX
117,"
","
",_SP,"
"
118,We,-PRON-,PRP,Xx
119,continue,continue,VBP,xxxx
120,to,to,TO,xx
121,build,build,VB,xxxx
122,our,-PRON-,PRP$,xxx
123,leadership,leadership,NN,xxxx
124,position,position,NN,xxxx
125,in,in,IN,xx
126,immuno,immuno,NNP,xxxx
127,-,-,HYPH,-
128,oncology,oncology,NN,xxxx
129,",",",",",",","
130,as,as,IN,xx
131,we,-PRON-,PRP,xx
