,Word,Lemma,POSTag,Shape
0,Thanks,thank,NNS,Xxxxx
1,",",",",",",","
2,Shawn,Shawn,NNP,Xxxxx
3,",",",",",",","
4,and,and,CC,xxx
5,thanks,thank,NNS,xxxx
6,everyone,everyone,NN,xxxx
7,for,for,IN,xxx
8,joining,join,VBG,xxxx
9,us,-PRON-,PRP,xx
10,today,today,NN,xxxx
11,"
","
",_SP,"
"
12,This,this,DT,Xxxx
13,morning,morning,NN,xxxx
14,I,-PRON-,PRP,X
15,'ll,will,MD,'xx
16,provide,provide,VB,xxxx
17,you,-PRON-,PRP,xxx
18,with,with,IN,xxxx
19,the,the,DT,xxx
20,highlights,highlight,NNS,xxxx
21,of,of,IN,xx
22,the,the,DT,xxx
23,quarter,quarter,NN,xxxx
24,and,and,CC,xxx
25,review,review,VB,xxxx
26,progress,progress,NN,xxxx
27,on,on,IN,xx
28,our,-PRON-,PRP$,xxx
29,strategy,strategy,NN,xxxx
30,"
","
",_SP,"
"
31,Then,then,RB,Xxxx
32,Mark,Mark,NNP,Xxxx
33,will,will,MD,xxxx
34,provide,provide,VB,xxxx
35,more,more,JJR,xxxx
36,detail,detail,NN,xxxx
37,on,on,IN,xx
38,the,the,DT,xxx
39,results,result,NNS,xxxx
40,and,and,CC,xxx
41,take,take,VB,xxxx
42,you,-PRON-,PRP,xxx
43,through,through,IN,xxxx
44,updates,update,NNS,xxxx
45,to,to,IN,xx
46,our,-PRON-,PRP$,xxx
47,2017,2017,CD,dddd
48,guidance,guidance,NN,xxxx
49,"
","
",_SP,"
"
50,We,-PRON-,PRP,Xx
51,turned,turn,VBD,xxxx
52,in,in,RP,xx
53,another,another,DT,xxxx
54,strong,strong,JJ,xxxx
55,quarter,quarter,NN,xxxx
56,and,and,CC,xxx
57,are,be,VBP,xxx
58,delivering,deliver,VBG,xxxx
59,on,on,IN,xx
60,all,all,DT,xxx
61,five,five,CD,xxxx
62,elements,element,NNS,xxxx
63,of,of,IN,xx
64,our,-PRON-,PRP$,xxx
65,strategy,strategy,NN,xxxx
66,to,to,TO,xx
67,accelerate,accelerate,VB,xxxx
68,growth,growth,NN,xxxx
69,"
","
",_SP,"
"
70,Here,here,RB,Xxxx
71,are,be,VBP,xxx
72,some,some,DT,xxxx
73,highlights,highlight,NNS,xxxx
74,"
","
",_SP,"
"
75,Revenues,revenue,NNS,Xxxxx
76,grew,grow,VBD,xxxx
77,approximately,approximately,RB,xxxx
78,2,2,CD,d
79,%,%,NN,%
80,on,on,IN,xx
81,a,a,DT,x
82,reported,reported,JJ,xxxx
83,basis,basis,NN,xxxx
84,and,and,CC,xxx
85,2.3,2.3,CD,d.d
86,%,%,NN,%
87,on,on,IN,xx
88,an,an,DT,xx
89,equivalent,equivalent,JJ,xxxx
90,basis,basis,NN,xxxx
91,"
","
",_SP,"
"
92,Reported,report,VBN,Xxxxx
93,EPS,EPS,NNP,XXX
94,of,of,IN,xx
95,$,$,$,$
96,1.37,1.37,CD,d.dd
97,was,be,VBD,xxx
98,flat,flat,JJ,xxxx
99,from,from,IN,xxxx
100,2016,2016,CD,dddd
101,",",",",",",","
102,and,and,CC,xxx
103,adjusted,adjust,VBN,xxxx
104,EPS,EPS,NNP,XXX
105,grew,grow,VBD,xxxx
106,approximately,approximately,RB,xxxx
107,16,16,CD,dd
108,%,%,NN,%
109,to,to,IN,xx
110,$,$,$,$
111,1.55,1.55,CD,d.dd
112,",",",",",",","
113,which,which,WDT,xxxx
114,includes,include,VBZ,xxxx
115,an,an,DT,xx
116,increase,increase,NN,xxxx
117,of,of,IN,xx
118,$,$,$,$
119,0.08,0.08,CD,d.dd
120,over,over,IN,xxxx
121,the,the,DT,xxx
122,prior,prior,JJ,xxxx
123,year,year,NN,xxxx
124,of,of,IN,xx
125,excess,excess,JJ,xxxx
126,tax,tax,NN,xxx
127,benefit,benefit,NN,xxxx
128,associated,associate,VBN,xxxx
129,with,with,IN,xxxx
130,stock,stock,NN,xxxx
131,-,-,HYPH,-
132,based,base,VBN,xxxx
133,compensation,compensation,NN,xxxx
134,"
","
",_SP,"
"
135,Based,base,VBN,Xxxxx
136,upon,upon,IN,xxxx
137,our,-PRON-,PRP$,xxx
138,progress,progress,NN,xxxx
139,in,in,IN,xx
140,the,the,DT,xxx
141,first,first,JJ,xxxx
142,half,half,NN,xxxx
143,",",",",",",","
144,we,-PRON-,PRP,xx
145,have,have,VBP,xxxx
146,raised,raise,VBN,xxxx
147,our,-PRON-,PRP$,xxx
148,outlook,outlook,NN,xxxx
149,for,for,IN,xxx
150,revenues,revenue,NNS,xxxx
151,",",",",",",","
152,EPS,EPS,NNP,XXX
153,",",",",",",","
154,and,and,CC,xxx
155,cash,cash,NN,xxxx
156,from,from,IN,xxxx
157,operations,operation,NNS,xxxx
158,for,for,IN,xxx
159,the,the,DT,xxx
160,full,full,JJ,xxxx
161,year,year,NN,xxxx
162,2017,2017,CD,dddd
163,.,.,.,.
164,Before,before,IN,Xxxxx
165,I,-PRON-,PRP,X
166,describe,describe,VBP,xxxx
167,the,the,DT,xxx
168,progress,progress,NN,xxxx
169,we,-PRON-,PRP,xx
170,'ve,have,VB,'xx
171,made,make,VBN,xxxx
172,to,to,TO,xx
173,accelerate,accelerate,VB,xxxx
174,growth,growth,NN,xxxx
175,and,and,CC,xxx
176,drive,drive,VB,xxxx
177,operational,operational,JJ,xxxx
178,excellence,excellence,NN,xxxx
179,",",",",",",","
180,what,what,WP,xxxx
181,I,-PRON-,PRP,X
182,'d,would,MD,'x
183,like,like,VB,xxxx
184,to,to,TO,xx
185,do,do,VB,xx
186,is,be,VBZ,xx
187,briefly,briefly,RB,xxxx
188,discuss,discuss,VB,xxxx
189,PAMA,PAMA,NNP,XXXX
190,"
","
",_SP,"
"
191,This,this,DT,Xxxx
192,month,month,NN,xxxx
193,",",",",",",","
194,a,a,DT,x
195,number,number,NN,xxxx
196,of,of,IN,xx
197,ACLA,ACLA,NNP,XXXX
198,Board,Board,NNP,Xxxxx
199,members,member,NNS,xxxx
200,met,meet,VBD,xxx
201,with,with,IN,xxxx
202,the,the,DT,xxx
203,executive,executive,JJ,xxxx
204,branch,branch,NN,xxxx
205,as,as,RB,xx
206,well,well,RB,xxxx
207,as,as,IN,xx
208,key,key,JJ,xxx
209,members,member,NNS,xxxx
210,of,of,IN,xx
211,the,the,DT,xxx
212,Senate,Senate,NNP,Xxxxx
213,Finance,Finance,NNP,Xxxxx
214,Committee,Committee,NNP,Xxxxx
215,",",",",",",","
216,that,that,DT,xxxx
217,means,mean,VBZ,xxxx
218,energy,energy,NN,xxxx
219,and,and,CC,xxx
220,commerce,commerce,NNP,xxxx
221,held,hold,VBN,xxxx
222,subcommittees,subcommittee,NNS,xxxx
223,",",",",",",","
224,reiterating,reiterate,VBG,xxxx
225,our,-PRON-,PRP$,xxx
226,belief,belief,NN,xxxx
227,that,that,IN,xxxx
228,the,the,DT,xxx
229,current,current,JJ,xxxx
230,regulation,regulation,NN,xxxx
231,effectively,effectively,RB,xxxx
232,excludes,exclude,VBZ,xxxx
233,hospital,hospital,NN,xxxx
234,outreach,outreach,NN,xxxx
235,labs,lab,NNS,xxxx
236,",",",",",",","
237,which,which,WDT,xxxx
238,are,be,VBP,xxx
239,a,a,DT,x
240,significant,significant,JJ,xxxx
241,segment,segment,NN,xxxx
242,of,of,IN,xx
243,the,the,DT,xxx
244,laboratory,laboratory,NN,xxxx
245,marketplace,marketplace,NN,xxxx
246,"
","
",_SP,"
"
247,Last,last,JJ,Xxxx
248,month,month,NN,xxxx
249,our,-PRON-,PRP$,xxx
250,trade,trade,NN,xxxx
251,associations,association,NNS,xxxx
252,sent,send,VBD,xxxx
253,a,a,DT,x
254,letter,letter,NN,xxxx
255,to,to,IN,xx
256,CMS,CMS,NNP,XXX
257,recommending,recommend,VBG,xxxx
258,postponing,postpone,VBG,xxxx
259,the,the,DT,xxx
260,calculation,calculation,NN,xxxx
261,of,of,IN,xx
262,publication,publication,NN,xxxx
263,of,of,IN,xx
264,the,the,DT,xxx
265,new,new,JJ,xxx
266,clinical,clinical,JJ,xxxx
267,and,and,CC,xxx
268,fee,fee,NN,xxx
269,schedule,schedule,NN,xxxx
270,redefining,redefine,VBG,xxxx
271,the,the,DT,xxx
272,definition,definition,NN,xxxx
273,of,of,IN,xx
274,then,then,RB,xxxx
275,applicable,applicable,JJ,xxxx
276,laboratory,laboratory,NN,xxxx
277,to,to,TO,xx
278,ensure,ensure,VB,xxxx
279,in,in,IN,xx
280,a,a,DT,x
281,good,good,JJ,xxxx
282,hospital,hospital,NN,xxxx
283,outreach,outreach,NN,xxxx
284,laboratories,laboratory,NNS,xxxx
285,and,and,CC,xxx
286,upon,upon,IN,xxxx
287,gathering,gather,VBG,xxxx
288,data,datum,NNS,xxxx
289,from,from,IN,xxxx
290,hospital,hospital,NN,xxxx
291,outreach,outreach,NN,xxxx
292,laboratories,laboratory,NNS,xxxx
293,publishing,publish,VBG,xxxx
294,new,new,JJ,xxx
295,clinical,clinical,JJ,xxxx
296,and,and,CC,xxx
297,fee,fee,NN,xxx
298,schedule,schedule,NN,xxxx
299,rates,rate,NNS,xxxx
300,effective,effective,JJ,xxxx
301,not,not,RB,xxx
302,earlier,earlier,RBR,xxxx
303,than,than,IN,xxxx
304,July,July,NNP,Xxxx
305,1,1,CD,d
306,",",",",",",","
307,2018,2018,CD,dddd
308,.,.,.,.
309,While,while,IN,Xxxxx
310,we,-PRON-,PRP,xx
311,support,support,VBP,xxxx
312,reform,reform,NN,xxxx
313,of,of,IN,xx
314,the,the,DT,xxx
315,Medicare,Medicare,NNP,Xxxxx
316,payment,payment,NN,xxxx
317,system,system,NN,xxxx
318,",",",",",",","
319,we,-PRON-,PRP,xx
320,believe,believe,VBP,xxxx
321,any,any,DT,xxx
322,modification,modification,NN,xxxx
323,should,should,MD,xxxx
324,be,be,VB,xx
325,market,market,NN,xxxx
326,based,base,VBN,xxxx
327,and,and,CC,xxx
328,appropriately,appropriately,RB,xxxx
329,include,include,VBP,xxxx
330,all,all,DT,xxx
331,applicable,applicable,JJ,xxxx
332,independent,independent,JJ,xxxx
333,and,and,CC,xxx
334,hospital,hospital,NN,xxxx
335,outreach,outreach,NN,xxxx
336,laboratories,laboratory,NNS,xxxx
337,"
","
",_SP,"
"
338,At,at,IN,Xx
339,this,this,DT,xxxx
340,point,point,NN,xxxx
341,",",",",",",","
342,we,-PRON-,PRP,xx
343,have,have,VBP,xxxx
344,made,make,VBN,xxxx
345,a,a,DT,x
346,strong,strong,JJ,xxxx
347,case,case,NN,xxxx
348,to,to,IN,xx
349,CMS,CMS,NNP,XXX
350,and,and,CC,xxx
351,Congress,Congress,NNP,Xxxxx
352,"
","
",_SP,"
"
353,While,while,IN,Xxxxx
354,we,-PRON-,PRP,xx
355,continue,continue,VBP,xxxx
356,to,to,TO,xx
357,believe,believe,VB,xxxx
358,that,that,IN,xxxx
359,CMS,CMS,NNP,XXX
360,has,have,VBZ,xxx
361,not,not,RB,xxx
362,carried,carry,VBN,xxxx
363,out,out,RP,xxx
364,the,the,DT,xxx
365,congressional,congressional,JJ,xxxx
366,intent,intent,NN,xxxx
367,of,of,IN,xx
368,PAMA,PAMA,NNP,XXXX
369,",",",",",",","
370,we,-PRON-,PRP,xx
371,recognize,recognize,VBP,xxxx
372,that,that,IN,xxxx
373,a,a,DT,x
374,new,new,JJ,xxx
375,clinical,clinical,JJ,xxxx
376,and,and,CC,xxx
377,fee,fee,NN,xxx
378,schedule,schedule,NN,xxxx
379,could,could,MD,xxxx
380,be,be,VB,xx
381,in,in,IN,xx
382,place,place,NN,xxxx
383,by,by,IN,xx
384,January,January,NNP,Xxxxx
385,of,of,IN,xx
386,2018,2018,CD,dddd
387,and,and,CC,xxx
388,we,-PRON-,PRP,xx
389,will,will,MD,xxxx
390,be,be,VB,xx
391,prepared,prepare,VBN,xxxx
392,"
","
",_SP,"
"
393,Now,now,RB,Xxx
394,let,let,VB,xxx
395,'s,-PRON-,PRP,'x
396,review,review,VB,xxxx
397,progress,progress,NN,xxxx
398,we,-PRON-,PRP,xx
399,'ve,have,VB,'xx
400,made,make,VBN,xxxx
401,executing,execute,VBG,xxxx
402,our,-PRON-,PRP$,xxx
403,two,two,CD,xxx
404,-,-,HYPH,-
405,point,point,NN,xxxx
406,strategy,strategy,NN,xxxx
407,to,to,TO,xx
408,accelerate,accelerate,VB,xxxx
409,growth,growth,NN,xxxx
410,and,and,CC,xxx
411,drive,drive,VB,xxxx
412,operational,operational,JJ,xxxx
413,excellence,excellence,NN,xxxx
