,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,",",",",",",","
3,Larry,Larry,NNP,Xxxxx
4,"
","
",_SP,"
"
5,Like,like,IN,Xxxx
6,the,the,DT,xxx
7,Optum,Optum,NNP,Xxxxx
8,team,team,NN,xxxx
9,",",",",",",","
10,UnitedHealthcare,UnitedHealthcare,NNP,XxxxxXxxxx
11,is,be,VBZ,xx
12,pleased,pleased,JJ,xxxx
13,to,to,TO,xx
14,report,report,VB,xxxx
15,strong,strong,JJ,xxxx
16,performance,performance,NN,xxxx
17,across,across,IN,xxxx
18,the,the,DT,xxx
19,business,business,NN,xxxx
20,this,this,DT,xxxx
21,quarter,quarter,NN,xxxx
22,"
","
",_SP,"
"
23,At,at,IN,Xx
24,UnitedHealthcare,UnitedHealthcare,NNP,XxxxxXxxxx
25,",",",",",",","
26,we,-PRON-,PRP,xx
27,continue,continue,VBP,xxxx
28,to,to,TO,xx
29,focus,focus,VB,xxxx
30,on,on,IN,xx
31,a,a,DT,x
32,few,few,JJ,xxx
33,critical,critical,JJ,xxxx
34,priorities,priority,NNS,xxxx
35,"
","
",_SP,"
"
36,The,the,DT,Xxx
37,first,first,JJ,xxxx
38,is,be,VBZ,xx
39,quality,quality,NN,xxxx
40,",",",",",",","
41,which,which,WDT,xxxx
42,includes,include,VBZ,xxxx
43,both,both,DT,xxxx
44,clinical,clinical,JJ,xxxx
45,quality,quality,NN,xxxx
46,and,and,CC,xxx
47,the,the,DT,xxx
48,experience,experience,NN,xxxx
49,consumers,consumer,NNS,xxxx
50,and,and,CC,xxx
51,care,care,NN,xxxx
52,providers,provider,NNS,xxxx
53,have,have,VBP,xxxx
54,with,with,IN,xxxx
55,us,-PRON-,PRP,xx
56,"
","
",_SP,"
"
57,We,-PRON-,PRP,Xx
58,are,be,VBP,xxx
59,gratified,gratified,JJ,xxxx
60,to,to,TO,xx
61,see,see,VB,xxx
62,our,-PRON-,PRP$,xxx
63,NPS,NPS,NNP,XXX
64,core,core,NN,xxxx
65,is,be,VBZ,xx
66,advancing,advance,VBG,xxxx
67,with,with,IN,xxxx
68,consumers,consumer,NNS,xxxx
69,and,and,CC,xxx
70,clients,client,NNS,xxxx
71,across,across,IN,xxxx
72,our,-PRON-,PRP$,xxx
73,product,product,NN,xxxx
74,lines,line,NNS,xxxx
75,and,and,CC,xxx
76,with,with,IN,xxxx
77,providers,provider,NNS,xxxx
78,"
","
",_SP,"
"
79,Next,Next,NNP,Xxxx
80,is,be,VBZ,xx
81,our,-PRON-,PRP$,xxx
82,relentless,relentless,JJ,xxxx
83,focus,focus,NN,xxxx
84,on,on,IN,xx
85,managing,manage,VBG,xxxx
86,costs,cost,NNS,xxxx
87,"
","
",_SP,"
"
88,As,as,IN,Xx
89,customers,customer,NNS,xxxx
90,expect,expect,VBP,xxxx
91,us,-PRON-,PRP,xx
92,to,to,TO,xx
93,be,be,VB,xx
94,good,good,JJ,xxxx
95,stewards,steward,NNS,xxxx
96,of,of,IN,xx
97,their,-PRON-,PRP$,xxxx
98,financial,financial,JJ,xxxx
99,resources,resource,NNS,xxxx
100,",",",",",",","
101,one,one,CD,xxx
102,example,example,NN,xxxx
103,",",",",",",","
104,2017,2017,CD,dddd
105,is,be,VBZ,xx
106,tracking,track,VBG,xxxx
107,to,to,TO,xx
108,be,be,VB,xx
109,the,the,DT,xxx
110,ninth,ninth,JJ,xxxx
111,consecutive,consecutive,JJ,xxxx
112,year,year,NN,xxxx
113,UnitedHealthcareâ€,UnitedHealthcareâ€,NNP,XxxxxXxxxx€
114,™,™,CD,™
115,s,s,POS,x
116,customers,customer,NNS,xxxx
117,will,will,MD,xxxx
118,experience,experience,VB,xxxx
119,fewer,few,JJR,xxxx
120,",",",",",",","
121,inpatient,inpatient,JJ,xxxx
122,hospital,hospital,NN,xxxx
123,admissions,admission,NNS,xxxx
124,per,per,IN,xxx
125,"1,000","1,000",CD,"d,ddd"
126,people,people,NNS,xxxx
127,"
","
",_SP,"
"
128,Third,third,JJ,Xxxxx
129,is,be,VBZ,xx
