,Sentences
0,Good afternoon and thanks for joining us
1,"On our call today, I'll provide some highlights on the quarter, and then briefly discuss the performance of our two operating segments clear aligners and intraoral scanners"
2,"John will provide more detail on our financial results and discuss our outlook for the second quarter, following that I'll come back and summarize a few key points and open up the call to questions"
3,"2017 is off to a great start with first quarter revenues, volumes, gross margin, and EPS"
4,all above expectations
5,"First quarter net revenues were up 30% year-over-year, driven by strong Invisalign case shipments of 27% year-over-year to a record 38,900 doctors this quarter"
6,"These reflect the growth from both our North America and international regions and higher than expected teenage cases across the board, which increased 32% year-over-year"
7,"iTero's scanner revenues increased 47% year-over-year, and were down sequentially as expected"
8,"For Q1, North America Invisalign case volume was up 8.4% sequentially and 20.3% year-over-year, driven primarily by North American orthodontists, with GP Dentists showing improving growth trends"
9,"Continued strength in North American ortho channel reflects another record quarter for Invisalign utilization, up 12.6 cases per quarter, which includes substantially higher use by teenager patients, a positive indication for market share gains for metal braces"
10,"In Q1, we expand our adult-focused media buying to target both men and women with specific segment focus"
11,This new buying target built on the historical strength we have had with adult females while also reaching adult males in a much more pointed way than ever before
12,"We saw the results of this new media targeting come through in our sales as strength continued with adult females, and also significant growth with adult males choosing Invisalign treatment"
13,"During the quarter, we launched Invisalign Lite in North America, which was the first introduced in EMEA and includes up to 14 stages of aligners"
14,"We also begin titling Invisalign Go in North America in Q1 including with some of our dental service organizations, or DSOs"
15,iGo for short is an aesthetic solution designed to empower general dentists to treat more patients
16,"iGo creates a simplified approach that guides dentists through identifying, planning and treating aesthetic cases"
17,"On a year-over-year basis, shipment growth of 20.3% was driven by increased adoption of Invisalign by orthodontists and continued expansion of our GP customer base"
18,"We continue to make good progress with our DSOs, with Invisalign shipments up nearly 50% year-over-year in Q1, significantly higher than non-DSO practices"
19,DSOs are leaders in adopting new technology and innovation in dental industry
20,"They were the first to consolidate practices, automate, processes and drive greater efficiencies in order to scale their operations"
21,"The next phase in the DSO industry shift will be driven by the consumer and their preference for everything digital, which we have branded DSO 3.0 in our new marketing programs and collateral"
22,Consumers today want digital experiences to provide them with more insight to the treatment and options and what steps to take in order to achieve a healthy lifestyle
23,"By leveraging our technologies, iTero scanning, Invisalign treatment plans, progress tracking application, time-lapse features, our DSOs will be able to collect data on their active patients and tailor dentistry and orthodontics the way their patients want to consume it digitally"
24,"Working together with DSOs, we can help accelerate the industry shift the full digital practices much quicker and more effectively than with other companies"
25,"As part of our newly formed Americas region, in Q1, we completed the acquisition of our distributor in Brazil, which includes a small team of employees who'll be based in our Ṣo Paulo offices in Latin America"
26,"Brazil is estimated to have approximately 1.4 million new orthodontic case starts each year, and employs nearly 20% of the world's dentists"
27,"As the world's second largest market for cosmetic interventions, Brazil represents a tremendous growth potential for Align and this acquisition will help us establish our leadership position in Latin America and support our long-term growth strategy"
28,Q1 Invisalign volume for international doctors was up 11.4% sequentially and up 41.3% year-over-year
29,The better than expected sequential increase was driven by growth in both the EMEA and APAC regions
30,"In EMEA, Q1 volumes were up 38.8% year-over-year"
31,"We had a record quarter of growth across nearly all country markets as our TFM model continues gaining traction across the ortho channel with Spain, the U.K"
32,and Germany leading the way
33,"In Q1, we introduced Invisalign Teen with mandibular advancement in certain country markets in EMEA and launched Invisalign Go in the UK, France and Germany"
34,"We also completed the acquisition of our EMEA distributor, which includes opening our first office in the Middle East, which gives us direct access to customers and distribution partners across Russia, Commonwealth of Independent States, the Baltics, Turkey, Monaco, Israel, Cyprus, the Middle East and Africa"
35,"In Asia Pacific, Q1 volumes were up 45.2% year-over-year, led by China, Japan and Australia, New Zealand"
36,"In Q1, we launched Invisalign Teen with mandibular advancement in Australia, New Zealand, Hong Kong and South Asia and more than 800 doctors attending the peer-to-peer launch event"
37,We also held a South Asia forum with a record 200 doctors and participated in New Zealand's Association of Orthodontists forum
38,"Finally in South Korea, we transferred all Invisalign practices currently managed by our network partner to a direct coverage model"
39,"This gives us 100% direct coverage of the Korean market, and will enable our team to continue developing the market for clear aligners and help accelerate growth and adoption in the Invisalign treatment"
