,Sentences
0,"Thanks, Steve, and good morning, everyone"
1,"We are now in the home stretch of our fiscal year 2017, and considering the healthcare environment that we operate in, we are pleased with our results after nine months"
2,"This morning, I'll provide a detailed review of our third quarter financial results, an update on our full year 2017 outlook, and then make some high-level comments around our thoughts for fiscal 2018."
3,"We finished slightly better than expected in the third quarter, with adjusted diluted EPS at $1.43, an increase of 4%"
4,"Despite some challenges in operating income in our Pharmaceutical Distribution Services segment, we are able to overcome these headwinds and still grow our adjusted EPS"
5,I will review the segments a little later
6,Let's begin with our consolidated results
7,"ABC revenues were $38.7 billion, up 5%, helped by solid unit volume growth across several of our businesses"
8,"As discussed in prior quarters, we again experienced a decline in year-over-year hepatitis C revenues of about 20%, causing a drag on our quarterly growth rate of about 120 basis points"
9,The quarter's adjusted gross profit was down by about 1% to just under $1.1 billion
10,"Our Other segment, which consists of global commercialization services and animal health, continued with its excellent growth"
11,But this segment currently offsets the gross profit decline in our Pharmaceutical Distribution segment
12,"Operating expenses, we continue to be laser-focused on spending in the right areas and leveraging our infrastructure"
13,"Overall, our OpEx was up about 2%"
14,"On a year-to-date basis, our positive expense trends have in part been related to effectively managing the opening days of several new distribution centers"
15,"As Steve mentioned, it was impractical to delay the openings any longer and we've now opened four state-of-the-art DC this year"
16,"The uptick in our third quarter operating expenses, including depreciation, is primarily the result of these openings"
17,We will open one more DC in Q4 and the last two new DCs will open in early fiscal 2018.
18,"Operating income, our adjusted operating income was $471 million, down about 5%, with operating margins down 12 basis points due to the decrease in gross profit in our Pharmaceutical Distribution segment"
19,"Moving below the operating income line, income taxes, our adjusted income tax rate was 27%, down significantly from the prior year due to two primary drivers"
20,"The first tax item, as discussed on prior calls, we again recognize the benefit to income taxes related to the accounting rule change and share-based compensation"
21,This benefit impacted our quarterly tax rate by roughly 2%
22,"In the second and third quarters, our share price has been higher, which has resulted in a large number of employee exercises"
23,"Given the nature of the tax benefit, it is very difficult to forecast the timing of exercises and the ultimate impact to our tax rate and financials"
24,"The second tax item, in conjunction with our filing of our fiscal 2016 federal tax return, we finished our combined R&D credit and Section 199 tax projects with excellent first time results"
25,We mentioned this work on our call last quarter
26,The tax projects contributed a tax benefit to the current quarter
27,"However, about $10 million of the tax benefit was related to prior fiscal years, and is a discrete one-time item"
28,"Consequently, we had a non-recurring 2% tax rate benefit in the quarter or a positive $0.05 benefit to our adjusted EPS"
29,Our adjusted net income was up roughly 2% to $318 million
30,We continue to find ways to grow despite headwinds and an evolving healthcare market
31,Our adjusted diluted share count decreased nearly 7 million shares or 3% year-over-year to 222 million shares
32,We did not repurchase shares during the June quarter as we repaid our $600 million of senior notes upon maturity in May
33,We have about $890 million remaining on our Board authorized share repurchase program
34,Wrapping up our consolidated results
