,Sentences
0,"Thank you, Ingrid"
1,"Good morning, everyone"
2,"In Q4, Abiomed had another strong quarter of continued adoption of the Impella family of devices with $124.7 million in revenue, representing growth of 33%"
3,"patient utilization increased by 30%, driven by continued growth in both Protected PCI and emergent patients, which grew 26% and 37%, respectively"
4,"For the full fiscal year 2017, Abiomed generated $445.3 million in revenue, representing a net increase of $116 million or growth of 35%"
5,Abiomed remains one of the fastest-growing GAAP profitable medical device companies and fiscal 2017
6,"was another successful year, as we achieved our corporate goals"
7,"We received FDA PMA approval for cardiogenic shock, Impella CP approval for high-risk PCI, IDE approval for our STEMI Door to Unloading study, and approval in Japan"
8,We achieved CMS approval for dedicated DRGs and expanded our clinical evidence to over 400 publications
9,We ramped up our distribution in the U.S
10,"and Germany and increased manufacturing and training capacity in both Aachen, Germany and Danvers, Massachusetts to meet future demand"
11,"We also launched the Abiomed Impella Quality Program that helps improve real-world clinical outcomes with best practice protocols and education, while surpassing 50,000 patients treated in the U.S"
12,"Abiomed continues to have a solid balance sheet with a cash position of $277 million and no debt, enhancing our ability to invest in and defend our intellectual property with 274 patents and currently 241 pending"
13,"I am proud of our dedicated employees and grateful to our customers and shareholders that have enabled our company to create a new era of medicine, focused on the field of heart recovery"
14,Fiscal 2018 is positioned to be an outstanding year
15,"For today's call, I would like to cover two FY 2018 topics: first, growth in Protected PCI and AMI cardiogenic shock and processes to further improve clinical outcomes; second, provide a brief regulatory update and information on our Japan launch"
16,"So, first on Protected PCI and AMI cardiogenic shock"
17,These indications identify new treatments and therapies for cardiovascular care and heart muscle recovery represents a significant unmet clinical need for multiple growing populations
18,"New American Heart Association statistics predict that by year 2035, 45% of the total U.S"
19,population or approximately 131 million people will have at least one health problem related to heart disease and 24 million will have coronary artery disease
20,Coronary artery disease and heart failure are already the number one cause of death and cost driver in the U.S
21,"These are massive issues for a relatively younger population that exists in every community and need solutions beyond stents, pacemakers and valves"
22,"Abiomed is uniquely qualified to help educate physicians on new treatments and therapies to enable complete revascularization and improve patient ejection fraction and quality of life by protecting or recovering heart muscle for elective, urgent or emergent patients"
23,"Regardless of the reason for the hospital admission or surgical turndown, many future heart failure patients will require hemodynamic support to stabilize and receive treatment in the cath lab, hybrid lab, EP Lab or surgery suite"
24,"Recently, in the AHA journal, Circulation, Dr"
25,Flaherty published a 230-patient retrospective analysis titled hemodynamic support protects against acute kidney injury in patients undergoing high-risk PCI
26,The paper demonstrated the benefit of Impella support with significant reduction in acute kidney injury and requirement for dialysis
27,This new study reinforces previously published randomized clinical trial data around Protected PCI
28,"Additionally, at the American College of Cardiology Conference, the first-ever scientific presentation of Abiomed's Impella Quality IQ Assurance Program was presented, including early data from the Detroit Cardiogenic Shock Initiative called CSI"
29,"IQ includes nearly all of the 50,000 U.S"
30,commercial patients in an observational database derived from those treated with Impella over the past eight years
31,"This observational data, combined with data collected in the cVAD Registry and FDA studies, creates the largest database in the world for these high-risk patients and helps identify hospitals with the best outcomes"
32,The IQ data indicates that top-performing hospitals achieved a 70% plus survival rate as compared to a 50% historical survival rate for AMI cardiogenic shock patients
33,Some best practices associated with improved outcomes in survival and heart recovery are reducing inotropic escalation using hemodynamic monitoring and initiating early implementation of Impella before PCI
34,The Detroit CSI initiative puts into practice these protocols
35,"Detroit CSI is an independent collaboration between five competitive hospitals in Detroit, who are working together to demonstrate improved survival rates with heart recovery"
36,Early data revealed survival rates of approximately 80% with all survivors discharged home with their native hearts
37,"While these initial findings are of a small sample of approximately 40 patients, they correlate with the outcomes from top sites in the IQ Database and the cVAD Registry"
38,These initiatives represent the new goal to achieve survival and heart recovery and emphasize the need for standardized clinically-driven protocols
39,"Overall, we are excited to see improved outcomes at heart recovery hospitals and expect continued adoption of protocols throughout the United States, Germany, and eventually Japan"
40,"Additionally, on the CMS front, the American Hospital Association and CMS have now facilitated a system of care around the utilization of percutaneous heart pumps for Impella FDA indications for high-risk PCI, AMI cardiogenic shock, and right ventricular support"
41,"Historically, Impella was primarily reimbursed in one category, DRG 216."
