,Sentences
0,"Thanks, John, and good morning everyone"
1,Bear with me with my â€
2,“ as you listen to my raspy voice this morning
3,I helped kick off the 2017 and 2018 cough/cold season this week
4,"Last quarter, the theme I used to describe our business performance was converting opportunities into bottom line results"
5,"We are pleased that this theme continues, which is reflected in our performance again this quarter"
6,"Each of our businesses have developed a keen focus on execution, action, and capitalizing on opportunities, all of which have provided the foundation of our financial results in the first nine months of the year"
7,These results were achieved again against a challenging and dynamic market backdrop for each of our segments
8,"Now let's turn to slide 10, where you can see our GAAP reporting results for the third quarter"
9,Please reference the appendix for a more detailed reconciliation from reported to adjusted results
10,"I would like to take a moment to outline the effect of the favorable adjusted effective tax rate, or ETR, in the quarter"
11,"As you can see in this slide, our adjusted ETR is approximately 12% in the quarter, which contributed approximately $0.09 of upside to our previous guidance"
12,"Year to date, our adjusted ETR is approximately 17%, which is lower than our previous guidance"
13,"Our ETR guidance has improved primarily first to the utilization of tax attributes supported by the improved business performance in the CHC International segment, and second, improved jurisdictional mix of income across the company"
14,"For the third quarter, recall that accounting principles require what is commonly known as annualization of the expected decrease or increase of the annual tax rate to be recorded in the current quarter"
15,"Accordingly, the third quarter tax rate is below the expected annual tax rate of 17%, due to this cumulative benefit for the first nine months of the year"
16,Turning to the CHC America results on slide 11.
17,"You can see that the net sales in the quarter were $599 million, compared to adjusted net sales of $590 million in the prior year, or growth of over 1% on a constant currency basis"
18,"This increase is primarily driven by higher net sales in the GI category, in addition to strong performance in our Animal Health and Mexico businesses as compared to the prior year"
19,"New product sales in the quarter were $13 million, driven by the store brand launch of Nexium, which launched late in the quarter"
20,"Offsetting these positive effects were lower sales primarily in the smoking cessation and contract categories, in addition to pricing pressure in certain OTC categories"
21,Discontinued products were $3 million in the quarter
22,"For the quarter adjusted gross profit margin was 36.4%, an increase of 100 basis points compared to the prior year"
23,"Sell through of higher margin products, specifically in the Animal Health and Dermatology categories, in addition to positive contributions from supply chain efficiencies, offset price erosion in certain categories versus last year"
24,"Adjusted operating margin was above 20% for the seventh quarter in a row, driven by gross margin flow through and lower selling and administrative costs due to restructuring actions and timing of R&D investments"
25,The durability of this business is evidenced by the strong operating margin and continued consumer acceptance of store brand products
26,Turning to slide 12.
27,"Net sales grew by approximately 5%, excluding $42 million from the exited unprofitable European distribution businesses and favorable foreign currency movements of $12 million"
28,"This increase was primarily driven by higher net sales in the cough/cold, allergy, analgesics, and lifestyle categories, in addition to new product sales of $11 million"
29,"Adjusted gross profit margin in the quarter was 51.4% or a 570 basis point increase over the prior year, primarily due to the cancellation of the unprofitable distribution businesses"
30,"This segment also benefited from our strategy to insource more production of our branded OTC products, which helped to offset unfavorable effects from foreign currency purchases and a mix of lower margin products sold in the quarter"
31,"Adjusted operating margining of 16.4% was driven primarily by gross margin flow through and lower operating expenses, primarily due to the improved sales infrastructure"
32,"The year-over-year adjusted operating margin improvement included advertising and promotion, or A&P, investments in line with the prior year"
33,Year-to-date adjusted operating margin was approximately 14.9%
34,"Quarter by quarter, operating margin may vary by an estimated plus or minus 150 basis points from this run rate due to the timing of investments in innovation, A&P, or expenses to build out our back office systems in this segment, as I will discuss in more detail shortly"
35,"As an example, the third quarter adjusted operating margin was clearly in the upper end of this range due to seasonally lower A&P spending as a percent of net sales"
36,"Saying it differently, if A&P spending in Q3 was the same as the quarterly average percent of net sales in the first half of 2017, adjusting operating margin in Q3 would have been consistent with the lower end of our guidance range of 14% to 15%"
37,Turning now to RX on slide 13.
38,Net sales in this segment were relatively flat compared to the prior year
39,"Excluding the $10 million year-over-year impact of Entocort, net sales in RX grew approximately 4% compared to the prior year"
40,"New product sales in the quarter were $31 million, driven by the generic launch of Axiron, among other new product launches, which are offset partially by price erosion at the lower end of our previous guidance of 9% to 11%"
41,"Adjusted gross margin was 54.9%, as price erosion in Entocort competition offset new product contributions versus the prior year"
42,"Adjusted operating margin for the segment was 42.4%, consistent with the same quarter in the prior year due to lower selling expenses driven by the restructuring of the specialty pharma salesforce and timing of R&D investments"
43,"Excluding Entocort, adjusted operating income grew an impressive 10% in the quarter to $103 million"
44,The strategy in this segment of driving new product launches and proactively managing our cost base in the difficult to manufacture extended topicals market delivered solid results again this quarter
45,Now turning to slide 14.
46,I will provide an update on our cash flow from operations and balance sheet
47,In the first nine months of the year we generated $482 million in cash from operations
48,"Excluding an unusual tax payment of $74 million and cash restructuring payments of approximately $48 million, year-to-date cash from operations would total $604 million"
49,"Our team continues to focus on cash flow generation, as operational cash flow conversion as a percentage of adjusted net income for first nine months of the year was 116% excluding these two items"
50,"As of September 30, 2017, total cash on the balance sheet was $776 million, and total outstanding debt was approximately $3.7 million (sic) [$3.7 billion]"
51,"As a reminder, we intend to repay approximately $370 million of debt due in December of this year"
52,"Including this repayment, our total debt is expected to be reduced by approximately $2.6 billion in 2017."
53,"Our debt pay down actions this year continue to increase our financial flexibility, enabling the majority of free cash flow to be available for inorganic growth opportunities and/or returning capital to shareholders"
54,"Our combined total debt maturities for the years 2018, 2019, and 2020 are approximately $550 million"
55,"We believe that this balance sheet flexibility, coupled with our cash flow conversion, makes us unique in this space"
56,Our capital allocation decisions are focused on total shareholder returns within the context of our long standing commitment to an investment grade financial policy
57,"As part of our disciplined and balanced capital allocation strategy, we completed approximately $192 million of share repurchases year to date"
58,"Perrigo's strategic priorities remain focused on driving organic investment and organic pipeline, targeting inorganic opportunities in our Consumer and RX businesses to achieve measurable shareholder value creation, supplemented by shareholder return programs"
59,On slide 15 you can see the bridge that walks from our adjusted EPS guidance provided on August 10 to the upgraded adjusted EPS guide provided this morning
60,The increase in guidance is primarily driven by three factors
61,"First, given strong execution across all of our segments in the third quarter and a lower adjusted effective tax rate, we are upgrading our midpoint adjusted EPS guidance range by approximately $0.25 per share"
