,Word,Lemma,POSTag,Shape
0,Good,good,JJ,Xxxx
1,morning,morning,NN,xxxx
2,",",",",",",","
3,everyone,everyone,NN,xxxx
4,"
","
",_SP,"
"
5,This,this,DT,Xxxx
6,morning,morning,NN,xxxx
7,I,-PRON-,PRP,X
8,'ll,will,MD,'xx
9,provide,provide,VB,xxxx
10,highlights,highlight,NNS,xxxx
11,in,in,IN,xx
12,Global,Global,NNP,Xxxxx
13,Human,Human,NNP,Xxxxx
14,Health,Health,NNP,Xxxxx
15,performance,performance,NN,xxxx
16,for,for,IN,xxx
17,the,the,DT,xxx
18,first,first,JJ,xxxx
19,quarter,quarter,NN,xxxx
20,of,of,IN,xx
21,2017,2017,CD,dddd
22,",",",",",",","
23,and,and,CC,xxx
24,my,-PRON-,PRP$,xx
25,comments,comment,NNS,xxxx
26,will,will,MD,xxxx
27,be,be,VB,xx
28,on,on,IN,xx
29,a,a,DT,x
30,constant,constant,JJ,xxxx
31,currency,currency,NN,xxxx
32,basis,basis,NN,xxxx
33,"
","
",_SP,"
"
34,We,-PRON-,PRP,Xx
35,are,be,VBP,xxx
36,off,off,RB,xxx
37,to,to,IN,xx
38,a,a,DT,x
39,solid,solid,JJ,xxxx
40,start,start,NN,xxxx
41,for,for,IN,xxx
42,the,the,DT,xxx
43,year,year,NN,xxxx
44,"
","
",_SP,"
"
45,Global,Global,NNP,Xxxxx
46,Human,Human,NNP,Xxxxx
47,Health,Health,NNP,Xxxxx
48,sales,sale,NNS,xxxx
49,of,of,IN,xx
50,$,$,$,$
51,8.2,8.2,CD,d.d
52,billion,billion,CD,xxxx
53,increased,increase,VBD,xxxx
54,2,2,CD,d
55,%,%,NN,%
56,",",",",",",","
57,with,with,IN,xxxx
58,growth,growth,NN,xxxx
59,from,from,IN,xxxx
60,launched,launched,JJ,xxxx
61,products,product,NNS,xxxx
62,including,include,VBG,xxxx
63,KEYTRUDA,KEYTRUDA,NNP,XXXX
64,",",",",",",","
65,BRIDION,BRIDION,NNP,XXXX
66,",",",",",",","
67,and,and,CC,xxx
68,ZEPATIER,ZEPATIER,NNP,XXXX
69,",",",",",",","
70,as,as,RB,xx
71,well,well,RB,xxxx
72,as,as,IN,xx
73,our,-PRON-,PRP$,xxx
74,broad,broad,JJ,xxxx
75,portfolio,portfolio,NN,xxxx
76,of,of,IN,xx
77,vaccines,vaccine,NNS,xxxx
78,",",",",",",","
79,which,which,WDT,xxxx
80,more,more,RBR,xxxx
81,than,than,IN,xxxx
82,offset,offset,VB,xxxx
83,the,the,DT,xxx
84,impact,impact,NN,xxxx
85,of,of,IN,xx
86,LOEs,loe,NNS,XXXx
87,in,in,IN,xx
88,the,the,DT,xxx
89,U.S,U.S,NNP,X.X
90,"
","
",_SP,"
"
91,We,-PRON-,PRP,Xx
92,had,have,VBD,xxx
93,a,a,DT,x
94,strong,strong,JJ,xxxx
95,quarter,quarter,NN,xxxx
96,outside,outside,IN,xxxx
97,the,the,DT,xxx
98,U.S,U.S,NNP,X.X
99,"
","
",_SP,"
"
100,",",",",",",","
101,with,with,IN,xxxx
102,growth,growth,NN,xxxx
103,of,of,IN,xx
104,7,7,CD,d
105,%,%,NN,%
106,"
","
",_SP,"
"
107,I,-PRON-,PRP,X
108,'ll,will,MD,'xx
109,now,now,RB,xxx
110,highlight,highlight,VB,xxxx
111,a,a,DT,x
112,few,few,JJ,xxx
113,of,of,IN,xx
114,our,-PRON-,PRP$,xxx
115,key,key,JJ,xxx
116,franchises,franchise,NNS,xxxx
117,and,and,CC,xxx
118,product,product,NN,xxxx
119,launches,launch,NNS,xxxx
120,",",",",",",","
121,and,and,CC,xxx
122,I,-PRON-,PRP,X
123,'ll,will,MD,'xx
124,start,start,VB,xxxx
125,with,with,IN,xxxx
126,oncology,oncology,NN,xxxx
127,"
","
",_SP,"
"
128,We,-PRON-,PRP,Xx
129,continue,continue,VBP,xxxx
130,to,to,TO,xx
131,execute,execute,VB,xxxx
132,on,on,IN,xx
133,the,the,DT,xxx
134,significant,significant,JJ,xxxx
135,opportunity,opportunity,NN,xxxx
136,we,-PRON-,PRP,xx
137,see,see,VBP,xxx
138,with,with,IN,xxxx
139,KEYTRUDA,KEYTRUDA,NNP,XXXX
140,and,and,CC,xxx
141,our,-PRON-,PRP$,xxx
142,global,global,JJ,xxxx
143,leadership,leadership,NN,xxxx
144,position,position,NN,xxxx
145,in,in,IN,xx
146,immuno,immuno,NNP,xxxx
147,-,-,HYPH,-
148,oncology,oncology,NN,xxxx
149,"
","
",_SP,"
"
150,Global,global,JJ,Xxxxx
151,sales,sale,NNS,xxxx
152,in,in,IN,xx
153,the,the,DT,xxx
154,first,first,JJ,xxxx
155,quarter,quarter,NN,xxxx
156,were,be,VBD,xxxx
157,$,$,$,$
158,584,584,CD,ddd
159,million,million,CD,xxxx
160,",",",",",",","
161,which,which,WDT,xxxx
162,represents,represent,VBZ,xxxx
163,significant,significant,JJ,xxxx
164,growth,growth,NN,xxxx
