,Sentences
0,"Thanks, Shawn, and thanks everyone for joining us today"
1,This morning I'll provide you with the highlights of the quarter and review progress on our strategy
2,Then Mark will provide more detail on the results and take you through updates to our 2017 guidance
3,We turned in another strong quarter and are delivering on all five elements of our strategy to accelerate growth
4,Here are some highlights
5,Revenues grew approximately 2% on a reported basis and 2.3% on an equivalent basis
6,"Reported EPS of $1.37 was flat from 2016, and adjusted EPS grew approximately 16% to $1.55, which includes an increase of $0.08 over the prior year of excess tax benefit associated with stock-based compensation"
7,"Based upon our progress in the first half, we have raised our outlook for revenues, EPS, and cash from operations for the full year 2017."
8,"Before I describe the progress we've made to accelerate growth and drive operational excellence, what I'd like to do is briefly discuss PAMA"
9,"This month, a number of ACLA Board members met with the executive branch as well as key members of the Senate Finance Committee, that means energy and commerce held subcommittees, reiterating our belief that the current regulation effectively excludes hospital outreach labs, which are a significant segment of the laboratory marketplace"
10,"Last month our trade associations sent a letter to CMS recommending postponing the calculation of publication of the new clinical and fee schedule redefining the definition of then applicable laboratory to ensure in a good hospital outreach laboratories and upon gathering data from hospital outreach laboratories publishing new clinical and fee schedule rates effective not earlier than July 1, 2018."
11,"While we support reform of the Medicare payment system, we believe any modification should be market based and appropriately include all applicable independent and hospital outreach laboratories"
12,"At this point, we have made a strong case to CMS and Congress"
13,"While we continue to believe that CMS has not carried out the congressional intent of PAMA, we recognize that a new clinical and fee schedule could be in place by January of 2018 and we will be prepared"
14,Now let's review progress we've made executing our two-point strategy to accelerate growth and drive operational excellence
15,"In the second quarter, we delivered on all five elements of our strategy to accelerate growth"
16,"The first element of our growth strategy is to grow 1% to 2% through strategically aligned accretive acquisitions, which we expect to achieve for the fifth consecutive year"
17,We built out our leadership position in advanced diagnostics with our recently completed acquisition of Med Fusion and Clear Point
18,"Under the second element of our growth strategy, we continue to expand relationships with hospital health systems"
19,"On May 1, we completed our acquisition of the outreach operations at PeaceHealth Laboratories and began managing 11 PeaceHealth Laboratories serving medical centers in three states in the Pacific Northwest"
20,We began to recognize revenues from this acquisition in the POS agreement in the second quarter
21,"Our existing professional lab services relationships with hospital systems such as RWJBarnabas, HCA, Montefiore, also continue to perform well and drive revenue growth"
22,The third element of our growth strategy is to offer the broadest access to diagnostic innovation
23,Our acquisition of Med Fusion and Clear Point will not only accelerate Quest growth in U.S
24,oncology diagnostics
25,but also host the promise of improving cancer care
26,Quest will become the preferred provider of the U.S
27,oncology diagnostics for the U.S
28,"oncology network consisting of more than 1,400 independent community-based physicians"
29,"In addition, Quest will be a preferred provider of a full range of in-patient and out-patient diagnostic services for 12 hospitals of Baylor Scott & White Health in North Texas"
30,"Advanced diagnostics, including genetic and molecular-based tests as well as general diagnostics, grew in the quarter"
31,"Drivers of advanced diagnostics growth include Q-Natal, which is our offering for non-invasive prenatal screening, core infectious disease testing and Quantiferon TB testing were part of the growth"
32,"Within general diagnostics, prescription drug monitoring and Hepatitis C screening continued strong double-digit growth"
33,We recently expanded our tumor profile offer through IBM Watson Genomics for Quest Diagnostics to include a 50 gene panel
34,"With this enhanced insight, doctors can take more informed actions for treatment and feel more certain about the best path forward"
35,"Finally, last week we launched QHerit, a new genetic screening service that provides women and men with insight into genetic risk of passing on heritable disorders on to their offsprings"
36,"We also made significant progress executing the fourth element of our growth strategy, which is to be the provider of choice for consumers"
37,Our relationship with Safeway continues to expand as we are now operating in over 100 stores
38,We still have clear line of sight to be operating in 200 stores and now expect to reach that number by mid-2018.
39,Patient satisfaction and convenient scores are above 90% for our Safeway locations and feedback from these sites
40,remains overwhelmingly positive
41,We can't say it any better than two recent feedbacks we have received from our customers on our Safeway locations
42,"One from a network member from Alexandria, Virginia recently wrote, 'I really like the location of this Quest center at Safeway, it saves me time, grocery shopping, pharmacy, plus blood test, all in the same location"
43,"' And my personal favorite is one from Longmont, Colorado where a customer goes on to say, 'the best blood draw"
44,"I've ever had,"
45,you rock
46,' Now this is an exciting era of the empowered healthcare consumer
47,More and more people are taking control of their health and asking to receive their lab results in the palm of their hand
48,"More than 4 million patients are receiving their lab results through our MyQuest mobile application, and we are on track to reach 5 million users by the end of 2017."
49,"And then finally, in late June we announced our collaboration with Walmart to help improve access to care and"
50,over time help lower healthcare cost of providing basic health care services
51,The collaboration will initially launch at approximately 15 Walmart stores in Florida and Texas by the end of 2017.
52,These cobranded sites will initially provide laboratory testing services and over time offers are expected to expand to include other basic healthcare services
53,"In the future, these services will help us deliver on the fifth element of our growth strategy, which is to support population health with data analytics and extended care services"
54,"Turning to the second part of our two-point strategy to drive operational excellence, we remain on track to deliver $1.3 billion in invigorate run-rate savings as we exit 2017."
55,"As we indicated at our Investor Day last fall, we also believe we will be able to generate additional savings beyond 2017."
56,"As we drive operational efficiency, we continue to improve the customer experience"
57,We are e-enabling our processes behind the scenes as well as in our patient service centers
58,More than 600 patient services are now live with e-check-in
59,"We plan to deliver this digital experience to over 1,000 patient service centers by the end of this year"
60,"At these locations, patients use a tablet to sign in for their appointment, and are provided with an estimated wait time"
61,They know they are in the system and when they will be seen
62,So that's good for patients
63,", it's good for us too"
64,"On the back end of this system, data provides us real-time insight into patients' flow, enabling us to direct phlebotomists to the locations where they are needed most"
65,"Since we introduced this service earlier this year, more than 7 million people have utilized this service to date"
66,"Finally, 2017 is our 50th anniversary of empowering better health with diagnostic insights"
67,"We've had numerous events around the Company to mark the occasion, and our employees have enjoyed engaging with former leaders and learning more about our history"
68,"We are proud of our 50 year legacy and look forward to promoting a healthy world, building value, and creating an inspiring workplace over the next fifty years"
69,"So now, I'd like to turn it over to Mark"
70,and he will take us through our financial performance in more detail
71,Mark?
72,We turned in another strong quarter and are delivering on all five elements of our strategy to accelerate growth
73,"Based on our progress in the first half, we have raised our outlook and are well positioned to meet our expectations"
74,"So with that, we'd be happy to take your questions"
75,Operator?
76,Question-and-Answer Session
77,"First of all, as we said in the past, we look at a lot of different external measures"
78,Then we do an internal measure where we look at our same account measurement where we do a measurement where we know we have a good account
79,and we look at year-on-year comparison of volumes
80,"And what we've said in the past remains this quarter, we think the underlying volume in the market is stable, is the best way to summarize it"
81,"And then to your second point about volume in the quarter, as you know we don't guide on volumes, we do guide on revenues and"
82,"it's important that we continue to drive revenue growth, it's what we are entirely focused on"
83,So I'll turn it over to Mark to provide a little bit of color around what's in the mix
84,Mark?
85,I appreciate that
86,"As we've talked about and raised the case, when we engage with a healthcare system integrated delivery network, we talk about three things"
87,"First of all, what we can do to help them with their in-patient laboratory, and that's what we refer to as professional laboratory services engagement"
88,"The second part of this is the inside diagnostics that I referenced, testing, and we believe we could be very effective provider of more and also help them with what they do, so a significant part of the discussion"
89,"And then the third case is that we are in that discussion to decide what their strategy is from hospital outreach, and [indiscernible]"
90,is a good example of that
91,"where we bought their operating [indiscernible], we're helping them with 11 of their hospital in-patient laboratories"
92,"And to your specific question, in that relationship we are also helping them with the reference work as well"
93,"So, in all these engagements, we typically become a stronger presence in that account for reference work"
94,Thanks for asking
95,We are quite excited about it as well
96,There are a lot of different reasons
97,"That goes down there last week, we had our date one [indiscernible] with a town hall meeting and spent some time with the management team"
98,So this acquisition actually kicks four elements of our accelerated growth strategy
99,"First of all, obviously it's part of our growth through acquisition, so that's good news"
100,"Second is in terms of innovation, it brings to us"
101,"a nice [indiscernible] up our portfolio around what we could do around oncology and precision medicine, so we are encouraged about that"
102,"Third is to your point, it brought it to present in the second largest state in the country, Texas, where we already have a strong presence"
103,"And then with this, it's all about providing better health care at better cost levels, and we think with some of the work they've done in the engagement for instance with U.S"
104,"Oncology, we can help with the data and understanding what we would do to form better cancer care, so four elements of our strategy"
105,So we are encouraged by that
106,"And the relationship in Texas is strong, and so we are deeply engaged how we continue on what they built with that engagement and continue to grow from that given our broader presence now with us at Quest Diagnostics"
107,So we're excited about it
108,and we think it's a great acquisition as well
109,So thanks for the question
110,"So first of all , we study with two of the largest states, Texas and Florida"
111,"We also have a strong presence in Florida, so two nice states, second and third largest state now in the country for us to make progress in the large states"
112,"Yes, we will look at some of their sectors for our patient service centers, but as importantly, what I said in my introductory remarks is, we are actually going to use this strong metric to provide some of the basic healthcare services that help with what we could do with population [indiscernible] to cost curve"
113,So what are some of those things?
114,"Now can we help with people dealing with hypertension and do blood pressure checks, can we make sure that people are staying out their [indiscernible] beyond a diuretic suffering, congested heart failure, that we help you with that by periodically taking your weight, making sure you stay in your diuretic staying range"
115,We can also help with diabetes management
116,We're also working with some of the healthcare insurance companies where we could close gaps in care to help them with their quality scores so they get reimbursed by the healthcare that we all know is the best healthcare
117,"So those are the basic healthcare services, and fortunately at Quest, we have the world's largest laboratory, so we'll be, absent for the last five years"
118,", we are in the field of diagnostic information services"
119,"We have over 20,000 health care workers, 10,000 [indiscernible] with 10,000 other health care workers that provide services already for wellness services from Florida that help insurance companies"
120,We are also providing health checks for life insurance pre-qualification physicals and checks
121,"So, we are leveraging those resources and its relationship as well"
122,"So, we are excited about it"
123,"We think it's a great opportunity for us to just expand our already unsurpassed access to the marketplace, but also engage with the ecosystem healthcare with some of these basic customer services that can in our mind really help them to cost curve for healthcare in populations that are difficult to get access to"
124,"So the current schedule as you know, we submitted the data already"
125,That was delayed by two months because their portal was not available and so we recognized they'd listen to us and postpone it
126,We have put it in our data
127,Those people that are submitting the data have done that by the end of May
128,"The current schedule thereon is to publish tentative rates in September, so the schedule that they currently have published"
129,"However, we have shared with them that we believe that several things are going on with the data they had collected"
130,"One is they haven't included all the data from those laboratories that they are buying from, typically hospital outreach"
131,"We believe their approach still limits the size of the sample, and we shared that"
132,"And also this has been reinforced by the officer and Inspector General that [indiscernible] that only 5% of the laboratories are being asked to submit data will submit data, which is about 69% of what they actually buy from"
133,The second is what we have heard from some of the smaller laboratory association that affect some of the data input
134,So we have shared this with them because some of the smaller laboratories did not have good access to retrospective data
135,"And while our concern is that they use that data for the basis of publishing at tentative [indiscernible] fee schedule in the fall, it won't be right"
