,Word,Lemma,POSTag,Shape
0,Thanks,thanks,UH,Xxxxx
1,",",",",",",","
2,Vince,Vince,NNP,Xxxxx
3,",",",",",",","
4,and,and,CC,xxx
5,good,good,JJ,xxxx
6,morning,morning,NN,xxxx
7,",",",",",",","
8,everyone,everyone,NN,xxxx
9,"
","
",_SP,"
"
10,I,-PRON-,PRP,X
11,'m,be,VBP,'x
12,also,also,RB,xxxx
13,extremely,extremely,RB,xxxx
14,proud,proud,JJ,xxxx
15,of,of,IN,xx
16,our,-PRON-,PRP$,xxx
17,achievements,achievement,NNS,xxxx
18,this,this,DT,xxxx
19,year,year,NN,xxxx
20,as,as,RB,xx
21,well,well,RB,xxxx
22,as,as,IN,xx
23,the,the,DT,xxx
24,extraordinary,extraordinary,JJ,xxxx
25,efforts,effort,NNS,xxxx
26,made,make,VBN,xxxx
27,by,by,IN,xx
28,our,-PRON-,PRP$,xxx
29,organization,organization,NN,xxxx
30,in,in,IN,xx
31,the,the,DT,xxx
32,fourth,fourth,JJ,xxxx
33,quarter,quarter,NN,xxxx
34,"
","
",_SP,"
"
35,Moving,move,VBG,Xxxxx
36,on,on,RP,xx
37,to,to,TO,xx
38,slide,slide,VB,xxxx
39,8,8,CD,d
40,",",",",",",","
41,I,-PRON-,PRP,X
42,'ll,will,MD,'xx
43,review,review,VB,xxxx
44,our,-PRON-,PRP$,xxx
45,fourth,fourth,JJ,xxxx
46,quarter,quarter,NN,xxxx
47,revenue,revenue,NN,xxxx
48,and,and,CC,xxx
49,EPS,EPS,NNP,XXX
50,results,result,NNS,xxxx
51,as,as,RB,xx
52,well,well,RB,xxxx
53,as,as,IN,xx
54,the,the,DT,xxx
55,key,key,JJ,xxx
56,financial,financial,JJ,xxxx
57,highlights,highlight,NNS,xxxx
58,for,for,IN,xxx
59,the,the,DT,xxx
60,quarter,quarter,NN,xxxx
61,and,and,CC,xxx
62,the,the,DT,xxx
63,total,total,JJ,xxxx
64,year,year,NN,xxxx
65,"
","
",_SP,"
"
66,Total,total,JJ,Xxxxx
67,fourth,fourth,JJ,xxxx
68,quarter,quarter,NN,xxxx
69,revenues,revenue,NNS,xxxx
70,of,of,IN,xx
71,$,$,$,$
72,3.2,3.2,CD,d.d
