,Word,Lemma,POSTag,Shape
0,Thanks,thanks,UH,Xxxxx
1,",",",",",",","
2,Steven,Steven,NNP,Xxxxx
3,",",",",",",","
4,and,and,CC,xxx
5,good,good,JJ,xxxx
6,morning,morning,NN,xxxx
7,",",",",",",","
8,everyone,everyone,NN,xxxx
9,"
","
",_SP,"
"
10,In,in,IN,Xx
11,the,the,DT,xxx
12,first,first,JJ,xxxx
13,quarter,quarter,NN,xxxx
14,",",",",",",","
15,we,-PRON-,PRP,xx
16,recorded,record,VBD,xxxx
17,$,$,$,$
18,384,384,CD,ddd
19,million,million,CD,xxxx
20,of,of,IN,xx
21,total,total,JJ,xxxx
22,revenue,revenue,NN,xxxx
23,"
","
",_SP,"
"
24,This,this,DT,Xxxx
25,was,be,VBD,xxx
26,comprised,comprise,VBN,xxxx
27,of,of,IN,xx
28,$,$,$,$
29,294,294,CD,ddd
30,million,million,CD,xxxx
31,in,in,IN,xx
32,net,net,JJ,xxx
33,product,product,NN,xxxx
34,-,-,HYPH,-
35,related,relate,VBN,xxxx
36,revenue,revenue,NN,xxxx
37,and,and,CC,xxx
38,$,$,$,$
39,90,90,CD,dd
40,million,million,CD,xxxx
41,in,in,IN,xx
42,contract,contract,NN,xxxx
43,revenue,revenue,NN,xxxx
44,"
","
",_SP,"
"
45,Product,product,NN,Xxxxx
46,-,-,HYPH,-
47,related,relate,VBN,xxxx
48,revenue,revenue,NN,xxxx
49,of,of,IN,xx
50,$,$,$,$
51,294,294,CD,ddd
52,million,million,CD,xxxx
53,represents,represent,VBZ,xxxx
54,43,43,CD,dd
55,%,%,NN,%
56,growth,growth,NN,xxxx
57,over,over,IN,xxxx
58,the,the,DT,xxx
59,same,same,JJ,xxxx
60,period,period,NN,xxxx
61,last,last,JJ,xxxx
62,year,year,NN,xxxx
63,"
","
",_SP,"
"
64,It,-PRON-,PRP,Xx
65,is,be,VBZ,xx
66,comprised,comprise,VBN,xxxx
67,of,of,IN,xx
68,$,$,$,$
69,251,251,CD,ddd
70,million,million,CD,xxxx
71,in,in,IN,xx
72,Jakafi,Jakafi,NNP,Xxxxx
73,net,net,JJ,xxx
74,product,product,NN,xxxx
75,revenue,revenue,NN,xxxx
76,",",",",",",","
77,$,$,$,$
