,Word,Lemma,POSTag,Shape
0,Thanks,thanks,UH,Xxxxx
1,",",",",",",","
2,Bruce,Bruce,NNP,Xxxxx
3,",",",",",",","
4,and,and,CC,xxx
5,good,good,JJ,xxxx
6,morning,morning,NN,xxxx
7,",",",",",",","
8,everyone,everyone,NN,xxxx
9,"
","
",_SP,"
"
10,My,-PRON-,PRP$,Xx
11,remarks,remark,NNS,xxxx
12,today,today,NN,xxxx
13,will,will,MD,xxxx
14,also,also,RB,xxxx
15,be,be,VB,xx
16,relatively,relatively,RB,xxxx
17,brief,brief,JJ,xxxx
18,given,give,VBN,xxxx
19,our,-PRON-,PRP$,xxx
20,Investor,Investor,NNP,Xxxxx
21,Day,Day,NNP,Xxx
22,last,last,JJ,xxxx
23,week,week,NN,xxxx
24,allowing,allow,VBG,xxxx
25,more,more,JJR,xxxx
26,time,time,NN,xxxx
27,for,for,IN,xxx
28,analyst,analyst,NN,xxxx
29,questions,question,NNS,xxxx
30,"
","
",_SP,"
"
31,As,as,IN,Xx
32,Bruce,Bruce,NNP,Xxxxx
33,mentioned,mention,VBD,xxxx
34,",",",",",",","
35,the,the,DT,xxx
36,first,first,JJ,xxxx
37,quarter,quarter,NN,xxxx
38,of,of,IN,xx
39,2017,2017,CD,dddd
40,produced,produce,VBD,xxxx
41,solid,solid,JJ,xxxx
42,results,result,NNS,xxxx
43,ahead,ahead,RB,xxxx
44,of,of,IN,xx
45,our,-PRON-,PRP$,xxx
46,prior,prior,JJ,xxxx
47,expectations,expectation,NNS,xxxx
48,",",",",",",","
49,and,and,CC,xxx
50,consequently,consequently,RB,xxxx
51,",",",",",",","
52,we,-PRON-,PRP,xx
53,raised,raise,VBD,xxxx
54,our,-PRON-,PRP$,xxx
55,adjusted,adjust,VBN,xxxx
56,EPS,EPS,NNP,XXX
57,guidance,guidance,NN,xxxx
58,to,to,IN,xx
59,at,at,RB,xx
60,least,least,RBS,xxxx
61,$,$,$,$
62,11.10,11.10,CD,dd.dd
63,and,and,CC,xxx
64,our,-PRON-,PRP$,xxx
65,full,full,JJ,xxxx
66,year,year,NN,xxxx
67,Retail,retail,JJ,Xxxxx
68,pre,pre,JJ,xxx
69,-,-,JJ,-
70,tax,tax,JJ,xxx
