,Sentences
0,"Thanks, Vince, and good morning, everyone"
1,I'm also extremely proud of our achievements this year as well as the extraordinary efforts made by our organization in the fourth quarter
2,"Moving on to slide 8, I'll review our fourth quarter revenue and EPS results as well as the key financial highlights for the quarter and the total year"
3,Total fourth quarter revenues of $3.2 billion grew 4.4% on a comparable currency-neutral basis
4,"For the total year, revenues of $12.1 billion grew 4.5%, in line with our previously communicated expectations"
5,The fourth quarter and full-year results include the impact from the U.S
6,"dispensing change, which lowered total company revenue growth by approximately 100 basis points in the fourth quarter and 50 basis points for the full year"
7,"Excluding this impact, we drove full-year revenue growth of approximately 5%, which is the high end of our full-year guidance range"
8,"As Vince mentioned, our underlying performance is strong"
9,"As we communicated to you last quarter, our confidence in achieving our outlook was based on strong fourth quarter performance in MMS and Diabetes Care and across the Life Sciences segment, combined with continued strength in emerging markets, all of which we achieved"
10,"In addition, through the excellent efforts of our associates and our distribution and logistics partner as well as strength across the business, we overcame the logistics-related issues we described to you in mid-September"
11,I'll provide more color on revenue growth in the quarter in a moment when I take you through the results by segment and geography
12,"We significantly expanded our margins and captured an additional $80 million in annualized synergy cost savings related to CareFusion, reaching $250 million in annualized cost savings on a cumulative basis through the end of fiscal 2017."
13,"We are on track to achieve approximately $350 million in total annualized cost synergies by the end of fiscal 2018, which is the high end of our previously communicated range"
14,Adjusted EPS growth of 13.2% in both the fourth quarter and the full year reflects our ability to overcome the dilution from the Respiratory divestiture and the U.S
15,dispensing change
16,"Combined, these headwinds impacted EPS growth by approximately 700 basis points in the fourth quarter and 400 basis points for the full year"
17,We are also very pleased to have continued our longstanding record of delivering an increasing dividend
18,Fiscal 2017 marked our 45th year of consecutive dividend increases
19,"Now moving on to slide 9, I'll review our revenue growth by segment on a comparable currency-neutral basis"
20,"As discussed, fourth quarter revenue growth was 4.4% for the total company, including an estimated headwind of 100 basis points from the U.S"
21,dispensing change
22,Pricing declined about 10 basis points in both the fourth quarter and the full fiscal year
23,"Due to the timing of Hurricane Maria late in our fourth quarter, there was very little impact to our fourth quarter results"
24,BD Medical fourth quarter revenues increased 3.9% which includes a headwind of 160 basis points from the U.S
25,dispensing change
26,"For the full fiscal year, Medical revenues grew a strong 4.3% which includes an estimated 80 basis points headwind from the U.S"
27,dispensing change
28,"Medication and Procedural Solutions, or MPS, fourth quarter growth was 1.5%"
29,Broad strength in infusion-related disposables was partially offset by a tough comparison to the prior year
30,"For the full fiscal year, MPS revenues grew 3.8%"
31,"Revenues in Medication Management Solutions, or MMS, grew 6.7% in the fourth quarter including a headwind of approximately 600 basis points from the U.S"
32,dispensing change
33,Growth in MMS was driven by our international dispensing business and by global strength in infusion
34,"For the full fiscal year, MMS revenues grew 4.9% including a headwind of approximately 300 basis points from the U.S"
35,dispensing change
36,"Diabetes Care revenues grew 6.4%, driven by strong growth of 8.7% in the U.S"
37,"and double-digit growth in emerging markets, as expected"
38,"International growth continued to be impacted by some softness in Europe, primarily in the UK"
39,"For the full fiscal year, Diabetes Care revenues grew 3.6%"
40,Pharmaceutical Systems revenues grew 3.4% in the fourth quarter
41,Strong growth in Safety and SAIS were partially offset by the impact of timing of customer orders that benefited growth earlier in the fiscal year
42,"For the full fiscal year, Pharmaceutical Systems grew 5.3%"
43,BD Life Sciences fourth quarter revenues increased 5.4%
44,Growth was driven by strength across the segment
45,"For the full fiscal year, BD Life Sciences revenues grew 4.8%"
46,Revenues in Diagnostic Systems grew 5.2% in the fourth quarter
47,Strength in core microbiology was driven by blood culture and IDAST
48,"In addition, we saw continued strong growth in our BD MAX molecular platform"
49,"For the full fiscal year, Diagnostic Systems grew 6.4%"
50,Preanalytical Systems growth of 5.3% in the fourth quarter was driven by strength in core products
51,"For the full fiscal year, PAS grew 5.2%"
52,Biosciences revenues grew 5.8% in the fourth quarter
53,This reflects growth in our newer research instruments such as the FACSMelody and FACSymphony as well as continued strength in research reagents
54,"In addition, FACSLyric, our more recently launched next-generation clinical flow cytometer for HIV and leukemia and lymphoma applications, also contributed to growth in the quarter"
55,"For the full fiscal year, Biosciences grew 2.4%"
56,"This was driven by strong momentum in the second half of the year, which we expect to continue in fiscal year 2018."
57,"Moving to slide 10, I'll walk you through our geographic revenues for the fourth quarter on a comparable currency-neutral basis"
58,U.S
59,"revenues grew 2.1% in the fourth quarter, which includes an estimated headwind of 200 basis points from the U.S"
60,dispensing change
61,BD Medical revenues grew 2.2% including an estimated headwind of 280 basis points from the dispensing change
62,BD Life Sciences revenues grew 2% in the U.S
63,"For the fourth quarter, growth in BD Medical in the U.S"
64,"was driven by performance in Pharmaceutical Systems, Diabetes Care and the infusion business within MMS"
65,"Within MPS, continued strength in prefilled flush devices was offset by a tough comparison to a strong performance in the prior year across the portfolio"
66,"For the fourth quarter, BD Life Sciences growth in the U.S"
67,reflects strength in core products in Preanalytical Systems and in Research Instruments and Reagents in Biosciences
68,Growth in our U.S
69,"Diagnostics business was driven by continued strength in BD MAX, offset by a tough comparison to significant Kiestra installations in the prior year"
70,"For the full fiscal year, U.S"
71,"revenues were strong, growing 3% despite an estimated headwind of 100 basis points from the U.S"
72,dispensing change
73,"Moving on to International, revenues grew 6.9% in the fourth quarter"
74,Growth of 6% in the Medical segment was driven by performance from infusion-related disposables in the MPS unit and from both the infusion and dispensing businesses in MMS
75,"Within our international dispensing business, strength in emerging markets and strong performance in our retail business in Europe contributed to MMS growth in the quarter"
76,"Diabetes Care revenues reflect strength in emerging markets, partially offset by continued softness in Europe, as previously discussed"
77,"Growth in the Life Sciences segment of 8.3% was driven by performance across the Diagnostic Systems, Biosciences and PAS"
78,Diagnostic Systems growth reflects strength in core microbiology including IDAST and Kiestra and in BD MAX
79,Biosciences revenues reflect strong sales of our newer research and clinical instruments
80,Growth in PAS was driven by strong demand for core products in emerging markets
81,"For the full fiscal year, international revenues grew 6.2%"
82,"On slide 11, developed markets revenues were strong, growing 2.8% in the fourth quarter and 3.4% for the full fiscal year, despite estimated headwinds from the U.S"
83,dispensing change of 130 basis points and 60 basis points respectively
84,"Fourth quarter emerging markets revenue grew a strong 12.7% currency neutral, bringing our full-year growth to 10.1%, which exceeded our expectations"
