,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,and,and,CC,xxx
3,good,good,JJ,xxxx
4,morning,morning,NN,xxxx
5,"
","
",_SP,"
"
6,Thanks,thank,NNS,Xxxxx
7,for,for,IN,xxx
8,joining,join,VBG,xxxx
9,Eli,Eli,NNP,Xxx
10,Lilly,Lilly,NNP,Xxxxx
11,&,&,CC,&
12,Company,Company,NNP,Xxxxx
13,'s,'s,POS,'x
14,fourth,fourth,JJ,xxxx
15,quarter,quarter,NN,xxxx
16,2016,2016,CD,dddd
17,earnings,earning,NNS,xxxx
18,call,call,VBP,xxxx
19,"
","
",_SP,"
"
20,I,-PRON-,PRP,X
21,'m,be,VBP,'x
22,Dave,Dave,NNP,Xxxx
23,Ricks,Ricks,NNP,Xxxxx
24,",",",",",",","
25,Lilly,Lilly,NNP,Xxxxx
26,'s,'s,POS,'x
27,President,President,NNP,Xxxxx
28,and,and,CC,xxx
29,CEO,CEO,NNP,XXX
30,"
","
",_SP,"
"
31,Joining,join,VBG,Xxxxx
32,me,-PRON-,PRP,xx
33,on,on,IN,xx
34,today,today,NN,xxxx
35,'s,'s,POS,'x
36,call,call,NN,xxxx
37,are,be,VBP,xxx
38,Derica,Derica,NNP,Xxxxx
39,Rice,Rice,NNP,Xxxx
40,",",",",",",","
41,our,-PRON-,PRP$,xxx
42,Chief,Chief,NNP,Xxxxx
43,Financial,Financial,NNP,Xxxxx
44,Officer,Officer,NNP,Xxxxx
45,;,;,:,;
46,Dr,Dr,NNP,Xx
47,"
","
",_SP,"
"
48,Jan,Jan,NNP,Xxx
49,Lundberg,Lundberg,NNP,Xxxxx
50,",",",",",",","
51,President,President,NNP,Xxxxx
52,of,of,IN,xx
53,Lilly,Lilly,NNP,Xxxxx
54,Research,Research,NNP,Xxxxx
55,Labs,Labs,NNPS,Xxxx
56,;,;,:,;
57,Enrique,Enrique,NNP,Xxxxx
58,Conterno,Conterno,NNP,Xxxxx
59,",",",",",",","
60,President,President,NNP,Xxxxx
61,of,of,IN,xx
62,Lilly,Lilly,NNP,Xxxxx
63,Diabetes,Diabetes,NNP,Xxxxx
64,and,and,CC,xxx
65,Lilly,Lilly,NNP,Xxxxx
66,U.S,U.S,NNP,X.X
67,"
","
",_SP,"
"
68,Sue,Sue,NNP,Xxx
69,Mahoney,Mahoney,NNP,Xxxxx
70,",",",",",",","
71,President,President,NNP,Xxxxx
72,of,of,IN,xx
73,Lilly,Lilly,NNP,Xxxxx
74,Oncology,Oncology,NNP,Xxxxx
75,;,;,:,;
76,Chito,Chito,NNP,Xxxxx
77,Zulueta,Zulueta,NNP,Xxxxx
78,",",",",",",","
79,President,President,NNP,Xxxxx
80,of,of,IN,xx
81,International,International,NNP,Xxxxx
82,Business,Business,NNP,Xxxxx
83,;,;,:,;
84,Jeff,Jeff,NNP,Xxxx
85,Simmons,Simmons,NNP,Xxxxx
86,",",",",",",","
87,President,President,NNP,Xxxxx
88,of,of,IN,xx
89,Elanco,Elanco,NNP,Xxxxx
90,Animal,Animal,NNP,Xxxxx
91,Health,Health,NNP,Xxxxx
92,;,;,:,;
93,Dr,Dr,NNP,Xx
94,"
","
",_SP,"
"
95,Tony,Tony,NNP,Xxxx
96,Ware,Ware,NNP,Xxxx
97,",",",",",",","
98,who,who,WP,xxx
99,is,be,VBZ,xx
100,the,the,DT,xxx
101,interim,interim,JJ,xxxx
102,President,President,NNP,Xxxxx
103,of,of,IN,xx
104,Lilly,Lilly,NNP,Xxxxx
105,Bio,Bio,NNP,Xxx
106,-,-,HYPH,-
107,Medicines,Medicines,NNPS,Xxxxx
108,;,;,:,;
109,and,and,CC,xxx
110,of,of,IN,xx
111,course,course,NN,xxxx
112,Kristina,Kristina,NNP,Xxxxx
113,Wright,Wright,NNP,Xxxxx
114,",",",",",",","
115,Chris,Chris,NNP,Xxxxx
116,Ogden,Ogden,NNP,Xxxxx
117,",",",",",",","
118,and,and,CC,xxx
119,Phil,Phil,NNP,Xxxx
120,Johnson,Johnson,NNP,Xxxxx
121,of,of,IN,xx
