,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,",",",",",",","
3,Doug,Doug,NNP,Xxxx
4,",",",",",",","
5,and,and,CC,xxx
6,good,good,JJ,xxxx
7,morning,morning,NN,xxxx
8,"
","
",_SP,"
"
9,We,-PRON-,PRP,Xx
10,'re,be,VBP,'xx
11,pleased,pleased,JJ,xxxx
12,to,to,TO,xx
13,announce,announce,VB,xxxx
14,strong,strong,JJ,xxxx
15,first,first,JJ,xxxx
16,quarter,quarter,NN,xxxx
17,2017,2017,CD,dddd
18,GAAP,GAAP,NNP,XXXX
19,earnings,earning,NNS,xxxx
20,per,per,IN,xxx
21,share,share,NN,xxxx
22,of,of,IN,xx
23,$,$,$,$
24,3.73,3.73,CD,d.dd
25,",",",",",",","
26,and,and,CC,xxx
27,adjusted,adjust,VBN,xxxx
28,earnings,earning,NNS,xxxx
29,per,per,IN,xxx
30,share,share,NN,xxxx
31,of,of,IN,xx
32,$,$,$,$
33,4.68,4.68,CD,d.dd
34,",",",",",",","
35,which,which,WDT,xxxx
36,is,be,VBZ,xx
37,ahead,ahead,RB,xxxx
38,of,of,IN,xx
39,our,-PRON-,PRP$,xxx
40,expectations,expectation,NNS,xxxx
41,with,with,IN,xxxx
42,membership,membership,NN,xxxx
43,and,and,CC,xxx
44,revenue,revenue,NN,xxxx
45,tracking,tracking,NN,xxxx
46,well,well,RB,xxxx
47,"
","
",_SP,"
"
48,It,-PRON-,PRP,Xx
49,was,be,VBD,xxx
50,a,a,DT,x
51,great,great,JJ,xxxx
52,quarter,quarter,NN,xxxx
53,",",",",",",","
54,and,and,CC,xxx
55,John,John,NNP,Xxxx
56,and,and,CC,xxx
57,I,-PRON-,PRP,X
58,look,look,VBP,xxxx
59,forward,forward,RB,xxxx
60,to,to,IN,xx
61,discussing,discuss,VBG,xxxx
62,it,-PRON-,PRP,xx
63,with,with,IN,xxxx
64,you,-PRON-,PRP,xxx
65,"
","
",_SP,"
"
66,I,-PRON-,PRP,X
67,'m,be,VBP,'x
68,also,also,RB,xxxx
69,going,go,VBG,xxxx
70,to,to,TO,xx
71,offer,offer,VB,xxxx
72,my,-PRON-,PRP$,xx
73,perspectives,perspective,NNS,xxxx
74,on,on,IN,xx
75,the,the,DT,xxx
76,dynamic,dynamic,JJ,xxxx
77,political,political,JJ,xxxx
78,landscape,landscape,NN,xxxx
79,",",",",",",","
80,the,the,DT,xxx
81,premium,premium,NN,xxxx
82,rate,rate,NN,xxxx
83,calculation,calculation,NN,xxxx
84,process,process,NN,xxxx
85,we,-PRON-,PRP,xx
86,will,will,MD,xxxx
87,use,use,VB,xxx
88,to,to,TO,xx
89,file,file,VB,xxxx
90,preliminary,preliminary,JJ,xxxx
91,rate,rate,NN,xxxx
92,filings,filing,NNS,xxxx
93,in,in,IN,xx
94,the,the,DT,xxx
95,individual,individual,JJ,xxxx
96,ACA,ACA,NNP,XXX
97,-,-,HYPH,-
98,compliant,compliant,JJ,xxxx
99,business,business,NN,xxxx
100,",",",",",",","
101,provide,provide,VB,xxxx
102,you,-PRON-,PRP,xxx
103,an,an,DT,xx
104,update,update,NN,xxxx
105,of,of,IN,xx
106,the,the,DT,xxx
107,pending,pende,VBG,xxxx
108,Cigna,Cigna,NNP,Xxxxx
109,acquisition,acquisition,NN,xxxx
110,",",",",",",","
111,and,and,CC,xxx
112,provide,provide,VB,xxxx
113,an,an,DT,xx
114,update,update,NN,xxxx
115,on,on,IN,xx
116,our,-PRON-,PRP$,xxx
117,PBM,PBM,NNP,XXX
118,strategy,strategy,NN,xxxx
119,"
","
",_SP,"
"
120,Our,-PRON-,PRP$,Xxx
121,first,first,JJ,xxxx
122,quarter,quarter,NN,xxxx
123,results,result,NNS,xxxx
124,reflect,reflect,VBP,xxxx
125,business,business,NN,xxxx
126,performance,performance,NN,xxxx
127,that,that,WDT,xxxx
128,track,track,VBP,xxxx
129,well,well,RB,xxxx
130,versus,versus,IN,xxxx
131,our,-PRON-,PRP$,xxx
132,expectations,expectation,NNS,xxxx
133,"
","
",_SP,"
"
