,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,",",",",",",","
3,Stanley,Stanley,NNP,Xxxxx
4,",",",",",",","
5,and,and,CC,xxx
6,good,good,JJ,xxxx
7,morning,morning,NN,xxxx
8,to,to,IN,xx
9,all,all,DT,xxx
10,"
","
",_SP,"
"
11,As,as,IN,Xx
12,we,-PRON-,PRP,xx
13,begin,begin,VBP,xxxx
14,",",",",",",","
15,I,-PRON-,PRP,X
16,'d,would,MD,'x
17,like,like,VB,xxxx
18,to,to,TO,xx
19,point,point,VB,xxxx
20,out,out,RP,xxx
21,that,that,IN,xxxx
22,our,-PRON-,PRP$,xxx
23,2016,2016,CD,dddd
24,fourth,fourth,JJ,xxxx
25,quarter,quarter,NN,xxxx
26,results,result,NNS,xxxx
27,include,include,VBP,xxxx
28,restructuring,restructure,VBG,xxxx
29,costs,cost,NNS,xxxx
30,of,of,IN,xx
31,$,$,$,$
32,16.1,16.1,CD,dd.d
33,million,million,CD,xxxx
34,pre,pre,JJ,xxx
35,-,-,JJ,-
36,tax,tax,NN,xxx
37,or,or,CC,xx
38,$,$,$,$
39,0.15,0.15,CD,d.dd
40,per,per,IN,xxx
41,diluted,diluted,JJ,xxxx
42,share,share,NN,xxxx
43,"
","
",_SP,"
"
44,And,and,CC,Xxx
45,our,-PRON-,PRP$,xxx
46,2015,2015,CD,dddd
47,fourth,fourth,JJ,xxxx
48,quarter,quarter,NN,xxxx
49,results,result,NNS,xxxx
50,include,include,VBP,xxxx
51,restructuring,restructure,VBG,xxxx
52,costs,cost,NNS,xxxx
53,of,of,IN,xx
54,$,$,$,$
55,12.4,12.4,CD,dd.d
56,million,million,CD,xxxx
57,pre,pre,JJ,xxx
58,-,-,JJ,-
59,tax,tax,NN,xxx
60,or,or,CC,xx
61,$,$,$,$
62,0.11,0.11,CD,d.dd
63,per,per,IN,xxx
64,diluted,diluted,JJ,xxxx
65,share,share,NN,xxxx
66,"
","
",_SP,"
"
67,For,for,IN,Xxx
68,the,the,DT,xxx
69,full,full,JJ,xxxx
70,-,-,HYPH,-
71,year,year,NN,xxxx
72,",",",",",",","
73,our,-PRON-,PRP$,xxx
74,full,full,JJ,xxxx
75,-,-,HYPH,-
76,year,year,NN,xxxx
77,2016,2016,CD,dddd
78,results,result,NNS,xxxx
79,also,also,RB,xxxx
80,include,include,VBP,xxxx
81,restructuring,restructuring,NN,xxxx
82,costs,cost,NNS,xxxx
83,"
","
",_SP,"
"
84,Those,those,DT,Xxxxx
85,restructuring,restructuring,NN,xxxx
86,costs,cost,NNS,xxxx
87,are,be,VBP,xxx
88,$,$,$,$
89,45.9,45.9,CD,dd.d
90,million,million,CD,xxxx
91,pre,pre,JJ,xxx
92,-,-,NN,-
93,tax,tax,NN,xxx
94,or,or,CC,xx
95,$,$,$,$
96,0.42,0.42,CD,d.dd
97,per,per,IN,xxx
98,diluted,diluted,JJ,xxxx
99,share,share,NN,xxxx
100,and,and,CC,xxx
101,full,full,JJ,xxxx
102,-,-,HYPH,-
103,year,year,NN,xxxx
104,2015,2015,CD,dddd
105,results,result,NNS,xxxx
106,include,include,VBP,xxxx
107,restructuring,restructure,VBG,xxxx
108,costs,cost,NNS,xxxx
109,of,of,IN,xx
110,$,$,$,$
111,34.9,34.9,CD,dd.d
112,million,million,CD,xxxx
113,pre,pre,JJ,xxx
114,-,-,JJ,-
115,tax,tax,NN,xxx
116,or,or,CC,xx
117,$,$,$,$
118,0.32,0.32,CD,d.dd
119,per,per,IN,xxx
120,diluted,diluted,JJ,xxxx
121,share,share,NN,xxxx
122,",",",",",",","
123,as,as,RB,xx
124,well,well,RB,xxxx
125,as,as,IN,xx
126,a,a,DT,x
127,one,one,CD,xxx
128,-,-,HYPH,-
129,time,time,NN,xxxx
130,income,income,NN,xxxx
131,tax,tax,NN,xxx
132,benefit,benefit,NN,xxxx
133,",",",",",",","
134,net,net,NN,xxx
135,of,of,IN,xx
136,non,non,JJ,xxx
137,-,-,JJ,-
138,controlling,controlling,JJ,xxxx
139,interest,interest,NN,xxxx
