,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,",",",",",",","
3,Rob,Rob,NNP,Xxx
4,",",",",",",","
5,and,and,CC,xxx
6,good,good,JJ,xxxx
7,morning,morning,NN,xxxx
8,",",",",",",","
9,everyone,everyone,NN,xxxx
10,"
","
",_SP,"
"
11,This,this,DT,Xxxx
12,morning,morning,NN,xxxx
13,I,-PRON-,PRP,X
14,'ll,will,MD,'xx
15,provide,provide,VB,xxxx
16,highlights,highlight,NNS,xxxx
17,on,on,IN,xx
18,the,the,DT,xxx
19,Performance,Performance,NNP,Xxxxx
20,of,of,IN,xx
21,Global,Global,NNP,Xxxxx
22,Human,Human,NNP,Xxxxx
23,Health,Health,NNP,Xxxxx
24,for,for,IN,xxx
25,the,the,DT,xxx
26,third,third,JJ,xxxx
27,quarter,quarter,NN,xxxx
28,"
","
",_SP,"
"
29,And,and,CC,Xxx
30,my,-PRON-,PRP$,xx
31,comments,comment,NNS,xxxx
32,will,will,MD,xxxx
33,be,be,VB,xx
34,on,on,IN,xx
35,a,a,DT,x
36,constant,constant,JJ,xxxx
37,currency,currency,NN,xxxx
38,basis,basis,NN,xxxx
39,"
","
",_SP,"
"
40,Global,Global,NNP,Xxxxx
41,Human,Human,NNP,Xxxxx
42,Health,Health,NNP,Xxxxx
43,delivered,deliver,VBD,xxxx
44,sales,sale,NNS,xxxx
45,of,of,IN,xx
46,$,$,$,$
47,9.2,9.2,CD,d.d
48,billion,billion,CD,xxxx
49,",",",",",",","
50,a,a,DT,x
51,decline,decline,NN,xxxx
52,of,of,IN,xx
53,4,4,CD,d
54,%,%,NN,%
55,",",",",",",","
56,primarily,primarily,RB,xxxx
57,driven,drive,VBN,xxxx
58,by,by,IN,xx
59,the,the,DT,xxx
60,loss,loss,NN,xxxx
61,of,of,IN,xx
62,exclusivity,exclusivity,NN,xxxx
63,for,for,IN,xxx
64,several,several,JJ,xxxx
65,products,product,NNS,xxxx
66,"
","
",_SP,"
"
67,We,-PRON-,PRP,Xx
68,continue,continue,VBP,xxxx
69,to,to,TO,xx
70,see,see,VB,xxx
71,strong,strong,JJ,xxxx
72,underlying,underlying,JJ,xxxx
73,growth,growth,NN,xxxx
74,from,from,IN,xxxx
75,launch,launch,NN,xxxx
76,products,product,NNS,xxxx
77,",",",",",",","
78,including,include,VBG,xxxx
79,KEYTRUDA,KEYTRUDA,NNP,XXXX
80,",",",",",",","
81,ZEPATIER,ZEPATIER,NNP,XXXX
82,",",",",",",","
83,and,and,CC,xxx
84,BRIDION,bridion,NN,XXXX
85,"
","
",_SP,"
"
86,Now,now,RB,Xxx
87,I,-PRON-,PRP,X
88,'ll,will,MD,'xx
89,highlight,highlight,VB,xxxx
90,a,a,DT,x
91,few,few,JJ,xxx
92,of,of,IN,xx
93,our,-PRON-,PRP$,xxx
94,key,key,JJ,xxx
95,franchises,franchise,NNS,xxxx
96,and,and,CC,xxx
97,product,product,NN,xxxx
98,launches,launch,NNS,xxxx
99,",",",",",",","
100,and,and,CC,xxx
101,I,-PRON-,PRP,X
102,'ll,will,MD,'xx
103,start,start,VB,xxxx
104,with,with,IN,xxxx
105,oncology,oncology,NN,xxxx
106,"
","
",_SP,"
"
107,This,this,DT,Xxxx
108,is,be,VBZ,xx
109,an,an,DT,xx
110,exciting,exciting,JJ,xxxx
111,time,time,NN,xxxx
112,for,for,IN,xxx
113,Merck,Merck,NNP,Xxxxx
114,as,as,IN,xx
115,a,a,DT,x
116,global,global,JJ,xxxx
117,leader,leader,NN,xxxx
118,in,in,IN,xx
119,immuno,immuno,NNP,xxxx
120,-,-,HYPH,-
121,oncology,oncology,NN,xxxx
122,"
","
",_SP,"
"
123,We,-PRON-,PRP,Xx
124,remain,remain,VBP,xxxx
125,focused,focused,JJ,xxxx
126,on,on,IN,xx
127,executing,execute,VBG,xxxx
128,on,on,IN,xx
129,the,the,DT,xxx
130,extensive,extensive,JJ,xxxx
131,opportunity,opportunity,NN,xxxx
132,that,that,WDT,xxxx
133,we,-PRON-,PRP,xx
134,have,have,VBP,xxxx
