,Word,Lemma,POSTag,Shape
0,Good,good,JJ,Xxxx
1,morning,morning,NN,xxxx
2,",",",",",",","
3,everyone,everyone,NN,xxxx
4,"
","
",_SP,"
"
5,I,-PRON-,PRP,X
6,'m,be,VBP,'x
7,really,really,RB,xxxx
8,pleased,pleased,JJ,xxxx
9,that,that,IN,xxxx
10,we,-PRON-,PRP,xx
11,just,just,RB,xxxx
12,finished,finish,VBD,xxxx
13,another,another,DT,xxxx
14,strong,strong,JJ,xxxx
15,quarter,quarter,NN,xxxx
16,"
","
",_SP,"
"
17,Our,-PRON-,PRP$,Xxx
18,non,non,JJ,xxx
19,-,-,JJ,-
20,GAAP,gaap,JJ,XXXX
21,earnings,earning,NNS,xxxx
22,per,per,IN,xxx
23,share,share,NN,xxxx
24,was,be,VBD,xxx
25,$,$,$,$
26,0.74,0.74,CD,d.dd
27,",",",",",",","
28,which,which,WDT,xxxx
29,is,be,VBZ,xx
30,a,a,DT,x
31,7,7,CD,d
32,%,%,NN,%
33,increase,increase,NN,xxxx
34,over,over,IN,xxxx
35,last,last,JJ,xxxx
36,year,year,NN,xxxx
37,"
","
",_SP,"
"
38,And,and,CC,Xxx
39,we,-PRON-,PRP,xx
40,grew,grow,VBD,xxxx
41,our,-PRON-,PRP$,xxx
42,revenue,revenue,NN,xxxx
43,by,by,IN,xx
44,6,6,CD,d
45,%,%,NN,%
46,with,with,IN,xxxx
47,double,double,JJ,xxxx
48,-,-,HYPH,-
49,digit,digit,NN,xxxx
50,growth,growth,NN,xxxx
51,across,across,IN,xxxx
52,our,-PRON-,PRP$,xxx
53,key,key,JJ,xxx
54,growth,growth,NN,xxxx
55,drivers,driver,NNS,xxxx
56,"
","
",_SP,"
"
57,Now,now,RB,Xxx
58,",",",",",",","
59,before,before,IN,xxxx
60,I,-PRON-,PRP,X
61,go,go,VBP,xx
62,into,into,IN,xxxx
63,more,more,JJR,xxxx
64,detail,detail,NN,xxxx
65,",",",",",",","
66,we,-PRON-,PRP,xx
67,all,all,DT,xxx
68,know,know,VBP,xxxx
69,that,that,IN,xxxx
70,a,a,DT,x
71,competitor,competitor,NN,xxxx
72,announced,announce,VBD,xxxx
73,data,datum,NNS,xxxx
74,this,this,DT,xxxx
75,morning,morning,NN,xxxx
76,that,that,WDT,xxxx
77,is,be,VBZ,xx
78,clearly,clearly,RB,xxxx
79,important,important,JJ,xxxx
80,to,to,IN,xx
81,the,the,DT,xxx
82,market,market,NN,xxxx
83,"
","
",_SP,"
"
84,So,so,CC,Xx
85,let,let,VB,xxx
86,me,-PRON-,PRP,xx
87,make,make,VB,xxxx
88,a,a,DT,x
89,few,few,JJ,xxx
90,comments,comment,NNS,xxxx
91,"
","
",_SP,"
"
92,First,first,RB,Xxxxx
93,",",",",",",","
94,our,-PRON-,PRP$,xxx
95,CheckMate,CheckMate,NNP,XxxxxXxxx
96,227,227,CD,ddd
97,is,be,VBZ,xx
98,a,a,DT,x
99,first,first,JJ,xxxx
100,-,-,HYPH,-
101,line,line,NN,xxxx
102,",",",",",",","
103,non,non,JJ,xxx
104,-,-,JJ,-
105,small,small,JJ,xxxx
106,cell,cell,NN,xxxx
107,lung,lung,NN,xxxx
108,cancer,cancer,NN,xxxx
109,program,program,NN,xxxx
110,",",",",",",","
111,not,not,RB,xxx
112,just,just,RB,xxxx
113,one,one,CD,xxx
114,trial,trial,NN,xxxx
115,",",",",",",","
116,investigating,investigate,VBG,xxxx
117,several,several,JJ,xxxx
118,important,important,JJ,xxxx
119,scientific,scientific,JJ,xxxx
120,questions,question,NNS,xxxx
121,"
","
",_SP,"
"
122,In,in,IN,Xx
123,study,study,NN,xxxx
124,227,227,CD,ddd
125,we,-PRON-,PRP,xx
126,have,have,VBP,xxxx
127,at,at,RB,xx
128,least,least,RBS,xxxx
129,three,three,CD,xxxx
130,discrete,discrete,JJ,xxxx
131,opportunities,opportunity,NNS,xxxx
132,for,for,IN,xxx
133,success,success,NN,xxxx
134,"
","
",_SP,"
"
135,We,-PRON-,PRP,Xx
136,will,will,MD,xxxx
137,be,be,VB,xx
138,able,able,JJ,xxxx
139,to,to,TO,xx
140,evaluate,evaluate,VB,xxxx
141,the,the,DT,xxx
142,combination,combination,NN,xxxx
143,of,of,IN,xx
144,Opdivo,Opdivo,NNP,Xxxxx
145,plus,plus,CC,xxxx
146,Yervoy,Yervoy,NNP,Xxxxx
147,",",",",",",","
148,we,-PRON-,PRP,xx
149,will,will,MD,xxxx
150,evaluate,evaluate,VB,xxxx
151,Opdivo,Opdivo,NNP,Xxxxx
152,plus,plus,CC,xxxx
153,chemo,chemo,NN,xxxx
154,in,in,IN,xx
155,PDL-1,PDL-1,NNP,XXX-d
156,negative,negative,JJ,xxxx
157,patients,patient,NNS,xxxx
158,and,and,CC,xxx
159,we,-PRON-,PRP,xx
160,will,will,MD,xxxx
161,be,be,VB,xx
162,available,available,JJ,xxxx
163,to,to,TO,xx
164,evaluate,evaluate,VB,xxxx
