,Sentences
0,"Thanks, Glenn"
1,I'll discuss operating results and cash flows for the quarter and then provide guidance for the fourth quarter of 2017.
2,All growth rates referenced in my comments are relative to the prior-year comparable period unless otherwise indicated
3,I highlight that our non-GAAP financial results and forecasts include stock-based compensation and do not reflect a reduction to income tax expense related to available NOLs
4,The reconciliation between our GAAP and non-GAAP results is detailed in our earnings release
5,Room nights booked in Q3 grew by 19%
6,We were pleased to exceed the top end of our guidance range and experience relatively modest sequential deceleration in growth despite a very difficult prior-year comp and taking steps midway through the quarter to improve the efficiency of our performance marketing channels
7,Rental car day reservations grew by 5% compared to 12% growth in Q2.
8,"Average daily rates for accommodations, or ADRs, were down about 1% for Q3 versus prior year on a constant-currency basis for the consolidated group, which was consistent with our forecast"
9,Foreign exchange rates favorably impacted growth rates expressed in U.S
10,dollars for our Q3 results as compared to prior year
11,"Q3 gross bookings grew by 18%, expressed in U.S"
12,"dollars, and grew by about 16% on a constant-currency basis compared to prior year"
13,Gross profit for the quarter for Priceline Group was $4.4 billion and grew by 22% in U.S
14,dollars and by about 19% on a constant-currency basis compared to prior year
15,"Gross profit includes $33 million from our acquisition of the Momondo Group, which we closed on July 24."
16,"Our international operations generated gross profit of approximately $4 billion, which grew by 23% in U.S"
17,dollars and by about 20% on a constant-currency basis compared to prior year
18,Gross profit for our U.S
19,"operations amounted to $372 million, which grew about 11% compared to the prior year"
20,"Advertising and other revenue, which is mainly comprised of non-intercompany revenues for KAYAK and OpenTable, grew by 27% in Q3 compared to the prior year, including revenue from Momondo"
21,"GAAP operating income grew by 152% and GAAP operating margins increased by 2,483 bps compared to Q3 last year"
22,Our Q3 2016 GAAP results include a $941 million non-cash goodwill impairment charge
23,Operating margin performance was better than our forecast due mainly to gross profit growth and performance marketing efficiency that exceeded forecast
24,We increased our investment in brand advertising by 55% in Q3 to build brand awareness and drive traffic directly to our websites
25,"Adjusted EBITDA for Q3 amounted to $2.19 billion, which exceeded the top end of our guidance range of $2.13 billion and grew by 18% versus prior year"
26,"GAAP net income and fully diluted EPS both increased by 240%, with growth impacted by the goodwill impairment charge in Q3 2016."
27,"Non-GAAP fully diluted net income per share was $35.22, up 19% versus the prior year, exceeding our guidance for the quarter and FactSet consensus of $34.26."
28,"In terms of cash flow, we generated $1.9 billion of cash from operations during third quarter 2017, which is an increase of about 24%"
29,"In July, we paid about $556 million of our international cash to close the Momondo acquisition"
30,"During the third quarter, we returned $586 million to our stockholders through share buybacks"
31,"Since September 30 through Friday, we have spent an additional $166 million to purchase 87,000 shares"
32,"Year-to-date free cash flow amounted to almost $3.3 billion, growing by 20% compared to the prior year"
33,"About 34% of our gross profit converts to free cash flow, which is a function of attractive profit margins and capital efficiency for our business"
34,"Our cash and investments amounted to $18.4 billion at quarter close, with about $2.5 billion of that balance in the U.S"
35,"Now for Q4 guidance, our guidance assumes that our growth rates will decelerate mainly due to the size of our business and consistent with long-term trends"
36,Our guidance also reflects an exceptionally difficult prior-year comparable because our 31% room night growth in the fourth quarter last year was the highest we had achieved in several years
37,"Glenn just discussed steps we are taking to optimize the efficiency of our performance advertising spend, which we forecast will have a modestly negative impact on top line growth for the coming quarters"
38,"Our Q4 forecast is based upon recent foreign exchange rates, which favorably impact our growth rates expressed in U.S"
39,dollars
