,Sentences
0,"Thanks, Jenn, and hi to everyone on the call, and thanks for joining us today"
1,"As we close out 2016, which is my second year as CEO, I want to spend a moment to reflect, reflect on where we've been and where we are and where we're going, both in terms of the work that we're doing but the overall industry context as well"
2,"When I took over two years ago, that's two years that has flown by, we and I knew our performance wasn't where it needed to be"
3,We knew that we were in an industry that was changing dramatically
4,"And looking back on it now, I think we probably all underestimated the magnitude and speed of the changes taking place"
5,It's been pretty stark what's been happening over the last year as we've looked at â€
6,“ some competitors have exited the market
7,"That said, we finished the year strong and Teri will take you through our results"
8,"And I'm pleased with the progress that we've made, but we are in a market that is in significant disruption"
9,"Let me share a couple of truths, at least as I think about them, that are on my mind"
10,"First, the apparel market is growing, whether you peg the number at 2% or 3% or 5%"
11,"We're in a market that has long-term structural growth, has continued to grow, and that is a good thing"
12,"Secondly, the market is, and we have clear evidence of this, continuing to move towards rewarding size and scale, whether that's vendor relationships that provide favorable pricing and innovation, whether it's us with a multi-brand portfolio doing business with our landlords to optimize our real estate footprint, or frankly whether it's our balance sheet and income statement where we see scale in investments, whether it's technology, innovation or other forms"
13,"But this is a market that is moving towards rewarding size and scale, and we believe that conveys us a significant structural advantage"
14,"The third, omni, almost a clichÃ© word at this point because it isn't like"
15,omni is in the future
16,Our customers are omni today and that is a fundamental reality
17,Many of our customers begin their journey with our brands on their phone and they finish it in our stores
18,Many of our customers begin their journey with our brands in our stores and they finish it on their phone
19,"And we've been doing work and we will continue to do work to really line up with where our customers are, not where they're going but where they are today"
20,"Again, I'm pleased with the progress, but we have more work to do"
21,"Finally, we believe fundamentally, there is a significant market share opportunity"
22,"To read the headlines today, you'll see the words dead, dying, sick"
23,We are none of those
24,We are healthy and strong and have a plan and clear direction
25,"But we can all pick our favorite company that's no longer in business and when the lights go off and the windows get boarded over, that is market share that is made available to the rest of the industry"
26,She's not stopping shopping
27,She's shopping someplace else
28,A time of disruption means that market share becomes more fluid
29,"And if we put what we believe are our structural advantages together along with much of the work that we've been doing on product and experience, we believe we have a significant opportunity to consolidate and gain market share going forward"
30,I've said it many times
31,"and I'll say it again, because it is foundational, we are a product company and we are a retailer"
32,"And if we don't get our product right, we will not win regardless of how good we are in digital or many other things"
33,"It starts with emotional product that she connects to that has the right quality, the right fit and the right value proposition"
34,"Two years ago when I got into this seat, we really approached product in two ways"
35,"One was some quick fixes, particularly addressing quality, aesthetic, the value and the fit and some longer term work that we've been doing where we've made significant progress"
36,"Where we have done the quick fixes, and they weren't actually quick because they required work, where we've got fit right, particularly in bottoms but other parts of the assortment, where we've re-established the quality that she is looking for"
37,"Where the aesthetic is on, on progress and tracking with where our brands need to be, we've gotten credit for it"
38,We've really gotten credit for it and you can see this anecdotally if you look at the reviews
39,You can see this in the performance of the underlying core categories where we've done this work and the customer has responded
40,"It's taken longer and I expected, to be honest, a bigger balance out of this work"
41,"It was akin to the work that I did when I was running Gap brand back in 2011, but we have seen and continue to see the validation that this work is paying off and that she is reengaging our brands in a way that makes us very optimistic"
42,Then there was the longer lead time work
43,And what it really is is what I call de-risking our product model
44,Time is the enemy in this business
45,And a typical industry average development cycle has for many â€
46,“ much of the industry's history been 10 months
47,We've done the work now to get many of our programs and many of our categories down in some cases to 8 to 10 weeks
48,"And, in fact, a third of our product across the company can be produced within the quarter"
49,This allows us to buy differently and this allows us to chase trend differently
50,This allows us to manage inventory differently
51,"A big unlock here was to separate our core basics which we can purchase very cost effectively and efficiently from our fashion items, which have more risk"
52,"And we now platform nearly 60% of our fabrics committing to the fabric in advance, positioning that fabric at our vendors and having access to capacity to be able to cut and sew garments immediately at the release of a PO"
53,"We've also substantially increased our testing of product whether that's crowd source testing, which we now have validation results in better commercial outcomes or testing physically in our stores oftentimes in stores that are seasonally ahead of where we are so that we can use that to inform our buys"
54,Another thing we haven't really talked to you much about is the tools to do this
55,"In Gap brand, which is leading the way, we're moving also to a demand-based buying model"
56,And this requires tools that are different than what we've historically used
57,"And historically the tools that we use to merchandise, to do inventory management, to do sourcing and costing, there were 18 separate tools that we were using to do that"
58,"And needless to say, some of them were on green screens and many of them didn't integrate"
59,"We have moved now to one platform that can be used across all inventory, pricing, assortment building and in-season management and we're well underway for the implementation of that platform in the company"
60,"That conveys, obviously, a productivity advantage which is important for our cost structure"
61,"Most importantly, we believe that it really helps us to get the right product in the right place at the right time, to improve the outcome for our customers and to improve the productivity of all of our inventory"
62,"Last on that front, and there's a lot more, but the last thing I'm going to talk about is the fact that we've been making significant investment in our logistics infrastructure"
63,"We've traditionally run as much of the industry has, with separate direct distribution for our online customer and retail distribution"
64,"We have the, I guess I'd call it the gift, maybe the luxury of having large retail distribution centers that are not fully utilized and the work that we're doing right now, number one, is an investment avoidance issue where we need to continue to add direct distribution capacity"
65,We're actually doing the work to convert the retail DCs to be able to ship both direct and retail fulfillment out of one pool of inventory and one DC
66,It allows us to avoid some form of incremental asset investment in new buildings
67,It also allows us to leverage and be very flexible with one pool of inventory
68,And we are part of the way through that
69,We have a clear plan for making that happen
70,"There was a slight setback associated when we had the Fishkill fire, but not significant and we'll make material progress on that in 2017 and plan to wrap that up in early 2018."
71,So there's a bunch of things underway
72,There's much more than I can talk about in this call
73,I'll look forward again to engaging with many of you as we spend time out meeting you personally
74,Let me shift now to talk a little bit about our brands in Q4
75,and I'll start with Old Navy
76,"As you can remember, we had a tough Q4 in 2015."
77,"And I have to give kudos to the team and, quite honestly, kudos to the brand"
78,We diagnosed the issues
79,We made changes
80,We leveraged our responsive capabilities
81,We modified appropriately places in the assortment
82,and I expected that really to take probably two quarters to fix
83,and we got traction faster than that
84,"Historically, types of misses that we had in Q4 would really have taken a year"
85,And it really took us four months before we started to see traction and the brand really getting back on track
86,"That yielded, this last year, Old Navy's fifth consecutive year of sales growth and a business that is approaching $7 billion in annual sales"
87,"And I have to repeat it because I'm proud of it, but I have to repeat it, which is a 12% comp in December and"
88,a 5% on the quarter which I believe under any metric represents a market share gaining performance
89,"This was driven by a strong commercial plan, cut-through marketing and great product acceptance"
90,There was tough traffic
91,"but we beat the traffic, beat the traffic headwinds to deliver a positive top line by driving a strong sales over traffic"
92,This was really what was happening with everything going on inside the store
93,A few callouts
94,We emerged as the leading market share competitor in women's dresses on a rolling 12-month basis
95,"And again, you've heard me say market share many times"
96,and I will continue to say it
97,Market share today is really omni-market share
98,Market share historically was square footage
99,"As we think about market share going forward, it is omni"
100,"and it is category-specific, and the entire company is moving in the direction of really being category market share focused"
101,"Women's dresses was a big win and we were able to drive very high-double-digit comps, not by guessing and buying into the category in a big way, but by feeding units into the business off of a responsive platform, really led by customer demand"
102,It's just really the inverse of the historical buying model
103,I continue to believe that Old Navy is very strong and our aim is to continue to invest in and build that business
104,It's a market share play
105,"The brand is incredibly well positioned across family, fun, value and fashion"
106,We have clarity of brand equity
107,"We have a strong marketing voice, and really most importantly, we have operating discipline, which is big on by mind"
108,You will hear Teri talk about that as well
109,The consistency and discipline is something that we have not had as consistently as we needed to across the company
110,And Old Navy really is the shining example of that in my mind
111,We continue to believe we have a winner in the brand with significant market share opportunity in front of us
112,Let me turn to Gap
113,"Progress has been slower than I expected, but I'm really pleased to see some bright spots"
114,"and I look for, under the covers, period-over-period improvement in key places in the business"
115,and I have not been disappointed in seeing it inside of Gap
116,Jeff and the team at Gap are doing heavy lifting right now to continue to transform the product and the operating model
117,"And probably the most important thing going on in Gap, again, is building on our responsive capabilities, moving to a monthly and demand-driven-based buying model"
118,"I would be remiss, however, to say that Gap, as we reported to you, is a very complicated composite of channels and geographies"
119,"And I point that out because, obviously, we have a big business in Japan â€"
120,"“ Japan has been a tough market for many to do business in, a large presence in Europe and a growing presence in China as well as the North American business across the three channels and a franchise presence"
121,"So as I look at Gap, I look under the covers to see what the leading edge indicators are, product acceptance, women's business, et cetera, and"
122,I'm pleased with what I see
123,"If I look at 2016, Gap is a brand in the relevant categories where responsive capabilities matter"
124,They have moved the majority of their business onto a responsive operating model
125,"A couple of standout examples are the women's knit's business, which for Gap is a big business and the woven's bottoms business, also a big business, leading the way"
126,"By Q4, those categories had grown to high-single-digit comps with margin expansion up to 500 basis points"
127,"And again, that is starts with on-trend quality product, but it also sits on a platform of the responsive capabilities beginning to show what they can do"
128,I'll move on to Banana Republic quickly
129,"As you've seen, I've made a change in leadership there"
130,and I've not yet put in a new brand president
131,"I've taken advantage of this moment to really roll up my sleeves, get into the business personally and understand what's going on"
132,Here's what I would observe
133,"There's a lot to like and a lot right in the business, but not enough"
134,"In categories where we lost our dominance and lost the trust of our consumer and we put our shoulder against realigning those categories, categories like pants"
135,"Our for-fit (16:47) women's pants complex, categories like suit separates"
136,Those categories we're seeing excellent traction with the consumer
137,"Suiting is an example, double-digit comps with a 400 basis point improvement in margin, but we need more faster"
138,"And that's really what I'm focused on right now, which is taking the next steps and taking them quickly to continue to turn the business around"
139,I'm not pleased with the performance
140,I'm disappointed with the performance
141,I do believe there's a lot of potential in the brand
142,"We don't break out Athleta, but I have to talk about it"
143,I am nothing but pleased with the brand's performance and the team's performance
144,"The customer continues to respond to the assortment, continues to respond to the aesthetic, continues to respond to product fabrications and the very strong marketing of The Power of She campaign"
145,We are seeing continued excellent growth and we believe the brand is positioned in the sweet spot
146,"Right at the intersection of performance and lifestyle which we, as a company, are very interested in, but Athleta is leading the way on"
147,I'm bullish on Athleta
148,and I'm bullish on the brand's growth prospects
149,Now let me pause
150,and I want to hand it over to Teri
151,I met Teri several months ago and we've gotten to know each other over that time period
152,We've been working now here together for five or six weeks
153,and I would tell you that I just couldn't be more pleased with having her partnership
154,"I'll make a few more comments on that, but I want her to talk a little bit about 2016"
155,and then the perspective moving forward
156,"Thanks, Teri"
157,Really appreciate it
158,"As I mentioned and she mentioned, we've been working now side by side for really six weeks"
159,"And one of the things that I saw in Teri as I was getting to know her, and I've seen in spades since she has joined the company is that she comes from a culture and a background where operating discipline and cost control are sort of second nature"
160,But she also comes from a culture and a background where the power of innovation and brand building are equally second nature
161,"And I said it before; I'll say it again, I'm very much looking forward to her partnership"
162,"We are both committed to ongoing cost control and we view many of the initiatives that we are taking as ors, not ands"
163,"In this environment with the competitive turmoil we're seeing with the skittish consumer that is out there, having a lean cost structure is not just a competitive advantage, it's an imperative"
164,"And I also believe that in the environment that we're operating today, with the volatility that we're seeing, we would be remiss if we were not constantly grinding away at our cost structure and looking for opportunities for efficiency"
165,"I do want to highlight the fact that underlying that, we are working very hard and are more done than not to really rewire the operating platform of the company"
166,"And what I mean by that is, historically, we had many functions that were duplicated across our brands"
