,Sentences
0,Thanks Devin
1,"Letâ€™s begin with Q4, performance starting on Slide 4, of the earnings presentation"
2,"In Q4, we generated $2.4 billion of total revenue, $0.54 of non-GAAP EPS, $484 million in free cash flow, and we repurchased $1 billion of our stock"
3,Letâ€™s start with Q4 active buyers on Slide 5.
4,"In the quarter, trailing 12-month growth was 3% year-over-year resulting in 2 million more active buyers"
5,The underlying cohort dynamics show retained buyers at consistent positive growth driven by stable churn rates
6,Our re-activated buyers have also grown at a rate similar to prior quarters
7,"And new buyer growth, while still negative is starting to see more favorable trends in the last few months"
8,"On Slide 6 in Q4, we enabled $22.3 billion of GMV, up 5%"
9,"By geography, the U.S"
10,"generated $9.1 billion of GMV, up 3%, while international delivered $13.2 billion of GMV, up 7% year-over-year"
11,"Moving to revenue, we generated net revenues of $2.4 billion, up 6% decelerating 2 points sequentially driven by 1 point of lapping last quarters VAT settlement and 1 point of lapping strong growth at StubHub last year"
12,"We delivered $1.9 billion of transaction revenue, up 6% and $519 million of MS, marketing services and other revenue, up 5%"
13,"Transitioning to our Marketplaces platform on Slide 8, Q4 GMV grew 5% accelerating 1 point versus Q3."
14,U.S
15,"GMV accelerated 2 points quarter-over-quarter to 3% and international GMV continued growing at 7%, both benefiting from a strong finish to our holiday season"
16,"And as Devin discussed improvements in mobile, C2C, and structured data"
17,"More specifically on structured data, we have processed 55% of relevant listings to date, while the total base of listings has grown 40% over the same time period"
18,"We have created 180 million structured data enabled pages, that are being surfaced through SCO which further accelerated in Q4, and now through organic channels"
19,"Total Marketplace revenue was $1.9 billion, up 4% year-over-year, a 1 point deceleration versus prior quarter"
20,"Transaction revenue grew 5%, inline with GMV and there was minimal impact to transaction revenue from promotional spend classified as contra"
21,"Marketing services and other revenue declined 1%, decelerating 6 points versus Q3, driven by a full quarter of comps from the PayPal operating agreement revenue as well as the shift from our advertising business from off-eBay ads to on-eBay ads"
22,"As a reminder, the PayPal operating agreement contributed roughly 1 point of growth to total revenue in 2016 and this will continue to be a headwind in the first half of 2017."
23,For the full-year the marketplace platform generated $79 billion of GMV up 5% and $7.2 billion in revenue up 4%
24,"Moving to Slide 9, StubHub GMV grew 5% decelerating 18 points from Q3 as we lapped the full quarter of the pricing display and product changes from 2015."
25,"In addition, we face some headwinds from a weaker event landscape in December"
26,StubHub revenue grew 20% down 12 points versus Q3 driven by volume offset by revenue from the TicketbiS acquisition
27,In 2016 StubHub grew GMV 21% to $4.3 billion and increased revenue 30% to $944 million
28,Moving to Slide 10.
29,"In Q4, Classifieds had another double-digit quarter, growing revenue 13% year-over-year"
30,"Growth in the automotive and real estate verticals in key markets, strength in engagement metrics and improvement in mobile apps continue to aid Classifieds despite lower advertising monetization from the ongoing traffic shift to mobile apps"
31,"Our Classifieds platform continues to innovate and to serve the 250 million monthly unique visitors that come to our site, across 11 brands in 15 countries"
32,For the full-year Classifieds generated $791 million of revenue up 15%
33,"Turning to Slide 11 and major cost drivers, in Q4 we delivered non-GAAP operating margin of 31.9%, which is down 250 basis points versus last year"
34,dollar negatively impacted margin by 170 basis points and was felt across all spend categories
35,So Iâ€™ll focus my comments on the operational dynamics of our expenses
36,Cost of revenue increased year-over-year driven by technology infrastructure investments related to growth in product and engineering
37,"Q4 sales and marketing expense was down slightly in total as productivity, was partially offset by reallocations across channels and platforms to help fund our marketplace brand advertising efforts"
38,"As we have previously mentioned, we will continue to be disciplined about our marketing investments and we will optimize across all our channels to get the most efficient ROI, whether those channels are accounted for as contra revenue or expense"
39,Product development was up from continued investments in our product experiences across all of our platforms
40,G&A expense was up year-over-year as operating leverage was more than offset by acquisition and disposition related costs
41,"For the year, operating margin was 31.1% down 250 basis points"
42,Foreign exchange impacted full-year margin by 160 basis points and the remaining impact was from incremental investments in product development and stand-up costs
43,"Before moving to Q4 EPS, I wanted to highlight two topics, taxes and hedging"
44,We are continually evaluating our legal structure in the way we manage and operate our platforms
45,"During Q4, we began the process of realigning our legal structure, which is expected to continue into 2018 primarily impacting our international entities"
46,"We are considering many factors and evaluating this realignment including foreign exchange exposures, long-term cash flows and needs of our platforms, capital allocation considerations and the associated tax effects"
47,"As a result, of the initial stages of this re-alignment we recorded a non-cash GAAP income tax benefit of approximately $4.6 billion in Q4 to recognize a differed tax asset"
48,The non-cash amortization of this deferred tax asset will significantly impact our GAAP tax rate going forward
49,But has no impact on our free cash flow or our non-GAAP tax rate
50,"As we have discussed in the past, post separation due to hedge accounting considerations our revenue was fully exposed to currency movements"
51,"However our hedging program allowed us to economically protect net income, helping to reduce the 160 basis points of foreign exchange impact on 2016 operating margin by 70 basis points"
52,Therefore the impact on net profit margin was only about 90 basis points
53,Re-alignment of our legal structure and U.S
54,GAAP considerations resulted in us to having to replace our existing hedging program with a new hedging program
55,Implementing a new hedge strategy required us to start unwinding the existing program resulting in a Q4 gain of $16 million from the termination of certain cash flow hedges
56,"Beginning in the second half of 2017, we will start to utilize hedge accounting to protect revenue from currency movements, which is intended to reduce the volatility of our top line from foreign exchange"
57,We will complete the transition of our hedging programs by the end of the first half of 2017.
58,"Turning now to EPS on Slide 12, in Q4 we delivered $0.54 in non-GAAP EPS, up $0.04 versus prior year, driven by revenue growth and the net benefit of share repurchases, partially offset by the impact of a stronger US dollar"
59,"In Q4, GAAP EPS was $5.31, up $4.88 versus last year"
60,"The increase in GAAP EPS was driven by aforementioned realignment of our legal structure, as well as the sale of our stake in MercadoLibre"
61,"As always, you can find a detailed reconciliations of GAAP to non-GAAP financial measures in our press release and our earnings presentation"
62,"On Slide 13, in Q4 we generated $484 million of free cash flow, inclusive of $272 million of cash taxes paid on the sale of our stake in MercadoLibre"
63,"As a reminder the proceeds from the sale are included in the investing activities on the statement of cash flows, while the cash taxes paid are included in the operating activities"
64,Full year free cash flow was $2.2 billion
65,CapEx was 6% of revenue in Q4
66,and we finished the full year at 7%
67,CapEx was at the low end of our guidance range partially driven by the timing of some investments that we now expect to happen in 2017.
68,"Turning to Slide 14, we ended the quarter with cash, cash equivalents and non-equity investments of $11 billion, with $2.8 billion in the U.S"
69,"In Q4 weâ€™ve repurchased 34.6 million shares at an average price of $28.93 per share, amounting to $1 billion in total"
70,This brings our repurchases for the year to $3 billion and repurchases since separation to $4.2 billion or approximately 13% of the shares outstanding
71,We ended the quarter with $1.3 billion of share repurchase authorization remaining
72,"As we wrap up the year I would like to remind everyone of our capital allocation policy which we believe strides the most value for our customers, shareholders and employees"
73,"our policy is several key tenets including focusing on long-term value creation while making sure we offer the resources to execute our strategy driving growth while balancing profitability supplementing organic growth plans with disciplined acquisitions and investments, and optimizing financial flexibility, access to debt and cost of capital"
74,Heading into 2017 these principles will continue to guide our capital allocation while there are many macroeconomic uncertainties we will be disciplined in our investments and potential acquisition
75,and we expect to return capital to shareholders and a minimum of 50% of our pre-cash flow in the former share repurchase inclusive of the dilution offset
76,Before turning to guidance and like to highlight some changes in disclosure
77,"First, in order to align our internal operations and how we talk about the business we have started reporting B2C and C2C growth and we will no longer report fixed price and auction format growth however we will continue to provide the format split on our website"
78,"Second, structured data will continue to be a critical enabler of our business as Devin mentioned the focus in 2017 will shift towards exposing our new experiences to more traffic and driving data quality to improve execution â€“ conversion"
79,"While continuing to make progress on penetration of structured data, we will no longer be disclosing the operational input metrics of listings coverage and percent process"
80,We will be providing quantitative updates and qualitative updates on output measures such as traffic and conversion
81,"Moving to full-year guidance on Slide 15, weâ€™re projecting 2017 revenue between $9.3 billion and $9.5 billion growing 6% to 8%"
82,The midpoint of our projected growth assumes roughly two points of acceleration in the marketplace platform partially offset by the tougher comps for StubHub and PayPal operating agreement revenue
83,We expect operating margin of 29% to 31%% for the year widget the midpoint is roughly 110 basis points lower than 2016 due to the impact of a stronger U.S
84,dollar as well as incremental investments in product development and marketing
85,The increase product development cost investments will focus on our new shopping experiences C2C and enhancements to key verticals
86,"We will also continue to invest in marketing, particularly brand advertising to grow our active buyers and do increase consideration in GMV"
87,"We are projecting non-GAAP EPS of $1.98 to $2.03 per share, up 5% to 8% as reported versus last year"
88,The impact of the stronger U.S
89,dollar will cost is roughly six points of EPS growth
90,"Finally, we expect non-GAAP effective tax rate of 20% to 21% CapEx of 7% to 9% of revenue in free cash flow of $2.2 billion to $2.4 billion"
91,Full-year GAAP EPS is projected to be 120 to 140 per share
92,GAAP EPS is impacted by the same drivers as non-GAAP EPS in addition to the amortization of intangibles stock-based compensation and the amortization from our previously discussed deferred tax assets
93,Turning to Q1 guidance on Slide 16.
94,"For Q1 we are projecting revenue between $2.17 billion and $2.21 billion growing 4% to 6% year-over-year, which at the midpoint is a one point deceleration versus Q4, due to leap year lapping"
95,"We expect non-GAAP EPS of $0.46 to $0.48 per share, representing negative 2% to positive 2% as reported year-over-year growth"
96,EPS is driven by the net benefit of our share repurchase program and revenue growth offset by the impact of a stronger U.S
97,dollar and the lapping of a Q1 2016 insurance recovery
98,"In summary, 2016 was a year focused on our strategy to provide the best choice most relevant and powerful selling platform to our users"
99,While replatforming the business we said we would â€
100,"“ growth would be constrained, but the investments in marketplace platform and marketing have already started delivering some benefits"
101,Along the way we have remained disciplined capital allocators returning 3 billion to shareholders in the former share repurchases and realigning significant â€“ and realizing significant gains from our investments in MercadoLibre and Snapdeal
102,We also executed several deals to further tech and talent and geographic expansion
103,Within the year our revenue grew 7% versus the 2% to 5% range we expected coming into 2016 and we levered 3% EPS growth in the face of foreign exchange headwinds an incremental investments
104,Heading into 2017 we will stay consistent in our approach executing our strategy delivering better experiences to our customers and returning capital to shareholders
105,Now weâ€™d be happy to answer your questions
106,Operator?
107,Question-and-Answer Session
108,Yes on the second itâ€™s likely that we well have different forms of modernization including potentially different services
109,but not if it involves software deployment
110,It was my decision ultimately to dispose of GSI and that platform in large part because we are an Internet company not a B2B software company and I
111,just donâ€™t think thatâ€™s the business we should be running
112,But if you look at what other marketplaces have done theyâ€™ve offered other services and I would never say never to that is not directly in our 2017 plan however advertising as
113,We are very excited about our plan basically to continue the shift from third-party ads to first-party ads
114,"What that means largely is that historically weâ€™ve taken a large amount of our ads from third parties and that drove our users off of eBay to their experience we try to do that anyway that maximized the user experience, the buyer experience but increasingly weâ€™re seeing good results from internal ads, ads from eBay sellers promoting their inventory in our search results and in other places on our site"
115,"And for us thatâ€™s a really, really good flywheel"
116,"because keeps our buyers inside our marketplace, it allows us to create a new stream of monetization and it allows our sellers to buy up for promotional activities"
117,So thereâ€™ll be a big shift in the direction this year
118,It will start to show up in 2017
119,but it is certainly part of our future plans to accelerate our advertising growth
120,Rich may be to your other question
121,Just to point out something on promoted listings
122,Weâ€™ve been talking about promoted listings for over a year closer to probably 18 months and
123,what we been talking about is a very nascent product that weâ€™re experiencing with
124,The we launched it and started to scale it
125,"And I think this year we have a lot of confidence that not only the tools that we are providing sellers to be able to use and bulk upload to be able to manage those promoted listings, but is that scales and scales across different countries as well"
126,we feel really good about that
