,Sentences
0,"Thanks, Mark and Trevor, and hello to everyone on the call"
1,"We are pleased with the results that we delivered in Q3, and, at the same time, we are not satisfied"
2,"We are pleased, because we continue to strengthen the fundamental drivers of NIKEâ€™s long-term revenue growth and earnings potential"
3,"Our financial strategy has three pillars; delivering strong revenue growth; expanding profitability, and generating high returns on invested capital"
4,"In Q3, we delivered revenue growth in line with the guidance that we communicated 90-days ago"
5,"We drove strong double-digit currency-neutral growth in aggregate across our international markets, which now represent more than half of our global portfolio, and we re-positioned NIKE for sustainable, profitable growth in North America long-term"
6,"We also expanded profitability, well in excess of our guidance, with EPS growing 24%"
7,"Finally, we delivered return on invested capital of over 33%, and at the high end of our targeted range, by continuing to edit within our core spending, to amplify more focused strategic investment in areas such as product innovation, digital commerce and membership, while also more tightly managing inventory"
8,"Over the past several years, NIKE has become even more fit for growth"
9,"On a currency neutral basis, we have built a more efficient and profitable business model"
10,We have sustained momentum in the drivers of full-price gross margin expansion
11,We have systematically reduced SG&A as a percent of revenue
12,And we have significantly expanded our currency neutral EBIT return on sales
13,"But, we are not satisfied"
14,We are clear-eyed with respect to the challenges we have faced and opportunities we have not fully capitalized upon in the short-term
15,We have and we will continue to attack those opportunities with urgency
16,"We are also obsessing over the triple-double that Mark referenced: doubling the cadence and impact of innovation, doubling our speed to market, and doubling NIKEâ€™s direct connection to consumers in the marketplace"
17,That is the formula we are employing to fuel NIKEâ€™s
18,next horizon of accelerating growth
19,"As for innovation, we have more than doubled our investment in innovation of late, and you will now see us double the flow and impact of innovation we bring to market, immediately beginning in Q4."
20,We also see tremendous growth potential in doubling our direct connection to consumers
21,"NIKEâ€™s Direct to Consumer business continues to grow much faster than the broader market, and NIKE-branded concepts operated with our strategic partners continue to grow faster than undifferentiated multi-brand stores"
22,"In short, NIKE always wins when we create a home field advantage, that brings together a curated assortment of our products, a NIKE-branded environment, and direct, personal service of the consumers"
23,"To be clear, this opportunity is not simply about branded space"
24,It goes well beyond
25,We see the opportunity to leverage NIKE digital membership to elevate personal service broadly across the marketplace
26,"And, today, NIKE digital members already spend nearly two times what other NIKE consumers spend per transaction"
27,"Identifying, and then aggressively seizing upon these compelling growth opportunities is what we mean when we say NIKE is on the offense, always"
28,"But, before I speak to our go-forward outlook in more detail, letâ€™s take a few moments to reflect on the results that we delivered in Q3."
29,"In Q3, NIKE, Inc"
30,revenue increased 5%
31,"On a currency neutral basis, revenue grew 7%, led by continued double-digit growth in Greater China, Western Europe and the emerging markets"
32,Third quarter diluted EPS of $0.68
33,"increased 24% versus the prior year, driven by revenue growth, SG&A leverage, higher other income, a lower tax rate, and a lower average share count"
34,Gross margin contracted 140 basis points in the quarter
35,Full-priced average selling prices continued to expand
36,"However, margin contracted overall, due to higher product costs, FX headwinds, and off-price sales"
37,"Demand creation decreased 7% to $750 million for the quarter, as our fiscal year spending was front-loaded, due to significant investment around the Olympics and European Football Championships"
38,"Operating overhead decreased 1%, as our continued strategic investments are being funded by productivity gains within our core operational spending"
39,"The effective tax rate for Q3 was 13.8%, compared to 16.3% for the same period last year, primarily due to a reduction in tax reserves and an increase in the mix of earnings from operations outside of the U.S"
40,", which are generally subject to a lower tax rate"
41,"As of February 28th, inventories were up 7%, driven by a higher average cost, due primarily to product mix and to support growth of our DTC businesses"
42,Wholesale inventory units were down 3%
43,"Next, letâ€™s turn to a few of our key operating segments"
44,"North America revenue grew 3% on both a reported and constant-currency basis, as we continued to see balanced growth across both footwear and apparel, highlighted by another quarter of strong growth in NIKE Sportswear and the Jordan Brand"
45,EBIT growth of 9% outpaced revenue growth as gross margin expansion and SG&A leverage delivered increased profitability
46,"As Trevor detailed, we continue to make great progress in North America, rebalancing supply and demand, reigniting momentum in our Basketball business, and sustaining momentum in Sportswear"
47,"That said, the North America retail landscape is not in a steady-state"
48,Digital disruption and other dynamics are resulting in more aggressive promotional activity than we expected 90-days ago
49,"So we are going to remain tight, with respect to the supply that we are putting into the North America market in the short-term, while aggressively driving the initiatives that will reshape and grow the market, and extend NIKEâ€™s"
50,leadership long-term
51,"Now, turning to our international markets, where we continue to have very strong momentum"
52,"First, in Western Europe, revenue increased 10% on a currency neutral basis, as we delivered another quarter of strong multi-dimensional growth led by our Sportswear, Running and Global Football categories"
53,"On a reported basis, revenue increased 4%, while EBIT declined 13%, reflecting the impact of transactional FX headwinds and higher product costs on gross margin, partially offset by SG&A leverage"
54,"In our emerging markets, revenue grew 13% on a currency neutral basis, led by our Sportswear and Running categories"
55,We also saw double-digit growth across most territories
56,"On a reported basis, revenue increased 8%, while EBIT decreased 4% as results continue to be heavily impacted by FX"
57,"Last, but certainly not least, Greater China delivered another quarter of extraordinary results with currency neutral revenue growing 15%"
58,"We continue to see strong momentum across the business, with double-digit growth in wholesale and DTC, footwear and apparel, and nearly all categories"
59,"China as a nation is accelerating towards sport, both in terms of participation and passion, and urbanization continues at full-speed"
60,"With over 350 million Chinese millennials, one of the largest and most important demographics in the world, we believe weâ€™ve just scratched the surface of our growth potential in this important market"
61,"On a reported basis, revenue grew 9% and EBIT expanded 6% due to strong revenue growth and SG&A leverage"
62,"As evidenced in Q3, we extended our longstanding track record of managing all of the levers within our global portfolio to deliver strong results in the near-term, even amidst volatility"
63,"As we look ahead, we will also continue investing and innovating to exceed consumer expectations and fuel long-term sustainable, profitable, capital efficient growth"
64,"As for our specific guidance, in Q4, we expect reported revenue to grow in the mid-single-digit range, slightly below our Q3 reported rate of growth"
65,"On a currency neutral basis, we expect growth in the high single-digit range"
66,"We continue to see very strong growth in our international geographies, ranging from Greater China to Europe to emerging markets"
67,"In North America, we have made great progress over the course of this fiscal year, solidifying the fundamental drivers of growth"
68,We are by far the leading and largest brand in North America with a $15 billion growing portfolio
69,"Based upon the breadth and depth of our portfolio, we anticipate that the currently dynamic overall retail marketplace will create both puts and takes in the short-term"
70,So we are being appropriately measured with respect to our Q4 financial targets for North America
