,Sentences
0,"Thanks, Devin"
1,"Letâ€™s begin with Q2 performance, starting on Slide 4 of the earnings presentation"
2,"In Q2, we generated $2.3 billion of total revenue, $0.45 of non-GAAP EPS and $517 million of free cash flow"
3,We repurchased $507 million of our stock and this week our Board of Directors approved an additional $3 billion share repurchase authorization
4,Moving to active buyers
5,"In the quarter, we increased our total active buyer base to 171 million while trailing 12-month growth was stable at 4%"
6,"Underlying the overall trends, we saw stable retention and continued positive momentum in new user acquisition with particular strength coming from the U.S"
7,and Korea
8,"On Slide 6, in Q2, we enabled $21.5 billion of total GMV, up 5%"
9,"By geography, the U.S"
10,"generated $8.8 billion of GMV, up 30%, while international delivered $12.7 billion of GMV, up 7% year-over-year"
11,"Moving to revenue, we generated total net revenues of $2.3 billion up 7% on an FX neutral basis and up 6% organically, both stable versus the prior quarter"
12,"We delivered $1.8 billion of transaction revenue, up 6%, and $511 million of marketing services and other revenue, up 9%"
13,Turning to Slide 8.
14,"Our Marketplace platform grew GMV by 6% in Q2, one point acceleration versus the prior quarter"
15,"GMV accelerated one point quarter over quarter to 5% and international GMV grew at 6%, stable versus the prior quarter"
16,"Underlying those trends, our B2C growth rate was"
17,"6% year-over-year and C2C growth was 3%, both slightly improving versus the prior quarter"
18,"Total Marketplace revenue was $1.9 billion up 7% year-over-year, two point acceleration versus the prior quarter"
19,"Transaction revenue also grew 7% and accelerated two points versus Q1, one point faster than GMV as the pricing changes we announced in Q1, which are enabling increased investments to drive velocity for our sellers went into effect"
20,"Marketing services and other revenue grew 4%, a deceleration of two points versus the prior quarter"
21,"The deceleration was driven by the elimination of certain third party ads on our site in addition to lapping significant Q1 growth from our co-branded credit card revenue, which is recognized annually in the first quarter"
22,"As we continue to shift our advertising strategy away from third party and towards first party advertising, this will favor transaction revenue putting ongoing pressure on MS&O revenue growth"
23,Moving to Slide 9.
24,"StubHub GMV declined 5% year-over-year decelerating 11 points from Q1 while revenue grew 5%, a deceleration of 14 points versus the prior quarter"
25,This quarter we lapped the strongest growth rates from all of last year in addition to facing into a weaker events landscape as Devin discussed earlier
26,"While we will continue to face comps tough comps through most of Q3, we believe Q2 will be the low point of growth for this year"
27,Moving to Slide 10.
28,"In Q2, Classifieds grew revenue 11%, one point acceleration versus Q1."
29,"Weâ€™re seeing strong growth across our key markets driven by improved user traffic and engagement, partially offset by ongoing monetization headwinds as traffic shifts to our mobile app platforms"
30,Turning to Slide 11 and major cost drivers
31,"In Q2, we delivered non-GAAP operating margin of 27.3%, which is down 180 basis points versus last year, 80 basis points of which was driven by a stronger U.S"
32,dollar impacting all spend categories
33,I will focus my remaining comments on the operational dynamics of our expenses
34,"Cost of revenue increased year-over-year driven by our Ticketbis acquisition, our first party inventory program in Korea and incremental investments in eBay customer support"
35,Q2 sales and marketing expenses decreased as a percentage of revenue as productivity and marketing channels and reallocations across platforms more than offset increased Marketplace brand advertising
36,"In June, we launched a new multichannel brand campaign in the U.S"
37,which will rollout across our key international markets throughout the remainder of the year
38,Product development costs were relatively flat as a percentage of revenue as we are now lapping increased product investments from the second quarter of last year
39,We continue to drive operating leverage to fund ongoing investments in key areas such as the expansion of structured data and the product experience enhancements across our platforms
40,"G&A expenses were up year-over-year driven by the addition of Ticketbis operating expenses and investments in data, security and employee benefits and services"
