,Sentences
0,"Thanks, Rick, and good morning, everyone"
1,"Sales for the second quarter increased 6.8% to $19.5 billion, supported by total customer transaction growth of 3.1% and average total ticket growth of 3.5% to $71.40."
2,RONA sales were approximately $1 billion or 3% of sales growth
3,"As a result of the calendar shift from the 53rd week in fiscal 2016, this yearâ€™s second quarter included one less week of spring and one more week of summer than last year"
4,"While this had no impact on comp sales, it did decrease second quarter total sales growth by approximately $285 million or 1.7%"
5,"Comp sales were 4.5% for the quarter, driven by an average ticket increase of 3.6%, and improved transaction growth of 0.9%"
6,RONA was included in the comp calculation for the first time in the month of July
7,"Looking at the monthly comp trends, comps grew 0.6% in May, 5.3% in June and 7.9% in July"
8,"As Robert and Rick indicated, we were pleased with our improved top line performance versus Q1 and the acceleration of our comp growth through the quarter as we built momentum with successful holiday events and enhanced messaging, driving traffic improvement in both June and July"
9,"During the quarter, we continued to capitalize on market opportunity, as we opened four new stores in the U.S"
10,which drove 80 basis points of growth
11,"Gross margin for the second quarter was 34.21% to sales, a decrease of 23 basis points from the second quarter of last year"
12,The decline was primarily the result of promotional activity and excessive benefits from value improvement and 10 basis points of inflation
13,SG&A for the quarter was 20.16% of sales which leveraged 101 basis points
14,"In last yearâ€™s second quarter, we recorded an $84 million loss on the settlement of a foreign currency hedge entered into in advance of the RONA acquisition"
15,This provided 46 basis points of leverage this year
16,An additional 49 basis points of leverage is driven by $96 million gain from the sale of our interest in Australian joint venture
17,"Also, we drove 20 basis points of favorable leverage, primarily as a result of our new store leadership model"
18,"Somewhat offsetting these items was 10 basis points of deleverage in advertising, as a result of our efforts to amplify the consumer messaging"
19,"Depreciation and amortization for the quarter was $357 million, which leveraged 20 basis points"
20,Operating income increased 98 basis points to 12.2% of sales
21,The comparison to the prior year loss in the foreign currency hedge possibly impacted operating income by 46 basis points and the gain from the sale of our interest in Australian joint venture also positively impacted operating income by 49 basis points
22,"Interest expense for the quarter was $159 million, which leveraged 10 basis points"
23,Effective tax rate for the quarter was 36.2% compared to 38.1% in the second quarter of fiscal 2016.
24,The year-over-year change in our effective tax rate is primarily the result of the gains in the sale of our interest in the Australian joint venture
25,The gain represents the proceeds in excess of book value but did not result in tax expense in the quarter due to a reduction of previously established deferred tax valuation allowances
26,Earnings per share on a GAAP basis was 1.68% for the quarter
27,The gain from the sale of our interest in Australian joint venture increased EPS by approximately $0.11 for the quarter
28,"Adjusted earnings per share was a $1.57, a 14.6% increase over last yearâ€™s adjusted earnings per share of $1.37."
29,Turning to the balance sheet
30,Cash and cash equivalents at the end of the quarter was $1.7 billion
31,"Inventory at $11.4 billion decreased $803 million or 7.6% versus the second quarter of last year, was primarily driven by appliances to support sales growth as well as timing associated with seasonal builds"
32,"Inventory turnover was four times, an increase of 11 basis points from the second quarter of last year"
33,Asset turnover decreased 8 basis points to 1.86.
34,Accounts payable of $8.6 billion represented a $953 million increase or 12.4% over the second quarter of last year due to the timing of purchases and terms improvement
35,"At the end of the second quarter, lease adjusted debt to EBITDAR was 2.21 times"
36,Return on invested capital was 17%
37,The net impact of the gain from the sale of our interest in Australian joint venture and prior year charges negatively impacted ROIC by 153 basis points
38,Now looking at the statement of cash flows
39,"We generated strong operating and free cash flow in the quarter of $5.1 billion and $4.6 billion, respectively"
40,"As we allocate capital, we are focused on investments that align with our strategic priorities to expand our home improvement reach, develop capabilities to anticipate and support customer needs, and generate profitable growth and substantial returns"
41,Our recent acquisition of Maintenance Supply Headquarters demonstrates how weâ€™ve made strategic investments to further grow our pro business by expanding our ability to serve the multifamily housing industry
42,The transaction is expected to be slightly accretive to earnings this year
43,"After strategic investments, we look to return excess cash to shareholders"
44,"In the quarter, we paid $299 million in dividends and in May we entered into a $500 million accelerated share repurchase agreement, which settled in the quarter for approximately 6.4 million shares"
45,We also repurchased approximately 9.4 million shares for $750 million through the open market
46,"In total, we repurchased $1.2 billion of stock in the quarter; we have approximately $2.6 billion remaining under share repurchase authorization"
47,"Looking ahead, Iâ€™d like to address several of the items detailed in Loweâ€™s business outlook"
48,"First, as weâ€™ve discussed, we were pleased with the acceleration of our comp growth in the quarter, the result of our amplified marketing messages, compelling offers and integrated omni-channel experience; the incremental investments weâ€™ve made in these areas are paying off and weâ€™ll continue those investments into the second half of 2017."
49,"Second, as Robert and Rick shared, weâ€™ve also made the decision to reinvest in incremental customer-facing hours in the second half"
