,Sentences
0,Good afternoon
1,"Joining me on our call today are Michael O'Sullivan, President and Chief Operating Officer; Gary Cribb, Executive Vice President, Stores and Loss Prevention; John Call, Executive Vice President, Finance and Legal; Michael Hartshorn, Group Senior Vice President and Chief Financial Officer; and Connie Kao, Vice President, Investor Relations"
2,"We'll begin our call today with a review of our third quarter and year-to-date performance, followed by our outlook for the remainder of the year"
3,"Afterwards, we'll be happy to respond to any questions you may have"
4,"As noted in today's press release, our third quarter sales and earnings outperformed our expectations despite being up against our toughest prior year comparison and two major hurricanes during the quarter"
5,"We are pleased with these results, which reflect our continued market share gains in a challenging retail environment"
6,"Earnings per share for the period were $0.72, up 16% from last year"
7,These results include an approximate $0.01 benefit from favorable expense timing that's expected to reverse in the fourth quarter
8,Net earnings grew to $274 million compared to $204 million in the prior year
9,"Sales for the third quarter rose 8% to $3.3 billion, with comparable store sales up 4% on top of a robust 7% gains last year"
10,Operating margin of 13.3% was better than expected mainly due to a combination of higher merchandise margins and leverage on above-plan sales
11,"For the first nine months of fiscal 2017, earnings per share were $2.36, up 15% on top of an 11% increase in the prior year"
12,"Net earnings were $912 million, up from $817 million last year"
13,"Sales year-to-date rose 8% to $10.1 billion, with comparable store sales up 4% versus a 4% gain in the same period last year"
14,"By region, trends were fairly broad-based, with the Midwest performing the strongest during the period"
15,We estimate that the hurricanes in Texas and Florida had a minimal impact to the quarter as sales rebounded significantly following the storms
16,"By merchandise category, children's was the best-performing area, benefiting from solid execution of our merchandising strategies"
17,"Similar to Ross, dd's DISCOUNTS continue to post better-than-expected gains in both sales and operating profit for the third quarter"
18,"As we ended the third quarter, total consolidated inventories were up 4%, with average in-store inventories flat compared to the prior year"
19,Packaway as a percent of total inventories was 46% compared to 45% last year
20,"Turning to our expansion programs, we opened 30 new Ross and 10 dd's DISCOUNTS locations in third quarter, completing our 2017 store opening program"
21,"We expect to end the year with 1,408 Ross and 213 dd's DISCOUNTS stores, a net increase of 88 locations for fiscal 2017."
22,Now Michael Hartshorn will provide further color on our third quarter results and details on our guidance for the remainder of the year
23,"Thank you, Michael"
24,"Again, we are pleased with the better-than-expected results we achieved in the third quarter despite facing our toughest prior year comparisons and two major hurricanes"
25,"As we enter the fourth quarter, we are encouraged by our above-plan sales and earnings trends year-to-date"
26,"In addition, our merchants have done an excellent job of acquiring exciting assortment of sharply priced name-brand fashions and gifts to appeal to today's holiday shoppers"
27,"While we're optimistic about our prospects for the fourth quarter, our guidance reflects an uncertain external environment and the likelihood of yet another very promotional holiday season"
28,"As Michael just mentioned, we also faced our own challenging multi-year comparisons"
29,"Nonetheless, we believe that off-price will remain a strong performing segment in retail, driven by consumers ongoing focus on value"
30,"Most importantly, we have a consistent track record of being able to deliver the compelling bargains that our customers' desire"
31,All of this makes us confident in our ability to achieve solid growth in sales and earnings over the long term
32,"At this point, we'd like to open up the call and respond to any questions you might have"
33,Question-and-Answer Session
34,"In terms of a product this year versus last year, what I would say is that our business is performing â€"
35,“ our performance is pretty broad-based right now
36,So we feel good as we enter into the fourth quarter that both our apparel and non-apparel businesses are working well
