,Sentences
0,"Thank you, Kevin, and good morning, everyone"
1,AMETEK had another excellent quarter
2,We delivered results that exceeded our expectations and continue to see very solid growth in both sales and orders
3,This growth is broad-based across our businesses
4,"Our businesses are executing very well, which is evident in our strong operating performance and cash generation"
5,"This strong sales and operating performance is translating into excellent earnings results, with diluted earnings per share in the second quarter up 10% over the prior year"
6,"As a result, we have again raised our full year earnings guidance range"
7,"Now, on to the financial and business highlights for the quarter"
8,"Sales in the second quarter were a record $1.06 billion, up 9% compared to the same quarter in 2016."
9,"Organic sales were up 4%, acquisitions added 6%, and foreign currency was a 1% headwind in the quarter"
10,We are very encouraged with the continued strong level of organic sales growth as it again exceeded our expectations
11,"We also saw excellent growth in orders, with overall orders up 20% and organic orders up a very strong 12%"
12,This order performance follows a strong order performance we saw in the first quarter and is driving a record level of backlog at over $1.3 billion
13,"Operating income in the quarter was $232.4 million, up 6% from the second quarter of 2016."
14,"Reported operating income margins were 21.8% in the quarter with core margins at 22.7%, up 30 basis points versus the prior year"
15,"Diluted earnings per share was $0.65, an increase of 10% compared to last year's second quarter of $0.59 per share"
16,Our strong operating performance continues to translate into excellent cash flow generation
17,"Our operating cash flow in the quarter was excellent, with free cash flow conversion at 123% of net income"
18,"Now turning to the individual operating groups; first, the Electronic Instruments Group"
19,"In the quarter, EIG sales were a record $657.7 million, up 10% versus the second quarter of 2016."
20,Organic sales were up 2%
21,"The acquisitions of Rauland, Nu Instruments, and HS Foils contributed 9% and foreign currency was a 1% headwind"
22,"EIG's operating income for the second quarter was very strong at $165.2 million, up 9% versus the same period in 2016, with operating income margins an excellent 25.1%"
23,The Electromechanical Group had another great quarter with robust sales and orders growth
24,Overall sales were up 7% versus the second quarter of 2016.
25,"Organic sales were also up 7%, with 1% acquisition growth, offset by a 1% foreign currency headwind"
26,"EMG's second quarter operating income was $85.6 million, up 7% over the prior year, with operating income margins a very strong 21%"
27,"Overall, our results for the quarter were outstanding"
28,AMETEK is performing very well and we are poised for a strong second half of the year
29,"Before I discuss our updated outlook for the year, let me touch on developments and our four growth strategies"
30,"First, acquisitions"
31,We are very pleased with our efforts on the acquisition front
32,"We completed the acquisition of MOCON on June 22, following shareholder and regulatory approvals"
33,"MOCON is the leading provider of laboratory and field gas analysis instrumentation to research labs, production facilities and QC departments, in food and beverage, pharmaceutical and industrial applications"
34,"We are very excited about this acquisition, and I would like to welcome the MOCON team to AMETEK"
35,"With the acquisitions of MOCON and Rauland, two very high-quality businesses, AMETEK has deployed approximately $520 million in capital thus far in 2017."
36,Our M&A and business development teams remain very active in developing our acquisition pipeline
37,We remain confident in our ability to continue to deploy our free cash flow on value-enhancing acquisitions
38,"And as we've proven, AMETEK has a robust acquisition process in place to integrate and improve acquired businesses"
39,"Next, new product development"
40,We continue to design and develop new products and solutions to solve our customers' most complex and challenging problems
41,"We have outstanding engineering talent, combined with excellent new product development capability"
42,"Our vitality index, which measures the portion of total sales coming from new products, was excellent at 25% of sales in the second quarter"
43,This level of vitality speaks to the quality and success of our new product development efforts
44,"I wanted to highlight one example of a new product introduced in the second quarter, the Creaform MaxSHOT Next"
45,"The MaxSHOT Next is a new optical coordinate measuring system designed for large-scale metrology projects mainly in the aerospace, automotive and transportation industries"
