,Sentences
0,"Thanks, Inge, and good morning, everyone"
1,I'll start on slide 5.
2,"As Inge mentioned, GAAP earnings for the quarter were $2.58 per share"
3,"Since we had several moving parts this quarter, I thought I would take a moment to cover each item to make our underlying second quarter performance as clear as possible"
4,"As Inge mentioned, we continue to execute our plans in Q2 to strengthen the company for the future"
5,"During the quarter, we made incremental strategic investments of $178 million; $39 million was growth related and $139 million related to portfolio and footprint actions"
6,"For the second half of the year, we anticipate another $0.20 to $0.25 per share impact from incremental strategic investments, largely footprint related"
7,These actions drive greater productivity from our manufacturing and supply chain base and will improve our service to our customers
8,"Looking ahead, we expect footprint actions to be, at a minimum, an expense of $0.10 per share in 2018."
9,This expectation includes benefits from actions implemented in 2017.
10,"In addition, we had divestiture related activity in the quarter which added $0.57 to GAAP earnings per share, of which $0.54 relates to the identity management business"
11,"Taking into account these items, underlying earnings were $2.25 per share, up 8.2% year-on-year"
12,Please turn to slide 6 for a recap of our quarterly sales performance
13,"We posted good organic growth in the quarter of 3.5%, with volumes up a solid 3.8%"
14,Selling prices were down 30 basis points year-on-year due to a couple of factors
15,"Strong volume growth in electronics had a negative impact on price, and we saw less price growth in Latin America as currencies were more stable versus the U.S"
16,We continued to actively manage the portfolio in Q2 and divested some non-strategic businesses which reduced sales by 100 basis points
17,Foreign currency translation decreased sales by another 60 basis points
18,"All in, second quarter sales, in U.S"
19,"dollars, increased 1.9% versus last year"
20,In the U.S
21,", organic growth was 1.9%, led by a mid-single digit increase in Industrial"
22,Our Health Care and Safety and Graphics businesses delivered low single-digit growth in the quarter
23,The Consumer business was down 1% organically in the U.S
24,"in Q2, impacted by continued channel adjustments in the office market"
25,Asia Pacific led the company with organic growth of 10% in Q2.
26,"All business groups within APAC posted strong growth in the quarter, including a double-digit increase in Electronics and Energy and high single-digit growth in each of our other four business groups"
27,Organic growth was 17% in China/Hong Kong and 8% in Japan
28,"Excluding our electronics related businesses, China/Hong Kong grew 12% and Japan was up 4%"
29,"Moving to EMEA, organic growth declined 2% in Q2, with a similar result in West Europe"
30,This area experienced fewer billing days versus last year due to the timing of the Easter holiday
31,"Through the first half of the year, EMEA grew 1% organically, led by our Safety and Graphics and Industrial businesses"
32,"Finally, Q2 organic growth in Latin America/Canada was 4%, with all businesses posting positive growth"
33,"Health Care led the way, up high single-digits and Consumer grew mid-single digits"
34,"At a country level, Mexico continued to deliver strong organic growth at 8%"
35,Brazil was up 6% while Canada grew 3%
36,"We continue to generate broad-based growth across the globe, giving us confidence in our full-year expectations, which Inge will discuss later"
37,Please turn to slide 7 for the second quarter P&L highlights
38,"Company-wide second quarter sales were $7.8 billion with net income of $1.6 billion, up 23%"
39,"On a GAAP basis, second quarter operating margins were 28%, or 24.3% year-over-year excluding the previously mentioned impact from incremental strategic investments and divestitures"
40,Let's take a closer look at the various components of our margin performance in the second quarter
