,Sentences
0,"Thank you, Mitch"
1,"Overall, our business continues to deliver growth and margin expansion in a challenging environment"
2,"In our Buy segment, revenue remains weak as a result of challenging fast-moving consumer goods environment in the U.S"
3,"However, we continue to drive growth across the rest of the business in both Watch and Buy while also delivering margin expansion"
4,This is indicative of the strength of the portfolio and the resiliency of this business
5,Let me give a few more details on our total company performance in the second quarter
6,On the left side of the page are our results on a U.S
7,GAAP basis
8,"Revenue was just over $1.64 billion, up 3% on a reported basis, driven by solid growth in our Watch segment and the emerging markets in Buy, partially offset by 110 basis points of currency headwind and continued softness in our U.S"
9,Buy market
10,"Net income was $131 million, and net income per share was $0.37."
11,"Our net income per share results were driven by revenue growth, margin expansion and lower restructuring charges"
12,Moving to the right side of the page
13,"On a non-GAAP basis, total revenue was up 4.1% constant currency"
14,The net of acquisitions and dispositions contributed approximately two points to our revenue growth
15,"Our core revenue, which we define as total revenue less noncore or nonstrategic assets, grew 7.6% constant currency in the quarter and just under 4% excluding the Gracenote acquisition"
16,Iâ€™ll provide more color on the segments in just a few moments
17,"Adjusted EBITDA was $512 million, up 4.9% constant currency, and adjusted EBITDA margins were 31.1%, up 25 basis points on a constant-currency basis"
18,"As Iâ€™ve mentioned in the past, we are running the productivity play with intensity and delivering cost efficiencies which help us expand margins and fund growth initiatives like electronic measurement in diary markets, expanding coverage in Buy and funding the Connected System"
19,"Free cash flow was $162 million, which was a record second quarter and was up 65.3% versus a year ago"
20,We remain on track for our full year plan of approximately $900 million to fuel growth and return cash to our shareholders
21,"Next, Iâ€™ll move to the segments, starting with Watch"
22,And the key takeaway is that our Watch segment continues to perform well and is delivering solid revenue and EBITDA growth
23,"Revenue was $821 million, up 10.9% constant currency"
24,"Excluding Gracenote, Watch revenue grew 3.5% constant currency"
25,"Audience Measurement of Video and Text was up 16% and excluding Gracenote grew 4.7% constant currency, led by strength in total Audience Measurement"
26,"In addition to strength in national TV, we continue to see momentum in Digital Ad Ratings and Digital Content Ratings"
27,"Digital Ad Ratings campaigns grew 33% in the quarter, and we now have over 400 advertisers using the product, including all of the top 25 in the U.S"
28,"Digital Content Ratings also continue to see strong momentum as we increased penetration among top digital publishers, including Facebook"
29,"As expected, Audio was flat in the quarter"
