,Word,Lemma,POSTag,Shape
0,Good,good,JJ,Xxxx
1,morning,morning,NN,xxxx
2,"
","
",_SP,"
"
3,So,so,RB,Xx
4,for,for,IN,xxx
5,the,the,DT,xxx
6,first,first,JJ,xxxx
7,time,time,NN,xxxx
8,",",",",",",","
9,we,-PRON-,PRP,xx
10,will,will,MD,xxxx
11,be,be,VB,xx
12,reporting,report,VBG,xxxx
13,Corporate,Corporate,NNP,Xxxxx
14,as,as,IN,xx
15,a,a,DT,x
16,standalone,standalone,JJ,xxxx
17,segment,segment,NN,xxxx
18,"
","
",_SP,"
"
19,I,-PRON-,PRP,X
20,think,think,VBP,xxxx
21,this,this,DT,xxxx
22,provides,provide,VBZ,xxxx
23,a,a,DT,x
24,bit,bit,NN,xxx
25,more,more,JJR,xxxx
26,transparency,transparency,NN,xxxx
27,to,to,IN,xx
28,the,the,DT,xxx
29,true,true,JJ,xxxx
30,underlying,underlying,JJ,xxxx
31,EBITA,EBITA,NNP,XXXX
32,performance,performance,NN,xxxx
33,of,of,IN,xx
34,our,-PRON-,PRP$,xxx
35,businesses,business,NNS,xxxx
36,"
","
",_SP,"
"
37,This,this,DT,Xxxx
38,segment,segment,NN,xxxx
39,is,be,VBZ,xx
40,really,really,RB,xxxx
41,comprised,comprise,VBN,xxxx
42,of,of,IN,xx
43,enterprise,enterprise,NN,xxxx
44,-,-,HYPH,-
45,wide,wide,JJ,xxxx
46,costs,cost,NNS,xxxx
47,like,like,IN,xxxx
48,executive,executive,JJ,xxxx
49,management,management,NN,xxxx
50,costs,cost,NNS,xxxx
51,",",",",",",","
52,public,public,JJ,xxxx
53,company,company,NN,xxxx
54,costs,cost,NNS,xxxx
55,",",",",",",","
56,and,and,CC,xxx
57,other,other,JJ,xxxx
58,functional,functional,JJ,xxxx
59,administrative,administrative,JJ,xxxx
60,costs,cost,NNS,xxxx
61,that,that,WDT,xxxx
62,really,really,RB,xxxx
63,are,be,VBP,xxx
64,n't,not,RB,x'x
65,directly,directly,RB,xxxx
66,attributable,attributable,JJ,xxxx
67,to,to,IN,xx
68,our,-PRON-,PRP$,xxx
69,primary,primary,JJ,xxxx
70,businesses,business,NNS,xxxx
71,"
","
",_SP,"
"
72,Our,-PRON-,PRP$,Xxx
73,Corporate,corporate,JJ,Xxxxx
74,segment,segment,NN,xxxx
75,expense,expense,NN,xxxx
76,did,do,VBD,xxx
77,decrease,decrease,VB,xxxx
78,12,12,CD,dd
79,%,%,NN,%
80,year,year,NN,xxxx
81,over,over,IN,xxxx
82,year,year,NN,xxxx
83,",",",",",",","
84,and,and,CC,xxx
85,this,this,DT,xxxx
86,was,be,VBD,xxx
87,primarily,primarily,RB,xxxx
88,due,due,JJ,xxx
89,to,to,IN,xx
90,some,some,DT,xxxx
91,of,of,IN,xx
92,the,the,DT,xxx
93,productivity,productivity,NN,xxxx
94,initiatives,initiative,NNS,xxxx
95,and,and,CC,xxx
96,the,the,DT,xxx
97,merger,merger,NN,xxxx
98,synergies,synergy,NNS,xxxx
99,that,that,WDT,xxxx
100,we,-PRON-,PRP,xx
101,had,have,VBD,xxx
102,identified,identify,VBN,xxxx
103,as,as,IN,xx
104,part,part,NN,xxxx
105,of,of,IN,xx
106,the,the,DT,xxx
107,planning,planning,NN,xxxx
108,process,process,NN,xxxx
109,last,last,JJ,xxxx
110,year,year,NN,xxxx
111,",",",",",",","
112,and,and,CC,xxx
113,both,both,DT,xxxx
114,were,be,VBD,xxxx
115,a,a,DT,x
116,bit,bit,NN,xxx
117,better,better,RBR,xxxx
118,than,than,IN,xxxx
119,expected,expect,VBN,xxxx
120,in,in,IN,xx
121,the,the,DT,xxx
122,quarter,quarter,NN,xxxx
123,"
","
",_SP,"
"
124,If,if,IN,Xx
125,I,-PRON-,PRP,X
126,turn,turn,VBP,xxxx
127,to,to,TO,xx
128,slide,slide,NN,xxxx
129,13,13,CD,dd
130,",",",",",",","
131,there,there,EX,xxxx
132,are,be,VBP,xxx
133,a,a,DT,x
134,lot,lot,NN,xxx
135,of,of,IN,xx
136,moving,move,VBG,xxxx
137,pieces,piece,NNS,xxxx
138,in,in,IN,xx
139,this,this,DT,xxxx
140,quarter,quarter,NN,xxxx
141,relative,relative,JJ,xxxx
142,to,to,IN,xx
143,the,the,DT,xxx
144,special,special,JJ,xxxx
145,items,item,NNS,xxxx
146,and,and,CC,xxx
147,also,also,RB,xxxx
148,the,the,DT,xxx
149,fact,fact,NN,xxxx
150,that,that,IN,xxxx
151,Adient,Adient,NNP,Xxxxx
152,is,be,VBZ,xx
153,for,for,IN,xxx
154,the,the,DT,xxx
155,first,first,JJ,xxxx
156,time,time,NN,xxxx
157,reported,report,VBN,xxxx
158,as,as,IN,xx
159,a,a,DT,x
160,discontinued,discontinue,VBN,xxxx
161,operation,operation,NN,xxxx
162,"
","
",_SP,"
"
163,Given,give,VBN,Xxxxx
164,the,the,DT,xxx
165,size,size,NN,xxxx
166,of,of,IN,xx
