,Word,Lemma,POSTag,Shape
0,Thanks,thanks,UH,Xxxxx
1,",",",",",",","
2,Alex,Alex,NNP,Xxxx
3,",",",",",",","
4,and,and,CC,xxx
5,good,good,JJ,xxxx
6,morning,morning,NN,xxxx
7,",",",",",",","
8,everyone,everyone,NN,xxxx
9,"
","
",_SP,"
"
10,Before,before,IN,Xxxxx
11,I,-PRON-,PRP,X
12,get,get,VBP,xxx
13,into,into,IN,xxxx
14,a,a,DT,x
15,detailed,detailed,JJ,xxxx
16,review,review,NN,xxxx
17,of,of,IN,xx
18,the,the,DT,xxx
19,businesses,business,NNS,xxxx
20,",",",",",",","
21,let,let,VB,xxx
22,me,-PRON-,PRP,xx
23,start,start,VB,xxxx
24,with,with,IN,xxxx
25,a,a,DT,x
26,quick,quick,JJ,xxxx
27,integration,integration,NN,xxxx
28,update,update,NN,xxxx
29,on,on,IN,xx
30,slide,slide,NN,xxxx
31,7,7,CD,d
32,.,.,.,.
33,Over,over,IN,Xxxx
34,the,the,DT,xxx
35,last,last,JJ,xxxx
36,few,few,JJ,xxx
37,months,month,NNS,xxxx
38,",",",",",",","
39,the,the,DT,xxx
40,Buildings,Buildings,NNP,Xxxxx
41,organization,organization,NN,xxxx
42,has,have,VBZ,xxx
43,gone,go,VBN,xxxx
44,through,through,IN,xxxx
45,an,an,DT,xx
46,impressive,impressive,JJ,xxxx
47,amount,amount,NN,xxxx
48,of,of,IN,xx
49,change,change,NN,xxxx
50,",",",",",",","
51,and,and,CC,xxx
52,we,-PRON-,PRP,xx
53,'ve,have,VB,'xx
54,made,make,VBN,xxxx
55,a,a,DT,x
56,considerable,considerable,JJ,xxxx
57,amount,amount,NN,xxxx
58,of,of,IN,xx
59,progress,progress,NN,xxxx
60,towards,towards,IN,xxxx
61,aligning,align,VBG,xxxx
62,the,the,DT,xxx
63,new,new,JJ,xxx
64,leadership,leadership,NN,xxxx
65,structure,structure,NN,xxxx
66,in,in,IN,xx
67,the,the,DT,xxx
68,most,most,RBS,xxxx
69,optimal,optimal,JJ,xxxx
70,way,way,NN,xxx
71,possible,possible,JJ,xxxx
72,with,with,IN,xxxx
73,a,a,DT,x
74,focus,focus,NN,xxxx
75,on,on,IN,xx
