,Word,Lemma,POSTag,Shape
0,Thanks,thanks,UH,Xxxxx
1,",",",",",",","
2,George,George,NNP,Xxxxx
3,",",",",",",","
4,and,and,CC,xxx
5,good,good,JJ,xxxx
6,morning,morning,NN,xxxx
7,"
","
",_SP,"
"
8,Letâ€,Letâ€,NNP,Xxxx€
9,™,™,CD,™
10,s,s,POS,x
11,start,start,NN,xxxx
12,with,with,IN,xxxx
13,our,-PRON-,PRP$,xxx
14,new,new,JJ,xxx
15,segment,segment,NN,xxxx
16,structure,structure,NN,xxxx
17,within,within,IN,xxxx
18,Building,Building,NNP,Xxxxx
19,Technologies,Technologies,NNPS,Xxxxx
20,&,&,CC,&
21,Solutions,Solutions,NNPS,Xxxxx
22,on,on,IN,xx
23,Slide,Slide,NNP,Xxxxx
24,10,10,CD,dd
25,.,.,.,.
26,As,as,IN,Xx
27,you,-PRON-,PRP,xxx
28,can,can,MD,xxx
29,see,see,VB,xxx
30,",",",",",",","
31,Buildings,Buildings,NNPS,Xxxxx
32,has,have,VBZ,xxx
33,two,two,CD,xxx
34,main,main,JJ,xxxx
35,components,component,NNS,xxxx
36,:,:,:,:
37,Building,Building,NNP,Xxxxx
38,Solutions,Solutions,NNPS,Xxxxx
39,and,and,CC,xxx
40,Global,global,JJ,Xxxxx
41,products,product,NNS,xxxx
42,"
","
",_SP,"
"
43,Building,Building,NNP,Xxxxx
44,Solutions,Solutions,NNPS,Xxxxx
45,",",",",",",","
46,which,which,WDT,xxxx
47,has,have,VBZ,xxx
48,annual,annual,JJ,xxxx
49,revenue,revenue,NN,xxxx
50,of,of,IN,xx
51,about,about,RB,xxxx
52,$,$,$,$
53,15,15,CD,dd
54,billion,billion,CD,xxxx
55,",",",",",",","
56,is,be,VBZ,xx
57,our,-PRON-,PRP$,xxx
58,field,field,NN,xxxx
59,business,business,NN,xxxx
60,and,and,CC,xxx
61,direct,direct,JJ,xxxx
62,channel,channel,NN,xxxx
63,"
","
",_SP,"
"
64,We,-PRON-,PRP,Xx
65,operate,operate,VBP,xxxx
66,in,in,IN,xx
67,a,a,DT,x
68,regional,regional,JJ,xxxx
69,structure,structure,NN,xxxx
70,and,and,CC,xxx
71,report,report,VBP,xxxx
72,3,3,CD,d
