,Sentences
0,"Thanks, Bill, and good morning"
1,I'd like to start by sharing with everyone that Phebe is not able to be here today as she was unfortunately hit with a bad case of the flu
2,"She's asked me to cover today's call, and I've invited our Controller, Bill Moss, to join me"
3,We all wish Phebe a full and speedy recovery
4,"But for now, let's get on with the results"
5,"As is apparent from our press release, we enjoyed another strong quarter"
6,"We reported EPS from continuing operations of $2.52 per fully diluted share on revenue of $7.58 billion; operating earnings of $1.052 billion; and income from continuing operations of $764 million, a 10.1% return on sales"
7,The EPS performance was $0.16 better than the year ago quarter and $0.09 better than consensus
8,"Against the year ago quarter, revenue was down $77 million, or 1%, but operating earnings were up $37 million, a 3.6% increase; and income from continuing operations was up $33 million, a 4.5% increase"
9,The quarter's operating margin at 13.9% is 60 basis points better than the third quarter of 2016.
10,"Once again, we enjoyed very positive operating leverage"
11,"Sequentially, revenue was down $95 million, or 1.2%, while operating earnings were down $4 million and operating margin was up 10 basis points"
12,"From an operating perspective, the second and third quarters look a lot alike as we said they would"
13,The $0.07 EPS improvement was driven by a modestly lower share count and a 180-basis point lower effective tax rate in the third quarter
14,"On a year-to-date basis, revenue was off $211 million, less than 1%"
15,"However, operating earnings are up $177 million, or 6%, and operating margins are up 90 basis points"
16,"Importantly, earnings from continuing operations are also up $177 million, or 8.4%; and earnings per share from continuing operations are up $0.71, 10.5% better year-to-date"
17,"With respect to cash, we had very efficient conversion in the quarter"
18,We had net cash provided by operating activities of $871 million and free cash flow from operations of $751 million
19,"For the year-to-date, we have cash flow from operations slightly in excess of $1.6 billion"
20,"As you can see from the charts attached to our press release, an important story in the quarter was the very healthy backlog increase"
21,"The total backlog of $63.9 billion is a $5.4 billion increase, in excess of 9% over the second quarter"
22,"There was very good contract activity in all of our groups, with particularly strong order intake in the Marine group"
23,"I should point out that each of our defense businesses enjoyed backlog growth, with the exception of NASSCO, and it didn't miss by much"
24,"Let me say a few words about each of our business groups, and I'll start with Aerospace"
25,Aerospace had another solid quarter
26,"Revenue was up $70 million, or 3.6%, compared to the third quarter of 2016; and operating earnings increased $8 million, or 2.1%, to $385 million on an operating margin of 19.3%"
27,"On a sequential basis, the group experienced $83 million less in revenue, about 4%, and a $40 million reduction in operating earnings attributable to a 120-basis point contraction in margins"
28,"On a year-to-date basis, revenue was up $157 million, or 2.6%; and operating earnings are up $120 million, or 10.6%, on a 150-basis point improvement in operating margin"
29,We had good order intake in the quarter for the group of 0.8 to 1 book to bill measured on a dollar value of orders basis
30,But Gulfstream alone was a 0.9 to 1 book to bill on both a dollar value and a number of units basis
31,I can also tell you that our pipeline and active sale discussions are quite good
32,"We're, again, reasonably optimistic about our order intake in the fourth quarter"
33,"and I expect it to look much like the third quarter, if not somewhat better"
34,"Our certification flying continues to progress well, including the additional test points required to extend the G500 and G600 range"
35,"As we announced during the recent NBAA Air show, additional testing has enabled us to increase the G500 range by 200 nautical miles at 0.85 mach and 600 nautical miles at 0.90 mach"
36,"It's really quite remarkable that the G500, with a 5200-nautical mile range at 0.85 mach, can travel 4400 nautical miles at 0.90."
37,This was the approximate range of the G450 at 0.80 mach
38,"On the G600, our additional validation tests have proven an additional 300 nautical miles at 0.85 mach as well as 300 nautical miles at 0.90 mach"
39,The additional testing required for the specific fuel consumption and center of gravity test points have ensured proper performance and safety margins in both aircraft
40,"Although this lengthened the program schedule, we believe the resultant value to our customers was worth the effort"
41,"While flying has progressed on schedule, testing by one of our suppliers for component level qualification associated with the concurrent FAA and EASA certification has added a new complexity at the end of the program"
42,"While we accounted for this type of supplier impact in our plan, one of our suppliers apparently didn't anticipate the additional EASA test requirements and is somewhat behind"
43,We expect to resolve this issue and deliver the G500 to our customers as planned
44,"If you recall, when we announced the G500 and G600 in 2014, our plan was to deliver in 2018 and 2019, respectively"
45,So we're still on track and we continue to monitor the supplier closely as we near the end of the certification program
46,"Turning to Combat Systems, the group had an excellent quarter with revenue of $1.5 billion, operating earnings of $247 million, and a really strong 16.5% operating margin"
47,"As you would expect, the quarter-over-quarter, sequential, and year-to-date comparisons are all quite favorable"
