,Sentences
0,"Thanks, Dave, and good morning, everyone"
1,Thank you for joining the call this morning
2,Please go to Slide number 7.
3,This slide depicts the components of our revenue growth for both the fourth quarter and the full year
4,I'll focus on the total Allegion results and cover the regions on their respective slides
5,"As indicated, we delivered 5.2% and 5.8% organic growth in the fourth quarter and full year, respectively"
6,"The strong organic growth reflects improved markets, the introduction of new products and the company's channel initiatives"
7,"Pricing was favorable in the quarter in all regions, as the company remains disciplined in taking necessary pricing actions to help mitigate the impacts of rising commodity prices"
8,"Foreign currency was a headwind in the quarter, particularly in the EMEIA region"
9,"During the quarter, divestitures were a slight headwind, which offset the impact of acquisitions"
10,"For the year, all three regions were favorable on price and saw headwinds from foreign currencies"
11,Acquisitions more than offset the impact of divestitures
12,Please go to slide number eight
13,Reported net revenues for the quarter were $569.7 million
14,"This reflects an increase of 4.4% versus the prior year, up 5.2% on an organic basis"
15,"I was particularly pleased with the outstanding organic revenue growth from Americas, which had strong growth in both the non-residential and residential businesses off a tough comparison from the prior year"
16,We continue to make significant progress with our new product introductions and channel strategies
17,"We had improved pricing in the quarter, offsetting the currency headwinds seen in EMEIA"
18,"In the fourth quarter, we lapped the large acquisitions completed during 2015."
19,"As such, during the quarter, the incremental contribution from acquisitions was offset by the impact of the divestiture of the system integration business in the fourth quarter of 2015."
20,"Adjusted operating income of $102 million and adjusted operating margin of 17.9% declined 1.4% and 110 basis points, respectively, when compared to the prior year"
21,"Included in these numbers is the environmental remediation charge of $15 million, which had a 260 basis point impact on the adjusted operating margin in the quarter"
22,"Excluding the environmental charge, the underlying operational improvement was driven by solid incremental volume leverage and continued progress on our EMEIA margin transformation"
23,"During the quarter, price and productivity more than offset the impacts of inflation and incremental investments"
24,"Our EBITDA margin of 20.5% was a 110 basis point decline versus the prior year but, similar to adjusted operating margin mentioned earlier, includes the 260 basis point impact of the environmental remediation charge"
25,"Excluding the charge, all regions improved during the quarter"
26,"The business continues to execute at a high level, demonstrating both strong organic growth and operational margin improvement, while continuing to make investments for future profitable growth"
27,Please go to slide number 9.
