,Sentences
0,"Thanks, Ed, and thank you all for joining us this morning"
1,"In a quarter where two of our biggest operating areas were heavily impacted by hurricanes, our employees maintained their focus on servicing our customers, improving core price, growing profitable volume and controlling costs to produce arguably the best quarter Waste Management has had in its history"
2,Our operating EBITDA grew by about 7% in the quarter to $1.071 billion when compared to the third quarter of 2016.
3,This is the second consecutive quarter of record operating EBITDA
4,The strong operating EBITDA continued to translate into free cash flow at a conversion rate of almost 50%
5,"And as a result, our free cash flow grew more than 18% for the same comparative period, despite an increase in cash taxes paid and capital spending"
6,Devina will discuss our cash flow in detail
7,"But based upon our performance through the first nine months of the year, we are raising our full year free cash flow guidance"
8,"Our new guidance range is $1.7 billion to $1.75 billion, up from $1.5 billion to $1.6 billion"
9,"We generated $0.90 of EPS in the third quarter, an increase of 7.1% when compared to the third quarter of 2016."
10,In that EPS number was a $0.01 negative impact from hurricanes Harvey and Irma and a $0.01 drag from the expiration of fuel tax credits
11,"Despite these $0.02 of headwinds, we grew EPS by $0.06 versus the third quarter of 2016."
12,"Given our strong earnings performance, we are raising our full year 2017 guidance of adjusted earnings per diluted share"
13,"Our new guidance range is $3.19 to $3.21, up from $3.14 to $3.18."
14,"As we saw in the second quarter, our strong growth in EPS, EBITDA and free cash flow was driven by solid growth in revenue and operating income"
15,Our revenues grew by $168 million or 4.7%
16,The majority of the revenue growth was from yield and volume growth in our traditional solid waste business
17,"In addition, the recycling line of business contributed $52 million to our revenue growth"
18,We continue to focus on disciplined pricing as demonstrated by core price continuing to exceed our full year target
19,"In the third quarter, our collection and disposal core price was 4.7% and our yield was 2%"
20,Our strong pricing led to income from operations growing 8.3% and income from operations margin improving 60 basis points
21,"On the recycling front, the third quarter was solid in spite of commodity price pressure we started to see late in the quarter"
22,Our recycling earnings grew a little more than $0.01 per share when compared to the third quarter of 2016.
23,"While prices remained strong for most of the quarter, up 26.5% year-over-year, we were impacted on the volume side, primarily due to the hurricanes in Texas and Florida, where some of our customers' recycling programs continue to be temporarily suspended"
24,"As a result, our tons sold in September were at the lowest level that we've seen in seven years and third quarter recycled MRF tons declined 9.1%"
25,There are several issues that could impact recycling results in the fourth quarter and the early part of 2018.
26,"In July, China announced to the World Trade Organization that they were going to ban 24 materials from import into China beginning in 2018."
27,"However, this ban is expected to have a minimal impact to Waste Management given the materials that we export to China"
28,"In September, our Chinese mill customers informed us that the government was not issuing additional import licenses for recycled materials such as newsprint and cardboard"
29,"Since China has been a large customer of recycled materials, this has put the global recycling industry in a bind and forced processors around the world to find alternative markets for materials we collect every day"
30,"Thanks to our recycling group's expertise and global relationships, we've been able to leverage alternative recycling markets outside of China to further de-risk the business"
31,Recycling is a key service offering for our customers
32,And I'm proud to say that our customers' materials received at our MRFs have been processed and not warehoused or landfilled as a result of this disruption
33,"For the fourth quarter, the month of October has seen a significant drop in pricing and we now expect a negative $0.03 impact in the quarter from our recycling operations on a year-over-year basis"
34,"However, we do not expect the low pricing in October to become a new normal and while we typically would not give 2018 guidance at this time, based upon current market conditions, we expect to see a $0.04 decline in recycling earnings in 2018 when compared to 2017, heavily weighted to the first half of the year"
35,Our recycling team has worked hard to ensure we have a sound business model and that business will continue to generate strong return on invested capital
36,These market conditions continue to evolve and fluctuate and we will update our assumptions when we give 2018 guidance on our fourth quarter earnings call
37,"As we've mentioned on previous calls, we've been looking for a strategic leader of our technology function"
38,"The digital era in which we all live affords us tremendous opportunities to grow our business, make it easier for our customers to do business with us using tools and platforms that meet their needs and make us more efficient than we are today"
39,"To that end, I'm very pleased to announce that Nikolaj Sjoqvist has been promoted to the new role of Chief Digital Officer"
40,Nikolaj held the position of Vice President of Revenue Management for six years
41,"Prior to coming to Waste Management, he spent five years with McKinsey and Company and 10 years with Compaq HP"
42,"Nikolaj has developed an in-depth knowledge of our business, customers, systems and operations"
43,"He is a firm believer in the use of data, analytics and customer insights, all of which will be important components of our company-wide digital strategy"
44,I have no doubt that he is the right leader to take us on this new and important journey
45,"To sum it up, we've performed very well during the first nine months of 2017."
46,"And in our third quarter, we delivered an impressive $0.10 diluted earnings per share year-over-year improvement in our traditional solid waste business"
47,"Looking into the fourth quarter, despite an anticipated negative $0.03 per diluted share impact from our recycling operations, we are raising our full-year guidance"
48,We're confident that our employees will continue to deliver strong results in the fourth quarter and into 2018.
49,I will now turn the call over to Jim to discuss our third quarter operating results in more detail
50,"Hi, Derrick"
51,I think it's all of the above
52,The way we came up with the $0.04 is that we looked at September pricing
53,September OCC pricing â€“
54,"and OCC is the commodity that's been most impacted by this, and so September OCC pricing, export pricing was down about 24% from the peaks in July"
55,"So we took a look at it and said, another 5% decline from there puts us at about export OCC pricing, about the same export OCC pricing that we saw in Q4 of 2016, which felt reasonable to us"
56,and that's the number we used to build up to a $0.04 decline in recycle earnings for 2018.
57,"Well, I think, Derrick, I think Jim's color there reinforces why we don't feel that the October lows are the right baseline to use, that we're already starting to see, as Jim said, some promising signs coming into November"
58,"Yeah, that's the same number we used"
59,"I think, when you look at the adds (32:21), whether you look at EBITDA margins or gross margins, I mean that was certainly a good story for us this quarter"
60,And last quarter we â€
61,“ it was something we talked about our brokerage business dampening it a bit
62,and it still did
63,But we were just able to overcome that this quarter
64,I think it is sustainable going forward
