,Sentences
0,"Thank you, Keith, and good morning, everyone"
1,"As Dave mentioned, most of my comments will focus on adjusted performance, excluding the impact of rationalization and other onetime items"
2,Turning to Slide 6.
3,Our continued execution drove solid top and bottom-line growth
4,The second quarter of 2017 was our 23rd consecutive quarter of year-over-year sales and operating profit growth
5,"Excluding the impact of foreign currency, sales increased 4%"
6,Foreign currency translation negatively impacted our second quarter revenue by approximately $23 million as the U.S
7,dollar strengthened against both the Euro and the British pound
8,North American sales increased 4% in the quarter due to strong demand from repair and remodeling products across all channels of distribution and across the price continuum as we continue to experience strong consumer demand for our better and best product offerings
9,"As a reminder, repair remodel activity represents approximately 83% of our total sales"
10,International sales increased 4% in local currency in the quarter as our international Plumbing businesses continue to drive growth
11,"Gross margins expanded approximately 60 basis points compared to the second quarter of last year to 35.8%, largely due to the improvement in our North American Windows business"
12,Our SG&A as a percent of sales increased this quarter by 40 basis points to 18.5% of sales
13,"This slight increase is partly due to the strategic growth investments weâ€™ve made, such as the 200 new Behr hub store employees we hired last year"
14,We will continue to leverage these investments to drive profitable growth
15,"We delivered solid bottom line performance as operating income increased 4% to $357 million with operating margins expanding 30-basis points to 17.4%, our strongest operating margin in nearly 15 years"
16,"Our EPS was $0.60 in the quarter, an improvement of 30% compared to the second quarter of 2016."
17,"As a reminder, our results in the second quarter of 2016 included a one-time loss on debt extinguishment of $40 million or approximately $0.08 per share to complete the retirement of debt maturities"
18,Turning to Slide seven
19,Our Plumbing segment once again delivered outstanding results despite a difficult 9% comp
20,"Segment sales increased 5%, excluding the impact of currency driven by growth in our faucets, showers and spas"
21,Foreign currency translation negatively impacted this segmentâ€™s sales by approximately $16 million in the quarter
22,"Our North American sales grew 4% in the second quarter against a 9% comp as we experienced strong consumer-driven demand for our innovative products and industry-leading brands with wholesale, large retail and dealer customers"
23,"As Keith mentioned, Delta, Hansgrohe and Watkins each delivered a record quarter of sales and profits"
24,"Our international Plumbing sales increased 5% in local currency against an 11% comp as Hansgrohe continues to outperform and benefit from investments in brand, design and innovation"
25,"Additionally, weâ€™re focused on growing key markets as yielding results as they experience strong double-digit growth in China"
26,"Operating profit for this segment increased 3% in the quarter driven by incremental volume, which was partially offset by some of our strategic growth investments"
27,Turning to slide eight
28,The Decorative Architectural Products segment grew 5%
29,"This performance was driven by another strong double-digit growth of our BEHR PRO business and solid performance of BEHR MARQUEE, our highest price point offering"
30,Liberty Hardware also contributed to the top line performance as it continues to benefit from the expansion and growth of its innovative shower door program
31,"Liberty continues to win new retail programs and was recently awarded an expanded cabinet hardware program, which will be set in the third quarter"
32,"As a result of this program win, we anticipate incurring approximately $10 million in program reset costs in the third quarter"
33,"Operating income in the second quarter increased 1% driven by increased volume, which was partially offset by an unfavorable price-to-commodity relationship in coatings as we discussed last quarter"
34,Turning to slide nine
35,"In the Cabinetry segment, excluding the impact of currency, sales declined 3% in the quarter"
36,This is principally due to the exit of certain low-margin builder business in the United States and in the U.K
37,These actions in aggregate reduced segment sales by approximately $10 million
38,Foreign currency translation also negatively impacted this segmentâ€™s sales by approximately $2 million in the quarter
39,"Starting in Q3, we expect to see year-over-year segment sales growth"
40,Our repair and remodel business continue to perform well in the quarter
41,"KraftMaid had solid performance in the retail and dealer channels, delivering mid-single digit growth through increased volume"
42,This performance was achieved against a tough double-digit comp
43,Segment profitability declined in the second quarter by $7 million as we experienced a more normalized sales and marketing spend as compared to the second quarter of 2016 and softness in our U.K
44,Cabinet business
45,"As we look to the third quarter of 2017, we expect to incur incremental costs of approximately $7 million related to new product launches as we continue to enhance KraftMaidâ€™s product assortment and due to the recently announced antidumping duties and countervailing tariffs on imported Chinese plywood"
46,We expect the effect of these duties to be temporary as we work to mitigate the impact through supply chain and other initiatives during the remainder of the year
47,Turning to slide 10.
48,"Excluding the $5 million impact of currency translation, our Windows segment sales increased 7% in the second quarter driven by growth in Milgard, our leading Western U.S"
49,"window business, which grew 10% in the quarter"
50,"Milgardâ€™s strong growth was due to increased volume, a positive mix shift toward our premium window and door product lines and favorable pricing"
