,Sentences
0,"Thanks, Patrick, and good morning, everyone"
1,Thank you for joining us on the call today
2,"I'll start with some key points for the quarter, so please turn to page 3 in the slide deck"
3,This was a good quarter for us
4,"Organic growth was 7%, which was better than we expected"
5,Growth was broad based across most regions and industries
6,"Globally, transportation was particularly strong"
7,We also saw signs of improvement in certain verticals within heavy industries
8,"Overall, the economic environment has improved"
9,"From a regional perspective, our largest market, the U.S"
10,", grew over 5%, continuing the trend we saw in Q1."
11,"We saw growth in most verticals, led by strong performance in automotive"
12,We also saw growth in some of the heavy industries in this region
13,"As expected, EMEA returned to growth and was up 12% year-over-year"
14,Growth in the region was strong in both developed and emerging markets
15,OEMs in this region are adopting our latest midrange technology
16,We then saw double-digit growth in Asia
17,The transportation in consumer verticals continued to perform well
18,"Heavy industry saw growth, except in oil and gas, where capital spending remained soft"
19,"Most countries in the region were up, including China, which again grew double digits"
20,"Latin America declined 3%, as growth in Mexico was more than offset by declines in Brazil and the rest of the region"
21,I'll make a few additional comments about the quarter
22,"Our recent acquisitions continued to perform well, and contributed almost 2% of sales growth"
23,"Our Process Business improved, and was up 3% year-over-year organically"
24,"If you add our recent Maverick acquisition, Process was up double-digits"
25,"Architecture & Software had a very strong quarter, with almost 14% organic growth"
26,"Within this segment, Logix was up 13% compared to last year"
27,I'm also pleased with double-digit EPS growth in the quarter
28,Patrick will elaborate on Q2 financial performance in his remarks
29,Let's move on to our outlook for the balance of fiscal 2017.
30,The macro outlook continues to improve
31,Recent projections of industrial production growth have been adjusted upward and rates are expected to improve over the course of the year
32,We expect continued growth in the consumer and transportation verticals
33,"We now expect heavy industries to be slightly up for the year, even with continued softness in oil and gas and mining"
34,Turning to guidance
35,"Taking the macro outlook and our strong first half into consideration, we now expect fiscal 2017 organic sales growth in the range of 4.5% to 7.5%"
36,"Including the impact of acquisitions and the smaller headwind from currency, we now project fiscal 2017 sales of approximately $6.25 billion at the midpoint of guidance and are increasing the adjusted EPS guidance range to $6.45 to $6.75."
37,"At the midpoint, this guidance represents 11% EPS growth for the year"
38,Patrick will provide more detail around sales and earnings guidance in his remarks
39,"Before I turn it back over to Patrick, let me add a few comments"
40,We're obviously pleased with our results through the first half of fiscal 2017.
41,"The Connected Enterprise is gaining traction, and we are increasing the number of pilots across industries, applications and geographies"
42,"As we move forward, we will sharpen the focus of our investments to expand the value we provide in the Connected Enterprise"
43,We are confident that our differentiation will continue to fuel attractive returns for our share owners
44,I also want to highlight two additional accomplishments during the quarter
45,"We are very proud to have received the Ethisphere award for the ninth time, naming us as one of the world's most ethical companies"
46,This recognition is a testament to our strong culture of integrity
47,We are also proud to have been one of the 2017 Catalyst Award winners
48,"The Catalyst Award honors innovative organizational approaches that address the recruitment, development and advancement of women, and have led to proven measurable results"
49,"We are thrilled to receive this recognition from Catalyst for our culture of inclusion journey, demonstrating our commitment to our employees, customers and community"
50,Our people are the foundation of our company's success and we're committed to creating an environment where employees can and want to do their best work every day
51,"Our employees, partners and suppliers continue to make the difference at our customers, the dedication and enthusiasm creates a loyalty that sets us apart"
52,"With that, I'll turn it back over to Patrick"
53,"Who, as you know, recently joined my senior leadership team as CFO; many of you know Patrick from his former role in Investor Relations"
54,Patrick?
55,"Good morning, Shannon"
56,"We really don't see this as an unusual surge that's going to quickly go away and the reason that we have the confidence in that is that, the growth is somewhat broad based"
57,These aren't one-time big projects that we've been tracking
58,The diversity and the relatively small size of the projects that we're seeing lead us to believe that this isn't a surge or a catch-up from deferred spending in the main part
59,"Shannon, our recent experience make us very confident in our strategy"
60,"So the combination of our technology, our domain expertise and the partners that we're bringing into bear on these customer problems across a variety of industries and across the world make us more optimistic than ever that we're on the right path"
61,The other important point is that the concept of pilots of taking these in tangible bite-sized chunks to start with is really resonating with customers as opposed to telling them that they have to rip down everything they already have across their enterprise
62,"So that step-by-step approach, recognizing that customers all started different places on the journey is really resonating with the people we're talking with"
63,"Thank you, Shannon"
64,"I'd say, the majority of it is retrofits and upgrades"
65,"There's some new capacity in certain industries, fairly diverse set of industries represented there"
66,"So we saw semiconductor, metals, infrastructure, power, chemical, even outside of the Maverick acquisition, so fairly broad based"
67,"And again, the work that we're seeing, these aren't large one-time projects as much as they are more moderate-sized projects and flow business"
68,"Thank you, Scott"
69,Good morning
70,We still believe that the 30% to 35% conversion on incremental volume holds
71,"So, there will be some hiring in certain places, particularly in customer-facing activities, so for services and sales"
72,But the basic conversion on the incremental sales remains as we've discussed before
73,Thank you
74,"Good morning, Steve"
75,Semiconductor also contributed to the growth in China
76,"Sure, a couple of comments on that"
77,"First of all, there's no question that there's a pervasive optimism among most manufacturers about the prospects for more competitive environment going forward"
78,We haven't seen large evidence of wholesale re-shoring
79,We have some anecdotal evidence that certain of our customers have slowed or delayed any moves that they might have been considering to move manufacturing out of the U.S
80,"And we certainly see manufacturers, both U.S"
81,-based manufacturers and manufacturers from the rest of the world optimistic about the power of the American consumers
82,So you see new tire plant and so on that are being located in the U.S
83,I don't think anybody is factoring in tangible changes
84,I'm trying to guess what the form of any (31:19) might look like at the end
85,But there's a general optimism there
86,Yeah
