,Sentences
0,"Thanks, Bob"
1,Good morning everyone
2,Let's start on Slide three of our presentation deck
3,"Today, we reported first quarter revenue of $1.8 billion, an increase of 12%"
4,Growth from acquisitions of 12% was complemented by organic growth of 4%
5,Partially offsetting these strong results was a 4% impact from dispositions and FX
6,EPS was a $1.09 and included a gain of $0.39.
7,"Adjusted EPS of $0.70 exceeded the high end of our expectations, principally reflecting strong performance on higher revenue and a lower tax rate"
8,"Adjusted segment margin was 11.8%, an 80 basis point improvement over last year, largely driven by strong incremental margin on increased volume in our energy segment"
9,Bookings increased 21% to $2 billion
10,"This positive result was broad based and reflects organic growth of 12% and acquisition growth of 12%, offset by a 3% combined impact of dispositions and FX"
11,Total company book to bill finished at a seasonally strong 1.12.
12,"Overall, our backlog increased 20% to $1.3 billion"
13,"On an organic basis, backlog increased 13%"
14,"Free cash flow was $36 million for the first quarter, which is always our lowest quarter of the year"
15,Our quarterly result was impacted by inventory increases driven by selective pre-builds
16,"Overall, we remain committed to full year free cash flow of about 11% of revenue or 140% of net income"
17,Now turning to Slide four
18,Organic growth in the quarter was solid led by energies growth of 15% on improving US oil and gas fundamentals
19,"Refrigeration and food equipment increased 5%, primarily on strong retail refrigeration markets"
20,"Engineered Systems was up 2%, primarily reflecting continued solid growth in printing and identification"
21,"Fluids organic revenue declined 2%, principally reflecting weak longer cycle transport markets"
22,"As seen on the chart, acquisition growth in the quarter was most prevalent at Fluids and Engineered Systems at 35% and 9% respectively"
23,Now moving to Slide five
24,Energy revenue of $324 million increased 14% year over year and 11% sequentially
25,"Earnings were $42 million and segment margin was 12.9%, both significantly improved over last year"
26,"These results exceeded our expectations, driven by continuing improvements in oil and gas fundamentals, especially the US retail"
27,These results also reflect strong conversion on volume
28,Bookings of $348 million were up 27% year over year and 16% sequentially
29,"These bookings trends, along with continued rig count additions and higher expected well completions, set us up for a strong second quarter"
30,"In total, in the second quarter, we expect year over year revenue growth of about 30% or 4% on a sequential basis"
31,Book to bill finished at 1.07.
32,Turning to Slide six
33,Engineered Systems revenue of $608 million was up 5% overall and included organic growth of 2%
34,"Excluding a gain on a disposition, earnings of $86 million increased 4% over an adjusted prior year, driven by volume growth"
35,Our Printing and Identification platform revenue of $249 million increased 4%
36,"Organic revenue was up 5%, reflecting solid global marking and coding and strong digital textile markets"
37,"In the industrial platform, revenue increased 6% to $359 million"
