,Sentences
0,"Fourth quarter 2016 revenue was approximately $2.4 billion, an increase of $89 million or 3.9% over the prior year"
1,This 3.9% increase in revenue includes internal growth of 3.6% and acquisitions of 30 basis points
2,The components of internal growth are as follows
3,"First, total average yield grew 2.2% over the prior year"
4,"Average yield in the collection business was 2.7%, which includes 3.8% yield in the small container business, 2.4% yield in the large container business, and 1.6% yield in the residential business"
5,"Average yield in the post-collection business was 1%, which includes landfill MSW of 1.7%"
6,It should be noted that a majority of our third-party landfill MSW business is with municipal customers that have contracts containing price restrictions
7,"Total core price, which measures price increases less rollbacks, was 3.5%"
8,Core price consisted of 4.7% in the open market and 1.5% in the restricted portion of our business
9,"Second, our total volumes increased 50 basis points over the prior year, or 90 basis points excluding the impact from approximately one less workday"
10,The following discussion of volume excludes the workday impact
11,Volumes increased 2.2% in the large container business
12,Volumes decreased 40 basis points in the small container business and 70 basis points in the residential business
13,"Small container volumes include a 110 basis point impact from intentionally shedding certain work performed on behalf of brokers, which we view as non-regrettable"
14,"Excluding these losses, small container volumes would have increased 70 basis points"
15,The decline in residential volumes was expected and resulted from not renewing certain contracts that fell below our return criteria
16,"Residential volume performance increased 40 basis points sequentially, as some of the losses from early in the year are beginning to anniversary"
17,"The post-collection business, made up of third-party landfill and transfer station volumes, increased 2.7%"
18,Landfill volumes included growth in C&D of 14% and special waste of 1%
19,MSW volumes were consistent with the prior year
20,"Third, fuel recovery fees decreased 10 basis points"
21,The decrease resulted from lower fuel prices at the beginning of the quarter and the lag in our fuel recovery fee
22,"In the fourth quarter, the average price per gallon of diesel increased 2% to $2.47 from $2.43 in the prior year"
23,The current average diesel price is $2.57 per gallon
24,"And, finally, commodity revenue increased 1%"
25,The increase in commodity revenue includes higher processing fees charged to third-parties and an increase in recycled commodity prices
26,"Excluding glass and organics, average commodity prices increased 24% to $134 per ton in the fourth quarter from $108 per ton in the prior year"
27,"Fourth quarter total recycling volume of 626,000 tons was down 2.5% versus the prior year"
28,Cost of goods sold was up 20% from an increase in rebates paid for recycled commodities
29,Now I'll discuss changes in margin
30,Fourth quarter adjusted EBITDA margin expanded 70 basis points to 27.9%
31,"The improvement included a 90 basis point decrease in SG&A cost, partially offset by a 20 basis point increase in cost of operations"
32,The 90 basis point decrease in SG&A was primarily due to higher levels of incentive compensation and legal costs in the prior year
