,Sentences
0,"Thanks, Jeff, and good morning everyone"
1,I will start on slide 6 with an overview of our financial performance
2,"Overall, I would characterize Q2 as demonstrating operational progress, realized expanding margins and cash flow with a mix story on sales, where we had a significant amount of foundation building revenue generation activities, but we have not yet seen the benefits come through in the top line"
3,"Revenue in the quarter was down $226 million or 8.1% in actual currency, 6.4% at constant currency"
4,"We had anticipated, as stated during Q1 earnings, that Q2 revenues would be the weakest of the year, given product launch timing coupled with Q2 having the most challenging compare"
5,"That played out, driven by equipment revenue declines that were weak, given the significant product transition"
6,Post sale revenue decline of 3.9% in constant currency was in line with the first quarter rates and our expectations
7,"Turning to the cost ratios, we continued to see good progress"
8,"Savings from our strategic transformation program during the quarter more than offset the impact of revenue declines and a negative transaction currency impact of 100 basis points or $27 million, resulting in adjusted operating margin expansion of 40 basis points"
9,"Within that, gross margin expanded 50 basis points"
10,R&D as a percentage of revenue was flat and SG&A as a percentage of revenue was up 10 basis points as a result of the higher revenue declines
11,"As stated last quarter, within our definition of operating income is equity income, almost entirely related to Fuji Xerox, which was down year-over-year"
12,I should note that equity income in Q2 did not include any out-of-period impact from the resolution of the Fuji Xerox accounting practices review
13,"It was determined that our share of the final Fuji Xerox adjustment of approximately ¥40 billion was approximately US$90 million, which was higher than the original estimate of $30 million and deemed to be material to our current year financial results"
14,"Accordingly, we will be revising prior period results, including Q1 when we booked the estimated $30 million charge for that matter"
15,We have provided in our materials the revisions for the past three years
16,Turning to the below the line items
17,"Other expenses net of $34 million was $14 million better year-over-year, driven by lower interest expense"
18,"Tax rate of 27% was within our full-year range of 25% to 28% and was higher by 8.5% year-over-year, an approximate negative $0.09 impact year-over-year in the quarter to adjusted EPS"
19,"Overall, adjusted EPS of $0.87, which reflects the one-for-four reverse stock split was down $0.11 from the second quarter of 2016, driven by the higher tax rate and lower equity income as cost and expense declines including lower interest expense roughly offset the impact of lower revenues"
20,GAAP EPS was $0.63 in the quarter
21,"The difference between GAAP and adjusted EPS includes our normal adjustments around restructuring and related costs, non-service retirement related costs and amortization of intangible assets"
22,"Turning to the next slide, I will drill down more on revenue"
23,Starting with total revenue
24,"From a geographic sales channel perspective, North America was down 7.3% or 6.9% in constant currency and represents 60% of our revenues"
25,"International represented 35% of total revenues and was down 8.9% or 4.6% in constant currency, reflecting higher declines in Europe that were partially offset by growth in developing markets as we continue to see overall improvement in developing markets"
26,"The remaining 5% of our revenues are in other, with the largest piece over 50% being our OEM business"
27,"As I highlighted earlier, the driver of the higher declines in the U.S"
