,Sentences
0,"And good morning, everyone"
1,"Because of the tremendous value we provide to our clients around the world, the investments we are making to capture our vast market opportunity, our focus on strong operational execution and our exceptional business model, we delivered another strong quarter"
2,"On a combined basis, our adjusted revenue grew 11% in the third quarter of 2017."
3,"As Gene detailed, we are also progressing in accordance with our plans to integrate CEB into the Gartner business"
4,"Please keep in mind that as we discuss our results, we will be looking at the total combined company on both a GAAP revenue and adjusted revenue basis"
5,"As we discussed last quarter, the only difference is that adjusted revenue excludes the deferred revenue fair value adjustment that is required as a part of purchase accounting"
6,"We will also, where appropriate or applicable, drill into the traditional Gartner or traditional CEB business performance"
7,You will also find an in-depth overview of our Q3 performance in a presentation on our Investor Relations website
8,Turning to our Q3 performance
9,"Our year-over-year financial performance for the quarter included total combined company adjusted revenue growth of 11%, driven by 15% growth for the traditional Gartner business and a 1% decline for the acquired CEB business; combined adjusted EBITDA of $149 million and"
10,"combined adjusted diluted EPS of $0.65 per share, which is $0.13 above the top-end of our guidance range for the quarter"
11,Please note that our third quarter 2017 GAAP revenues of $828 million includes an approximately $64 million deferred revenue adjustment
12,"Therefore, on an adjusted basis, our revenue for the quarter was $892 million"
13,Our exceptional business model continues to create a consistently high-level of free cash flow conversion
14,"On a combined basis, over the last rolling four quarters, our free cash flow conversion was 139% of adjusted net income"
15,"I'll now discuss our third quarter combined business segment results and P&L in depth, highlighting the performance of the traditional Gartner and acquired CEB business where appropriate before turning to our balance sheet and cash flow dynamics"
16,I'll close with remarks on our updated 2017 guidance
17,We will then be happy to take your questions
18,"Please note that my segment discussion will focus on the adjusted revenue and adjusted contribution margin performance in Q3, therefore, adding back the deferred revenue fair value adjustment I just mentioned"
19,Please also note that we've included a lot of this information in the presentation on our IR website
20,Beginning with Research
21,"On a combined basis, adjusted Research revenue grew 13% in the third quarter"
22,The adjusted gross contribution margin for Research was 69% or an 80 basis point decline compared to the third quarter of 2016 on a comparable basis
23,"This modest decline is primarily due to our newer-acquired businesses such as Capterra, SCM World and L2 having lower gross contribution margins than our traditional business"
24,I'll now focus on the traditional Gartner Research business
25,Adjusted revenues increased by 18% in the third quarter
