,Sentences
0,Thanks Andrew
1,"All of you should have the prepared remarks document, which is the best source for our financial details"
2,"So I'm not going to walk through them all, but I do want to hit on a couple of noteworthy items and talk about our business outlook for fiscal 2018."
3,Starting with revenue total direct revenue for the fourth quarter increased once again and represented 32% of total revenues
4,That's up from 23% in Q4 last year and just 19% two years ago
5,That's a lot of progress over a relatively short period of time as we continue to grow the volume of business with both our large enterprise customers as well as on our e-store
6,As we indicated we believe there is still room for our direct business to grow over the next few years as we progress on the model transition
7,"Moving to spend management, we're really proud of what we've accomplished on the expense side"
8,We started the year with a goal of keeping non-GAAP spend flat to down 1%
9,we ended up reducing it by 3% for the fiscal year and 4% in the fourth quarter
10,We accomplish this by making sure we're investing in critical elements of our transition by reducing standard other areas
11,"Part of the reduction this year was the result of the restructuring we announced at the beginning of the year, coupled with a relentless focus on driving efficiencies across the organization"
12,We significantly reduced our M&A activity this year and we've been simplifying the product portfolio
13,We remain committed to keeping spend flat through fiscal 2019 and believe that we can do so without compromising the long-term health of the company
14,"During this stage of our transition, deferred revenue is a better measure of our business than reported revenue"
15,Total deferred revenue grew 18% against the tough compare last year when we attached very high percentage of maintenance contracts along with the last sale of perpetual licenses for individual products
16,"As I mentioned in December, the work we've been doing over the past several quarters on our operating structure has allowed us to move about $1.7 billion of our offshore cash into foreign subsidiaries that are branches of Autodesk U.S"
17,If we look at our cash balance at quarter end approximately 85% can be used without incremental U.S
18,tax that equates to $1.9 billion
19,Of course we need to keep some of our cash for operating needs
20,but we intend to put the majority of it into our stock buyback program and execute on that over the next several quarters using both programmatic and opportunistic means
21,We've been increasing our buyback this year and in Q4 we repurchased 2.9 million shares
22,For the year we repurchased nearly10 million shares resulting in a reduction of over 4 million
23,We're making steady progress on this front and over the past two years of reduced our basic share count by about 3%
24,Overall we're extremely pleased with our Q4 and full-year fiscal 2017 results
25,"We have increased confidence of the transition is working for our customers, for our partners and for Autodesk"
26,and they were on track for the fiscal 2020 targets we set
