,Sentences
0,"Thank you, Satya, and good afternoon, everyone"
1,"This quarter, revenue was $24.7 billion, up 9% and 10% in constant currency, with stronger than expected performance across all segments"
2,Gross margin grew 11% and 12% in constant currency
3,Operating income increased 13% and 16% in constant currency
4,"And earnings per share was $0.98, increasing 42% and 43% in constant currency, which includes $0.23 from the utilization of phone-related losses from prior years that were previously non-deductible"
5,"At a company level, LinkedIn contributed approximately 5 points of revenue and gross margin growth"
6,"LinkedIn’s operating loss of $361 million was a 6 point drag on total company operating income growth, and is entirely attributable to the $371 million of amortization of acquired intangibles recorded in COGS and OpEx"
7,"From a geographic perspective, our results were mostly in line with macroeconomic trends, though large markets like the US, Germany, and Japan performed better than we expected"
8,"We had a strong quarter in our commercial business, reflecting terrific execution from our sales teams and partners in the largest quarter of our year"
9,We increased commitment to our commercial cloud and healthy renewals on a record volume of expirations
10,"We closed the highest number of multi-million-dollar Azure deals to date, and improved our annuity mix to 86%, up 3 points year-over-year"
11,"As a result, commercial bookings grew 30%, and commercial unearned revenue was $27.8 billion, significantly higher than we expected"
12,Our contracted not billed balance increased to more than $31.5 billion
13,"As Satya mentioned earlier, our commercial cloud annualized revenue run rate exceeded $18.9 billion this quarter, growing 56%"
14,We finished the year with nearly $15 billion in commercial cloud revenue
15,"At the start of the year, we committed to material improvement in commercial cloud gross margin percentage and dollars"
16,"This quarter, our commercial cloud gross margin percentage was 52%, up 10 points year-over-year, with positive gross margin in each cloud service"
17,Commercial cloud gross margin dollars grew 92% from strength across all services
18,"Our company gross margin was 66%, up 1 point from the prior year, as sales mix of higher margin products and services offset the impact of the growing mix of cloud revenue and $217 million of LinkedIn amortization costs"
19,"FX was mostly in line with our expectations, with 1 point of negative impact on total revenue growth even with a slightly weaker than expected US dollar"
20,"At the segment level, FX had a negative impact of 2 points on Productivity and Business Processes, 1 point on Intelligent Cloud and 1 point on More Personal Computing"
21,"Total operating expenses grew 9% and 10% in constant currency, with LinkedIn contributing 12 points of growth, including $154 million of amortization of acquired intangibles expense"
22,"Now, to our segment results"
23,"Revenue from our Productivity and Business Processes segment grew 21% and 23% in constant currency to $8.4 billion, with LinkedIn contributing 15 points of growth"
24,Office Commercial revenue increased 5% and 6% in constant currency
25,"Office 365 commercial revenue grew 43% and 44% in constant currency with continued installed base growth across all workloads, ARPU expansion and emerging E5 momentum"
26,"For the first time, Office 365 Commercial revenue surpassed revenue from our traditional licensing business"
27,"Office Consumer revenue increased 13%, driven by recurring subscription revenue and growth in our subscriber base"
28,"Our Dynamics business grew 7% and 9% in constant currency, and Dynamics 365 grew 74% and 75% in constant currency"
29,"LinkedIn revenue for the quarter was approximately$1.1 billion, a bit better than expected"
30,"Segment gross margin dollars grew 14% and 16% in constant currency, with 12 points of contribution from LinkedIn, including $217 million of amortization"
31,Gross margin percentage declined from an increasing cloud revenue mix and the impact of LinkedIn related amortization
32,"Operating expenses increased 41%, with 40 points from LinkedIn, including $154 million of amortization expense"
33,"Operating income declined 8% and 5% in constant currency, with 12 points of impact from LinkedIn"
34,"The Intelligent Cloud segment delivered $7.4 billion in revenue, growing 11% and 12% in constant currency"
35,Our server products and cloud services revenue grew 15% and 16% in constant currency with double digit annuity revenue growth
36,"Azure revenue growth accelerated to 97%, up 98% in constant currency"
37,Azure Premium revenue grew triple-digits for the twelfth consecutive quarter
38,"Enterprise Services revenue declined 3% and 1% in constant currency, driven by a lower volume of Windows Server 2003 custom support agreements, partially offset by growth in Premier Support Services"
39,"Segment gross margin dollars grew 8% and 9% in constant currency, and segment gross margin percentage declined due to increasing cloud revenue mix and lower Enterprise Services margins, partially offset by material improvement in Azure margins"
40,We grew operating expenses by 2% and 3% in constant currency with continued investment in sales capacity and developer engagement
41,"Operating income increased 15%, up 18% in constant currency"
42,Now to More Personal Computing
43,"Revenue from this segment was $8.8 billion, down 2% and 1% in constant currency, with 4 points of decline from phone"
44,"Our OEM business grew 1% this quarter, as both our commercial and consumer OEM businesses were slightly ahead of the PC market"
45,"OEM Pro revenue grew 3%, ahead of the commercial PC market, mainly due to a higher mix of premium SKUs"
46,Windows 10 deployment cycles continue to drive commercial customer hardware demand
47,"OEM Non-Pro revenue was flat, ahead of the consumer PC market, with continued positive impact from Windows premium device mix"
48,Inventories remain in the normal range
49,"Windows commercial cloud products and services grew 8%, driven by annuity revenue growth"
50,"Enterprise customers increasingly chose Windows 10 on new and existing devices, which led to install base growth and higher adoption of our cloud security solutions"
51,"Patent licensing declined this quarter, primarily from lower revenue per unit"
52,"Search revenue ex-TAC grew 10% and 11% in constant currency, driven by higher revenue per search and search volume"
53,Devices revenue declined 28% and 27% in constant currency
54,"Our Surface business performed better than we expected, declining 2% and 1% in constant currency, with strong sales execution on our Surface Pro product transition and early positive signals from customers and partners on our Surface Laptop launch in June"
55,Our gaming business grew 3% and 4% in constant currency
56,"Xbox software and services growth of 11%, 13% in constant currency, offset declines in hardware"
57,"And our engaged user base grew 8% to 53 million monthly active users across console, mobile and Windows"
58,10 platforms
59,Segment gross margin dollars increased 9% and 10% in constant currency
60,"Gross margin percentage increased, primarily due to sales mix shift to higher margin products and services"
61,"Operating expenses declined 10%, and 9% in constant currency, from lower Phone expense, as well as Surface and gaming marketing spend in the prior year"
62,"As a result, operating income grew 68% and 72% in constant currency"
63,Now back to the overall company results
64,"This quarter, we invested approximately $3.3 billion in capital expenditures, including capital leases, up sequentially in part due to the planned Q3 datacenter spend pushed into this Q4."
65,"This includes approximately $2.3 billion of cash paid for property and equipment, which was down year-over-year as we utilized more capital leases"
66,"Free cash flow grew 50% year-over-year, driven primarily by operating cash flow growth of 30%, as well as lower cash outlays for CapEx"
67,"Operating cash flow increased due to higher collections from customers following strong billings growth, as well as working capital improvements in our hardware business"
68,"Other income and expense was $215 million, more than originally planned, as we continue to see opportunities in the equities market to realize gains throughout the quarter"
69,"Our non-GAAP effective tax rate was negative 6%, significantly lower than we expected, due to a $1.8 billion impact related to the utilization of prior years’ losses from our phone business that were not deductible in the years incurred"
70,"Excluding this item, our non-GAAP effective tax rate was 19% this quarter and 20% for the full year"
71,"This quarter, we returned $4.6 billion to shareholders through share repurchases and dividends"
72,Now let’s turn to the outlook
73,The key trends for FY 2018 from the Financial Analyst Briefing remain largely unchanged
74,"For the full year, we expect about 1 point of negative FX impact assuming current rates remain stable"
75,"In our commercial business, we anticipate that increasing demand for cloud services and healthy renewals will continue to drive a higher annuity mix"
76,Our commercial transactional business will continue to decline driven by the transition to the cloud
77,We remain focused on improving our commercial cloud gross margin percentage in each of our cloud services
78,"As a reminder, given seasonality and revenue mix, commercial cloud gross margin will experience quarterly variability"
79,"Cloud migrations, deployments and new scenarios are driving greater customer usage"
80,We will increase our capital investment to meet growing demand and capacity needs
81,Total CapEx spend will continue to have variability quarter-to-quarter
82,"At the company level, our gross margin percentage should decline about a point in FY 2018 with increasing cloud revenue mix, a full year of LinkedIn amortization and hardware launches, including our new console, Xbox One"
83,X
84,"We expect LinkedIn quarterly amortization expense in COGS to be approximately $220 million, or about $880 million for the full year"
85,"Next, operating expenses"
86,You should think about our FY 2018 operating expenses in two categories
87,"First, organic Microsoft expenses, which we expect to grow between 3% and 4%, reflecting the investments we are making to support our top line growth"
88,"Second, LinkedIn"
89,We are making incremental investments in LinkedIn to fuel its continued strong revenue growth
90,"Additionally, we will recognize our first full year of operating expenses, including $620 million of amortization expense"
91,"Importantly, we expect our company operating margin to only decline by about a point as we continue to grow our cloud revenue, we fund new investment to support growth in strategic areas and absorb $1.5 billion of LinkedIn amortization in COGS and OpEx"
92,"Excluding the LinkedIn impact, operating margin should be flat year-over-year"
93,"Next, our effective tax rate"
94,"As a reminder, our tax rate is impacted by at least three major factors: the proportion of services revenue versus licensing revenue, the geographic mix of revenue, and the timing of equity vests"
95,"As cloud revenue mix increases, we anticipate our tax rate will move higher"
96,"With quarterly variability based on these factors, we anticipate our full year non-GAAP tax rate to be 23%, plus or minus 2 points"
97,"And finally, we expect LinkedIn, ex-purchase accounting, to be non-dilutive in FY 2018, as it was in Q4."
98,"Now, to the outlook for next quarter"
99,"Based on current FX rates, we expect less than 1 point of negative impact on revenue growth overall and for each segment"
100,We expect commercial unearned revenue to be within the range of $24.85 to $25.05 billion
101,"In Productivity and Business Processes, we expect revenue between $8.1 and $8.3 billion"
102,"Office 365 commercial revenue growth will continue to be driven by install base growth, ARPU expansion, and adoption of premium services like E5, and should outpace the rate of transactional decline"
103,We expect a more moderate rate of growth in our Office consumer business given prior year comparables
104,"In our Dynamics business, Dynamics 365 will continue to drive our cloud mix higher"
105,"And we expect approximately $1.1 billion of revenue from LinkedIn, adjusted for the impact of purchase accounting"
106,"For Intelligent Cloud, we expect revenue between $6.9 billion and $7.1 billion"
107,"Customer demand for Azure and our hybrid cloud offerings remains strong, and we anticipate another quarter of double-digit revenue growth across server products and cloud services"
108,"Enterprise Services should decline, given lower volumes of custom support agreements"
109,We expect More Personal Computing revenue between $8.6 billion and $8.9 billion
110,We anticipate OEM revenue will move more closely in line with the PC market
111,Devices revenue growth will continue to be impacted by the prior year phone comparable
112,Surface revenue will continue to be driven by the product lifecycle transition between Pro 4 and our new Surface Laptop and Surface Pro
113,"In Search, Bing’s revenue growth ex-TAC should be similar to prior quarters"
114,And we expect gaming to have the typical seasonality revenue pattern for a pre-holiday quarter
115,"We expect COGS between $8.2 billion and $8.3 billion, including approximately $400 million from LinkedIn"
116,LinkedIn COGS include about $220 million of amortization
117,"We expect CapEx, on an accrual dollar basis, to be similar to Q4 as we grow our investment to meet demand"
118,"We expect operating expenses of $8.6 billion to $8.7 billion, with about $1 billion from LinkedIn, of which roughly $155 million is related to amortization"
119,"Other income and expense should be about $250 million, as we expect to realize more gains from our equities portfolio"
120,"Given the volume of equity vests that occur in our first quarter and based on today’s stock value, we expect our first quarter non-GAAP effective tax rate to be approximately 4 points lower than the estimated full year tax rate"
121,"Finally, we adopted the new revenue standard, ASU 606, effective at the start of fiscal year 2018."
122,"To assist in the transition, Chris along with our Chief Accounting Officer, Frank Brod, will be hosting a conference call in early August to discuss these changes, present historical restated financial results, and share Q1 guidance converted to the new standard"
123,And with that let’s go to Q&A
124,Let me break down the question in a couple of ways
125,"Overall, when you think about COGS and the pacing, the depreciation rates of our servers don't change"
126,It’s generally over a three-year period
127,"and there is other pieces of equipment that have a longer, shorter depreciation life"
128,So that piece of depreciation doesn't change per se
129,"If you're looking to see how we see demand, obviously this quarter in Q4, we felt very good about cloud demand across all three services, but in particular with Azure"
130,I feel confident in our ability to produce gross margin improvement across all those services
131,"I feel confident in our ability to continue to make progress on our overall commercial cloud gross margin growth, and I am encouraged by the demand signals we are getting"
132,"All of those things I think, it’s not really about the pace, it is much about the progress and demand and meeting those things as closely as we can and I feel really good about the team's execution"
