,Sentences
0,"Thank you very much, Carlos, and good morning, everyone"
1,"ADP revenues for the quarter grew 5% on a reported basis, 6% organic"
2,Our revenue growth this quarter experienced pressure as we began to lap our fiscal year 2016 ACA-related revenues
3,"Pre-tax earnings from continuing operations before taxes grew 4% on a reported basis to $828 million, despite almost 2 percentage points of combined pressure from our second quarter business disposition and our fiscal year 2017 acquisitions"
4,Adjusted earnings before interest and taxes or adjusted EBIT grew 4%
5,"Adjusted EBIT margin decreased about 20 basis points, compared to 24.8% in last year's third quarter"
6,"Our margins this quarter were impacted by slower revenue growth as we maintain our investments and product sales and service, including dual operations cost related to our service alignment initiative"
7,Our net earnings grew 10% on a reported basis to $588 million and benefited from a lower effective tax rate
8,"Our effective tax rate this quarter was aided by an incremental tax benefit related to prior period software development efforts, $0.04 of which was not previously anticipated and $0.02 tax benefit related to the adoption of new stock-based compensation accounting guidance"
9,Diluted earnings per share grew 12% to $1.31 and benefited from fewer shares outstanding compared with a year ago
10,Our new business bookings performance this quarter was disappointing
11,"However, we have continued to make investments into our sales organization to better position us for growth"
12,"We're confident in the competitiveness of our portfolio and the strength of our distribution capabilities, and in turn, our ability to execute on our pipeline of market opportunities"
13,"In our Employer Services segment, revenues grew 2% on a reported basis for the quarter and included 1 percentage points of pressure from the sale of our CHSA and COBRA businesses earlier this fiscal year"
14,Our same-store pays per control metric in the U.S
15,grew 2.5% in the third quarter
16,"Average client fund balances grew 2% on a reported basis, or 3% on a constant dollar basis compared to a year ago"
17,"As a result of improving employment, we have continued to see pressure from lower state unemployment insurance collections impact client fund balances"
18,This pressure was offset by a combination of wage inflation and growth in our pays per control metric
19,Employer Services margin decreased about 40 basis points in the quarter
20,"This decrease was driven by slower revenue growth as we maintain our investments and product sales and service, including dual operations related to our service alignment initiative"
21,"PEO revenues grew 12% in the quarter with average worksite employees growing 12% to 471,000."
22,"The PEO continued to experience slowing growth in the benefit pass-through costs, resulting from lower health care renewal premiums, which outweighed growth from higher benefit plan participation of our worksite employees during the quarter"
23,"The PEO margins continued to expand through operational efficiencies, which helped drive approximately 100 basis points of margin expansion in the quarter"
24,New business bookings this quarter were down 7%
25,"And as a result, we now expect new business bookings for fiscal year 2017 to decline about 5% to 7% compared to the $1.75 billion sold in fiscal year 2016."
26,"We have also updated certain other elements of our fiscal 2017 forecast, which I will now take you through"
27,"Despite our revised new business bookings guidance and this quarter's revenue retention decline, our revenue outlook remains unchanged at about 6%"
28,This forecast continues to include 1 percentage point of combined pressure from the sale of our CHSA and COBRA businesses and the impacts from foreign currency
29,"While Employer Services segment consistent with our prior forecast, revenue growth is anticipated to be 3% to 4%, which continues to include 1 percentage point of combined pressure from the sale of our CHSA and COBRA businesses and the impacts from foreign currency"
30,"For the PEO, ADP continues to anticipate revenue growth of 13%"
31,"We continue to expect our consolidated adjusted EBIT margin expansion to be about 50 basis points, which includes about 20 basis points of pressure from dual operations pertaining to our service alignment initiative, which was not part of our non-GAAP charges"
32,"On a segment level, we continue to anticipate margin expansion in Employer Services of 25 basis points to 50 basis points"
33,"For the PEO, we expect continued operating efficiencies and slower growth in our pass-through revenues as compared to fiscal year 2016 to help drive margin expansion on a full year basis"
34,"Accordingly, we continue to expect fiscal year 2017 PEO margin expansion of at least 100 basis points"
35,We are also now expecting growth in client funds interest revenue to increase to about $20 million compared with our prior forecasted increase of about $15 million
36,The total impact from the client funds extended investment strategy is now expected to be up about $15 million compared to the prior forecast of about $10 million
37,The details of this forecast can be found in the supplemental slides on our Investor Relations website
38,"As a result of the software development related tax benefit, some of which was not previously contemplated in our prior guidance and the additional benefit related to the stock-based compensation accounting change, we now estimate our adjusted effective tax rate for fiscal year 2017 to be 31.4% as compared to our prior forecasted rate of 32.4%"
39,Based upon our revision of our effective tax rate guidance; adjusted diluted earnings per share is now expected to grow 13% to 14% compared to our prior forecast of 11% to 13%
40,"Our forecast also continues to contemplate a return of excess cash to shareholders via share repurchases of $1.2 billion to $1. 4 billion, subject to market conditions during fiscal year 2017."
41,This forecast includes any repurchases required to offset dilution related to employee benefit plans
42,"So, with that, I will turn the call back to our operator to take your questions"
43,Question-and-Answer Session
44,I think that's true
45,"But, David, you're mathematically correct that our new business bookings get implemented and turn into revenue after six months approximately"
46,"and so some of the impact of our lower retention and lower sales will be seen in the revenue growth next year, as you roll it forward"
47,"Just to be clear, when we migrate our clients, the migration itself is not counting as a new business booking because business bookings account only incremental recurring revenue that we report"
48,"So the migration is generally cost-neutral to our clients, and they have enhanced feature functionality with a new product that they get"
49,"In the process, clients continue to make buying decisions and buy incremental modules as they do, and we have seen that trend continue in particular in the midmarket"
50,"But the actual migration is revenue-neutral, as we approach it, and that will be the same for all upmarket clients"
