,Sentences
0,I'll begin on slide 10.
1,"In the second quarter, revenue increased to $2.3 billion, or 2.3% on an organic basis, and adjusted EBITDA grew to $746 million, a 7.2% increase compared to the prior-year quarter"
2,Adjusted EBITDA margin expanded 240 basis points to 31.8%
3,"Adjusted net earnings from continuing operations was $342 million, and adjusted earnings per share increased 13.3% to $1.02 per share compared to $0.90 per share in the prior-year quarter"
4,"For the first half of the year, revenue increased 2% on an organic basis, and adjusted EBITDA grew to $1.4 billion, a 7.1% increase compared to the prior-year period"
5,Adjusted EBITDA margin expanded 220 basis points to 31%
6,Adjusted earnings per share grew 11.2% to $1.88 per share
7,"Consistent with last quarter, a detailed bridge of revenue growth from GAAP to organic is included in the appendix material"
8,Moving to slide 11.
9,"In the second quarter, Integrated Financial Solutions organic revenue grew 2.6% to $1.2 billion"
10,"Adjusted EBITDA increased to $469 million, an increase of 4.8% compared to the prior year"
11,"EBITDA margins improved 90 basis points to 39.7%, driven primarily by favorable revenue mix and continued cost management"
12,"Excluding the consulting divestiture from both periods, which includes a small consulting group within IFS, this segment would've grown 4.3% on a pro forma basis, and EBITDA margins expanded 110 basis points to 40% for the second quarter"
13,"For the first half of the year, revenue increased 2.1% on an organic basis and adjusted EBITDA grew to $911 million, a 4.6% increase compared to the prior year period"
14,"Turning to slide 12, Banking and Wealth grew 2.5%, in line with our expectations"
15,"Payments grew 1.1% for the quarter, reflecting difficult EMV card production comparables that we have previously discussed"
16,"Corporate and Digital grew 6.1%, driven primarily by new client signings for our small business solution, coupled with increasing transaction volumes from existing users and consistent demand for our digital solutions"
17,"Turning to slide 13, in the second quarter, Global Financial Solutions organic revenue grew 3.9% to $1.1 billion"
18,"Adjusted EBITDA increased to $331 million, an increase of 15.5% compared to the prior year"
19,EBITDA margins improved 340 basis points to 30.8%
20,"Excluding the consulting divestiture from both periods, GFS would've grown 3.5% on a pro forma basis, and EBITDA margins would've expanded 420 basis points to 34.3%"
21,These results are consistent with prior commentary on our strategy of growing higher-margin IP-led solutions and ongoing synergy efforts
22,"For the first half of the year, revenue increased 3.5% organically"
23,"Adjusted EBITDA grew to $614 million, a 14.2% increase compared to the prior-year period"
24,This represents 290 basis points of margin expansion
25,"Moving to slide 14, our Institutional and Wholesale business increased 1.4%, driven primarily by our derivatives utility"
26,Growth was partially offset by the timing of implementation work
27,We remain confident in our second-half growth expectations for this business
28,"Banking and Payments grew 6.2%, driven primarily by steady performance in processing volumes in Asia-Pacific and Brazil, while Consulting grew 6.7%"
29,"Moving to slide 15, the revenue from our non-strategic assets in Corporate and Other declined 17.8% on an organic basis, consistent with our previous guidance"
30,"Corporate expenses were $75 million, a 4.5% decline from the prior year, driven by continued focus on cost management initiatives"
31,"Moving to slide 16, for the quarter, free cash flow was $275 million and $637 million for the first half of the year"
32,"For the first six months of the year, cash conversion was 102%"
33,We expect cash flow conversion to be between 105% and 115% for the full year
34,"As of June 30, our debt outstanding was $9.7 billion"
35,"In the second quarter, we returned $97 million to shareholders through dividends and have returned $192 million in dividends year-to-date"
36,We ended the quarter with weighted average shares outstanding of 334 million on a fully diluted basis
