,Word,Lemma,POSTag,Shape
0,Thank,thank,VBP,Xxxxx
1,you,-PRON-,PRP,xxx
2,so,so,RB,xx
3,much,much,RB,xxxx
4,",",",",",",","
5,John,John,NNP,Xxxx
6,"
","
",_SP,"
"
7,I,-PRON-,PRP,X
8,really,really,RB,xxxx
9,appreciate,appreciate,VBP,xxxx
10,it,-PRON-,PRP,xx
11,"
","
",_SP,"
"
12,And,and,CC,Xxx
13,before,before,IN,xxxx
14,I,-PRON-,PRP,X
15,begin,begin,VBP,xxxx
16,the,the,DT,xxx
17,script,script,NN,xxxx
18,and,and,CC,xxx
19,talking,talk,VBG,xxxx
20,about,about,IN,xxxx
21,our,-PRON-,PRP$,xxx
22,quarter,quarter,NN,xxxx
23,",",",",",",","
24,I,-PRON-,PRP,X
25,really,really,RB,xxxx
26,wanted,want,VBD,xxxx
27,to,to,TO,xx
28,review,review,VB,xxxx
29,something,something,NN,xxxx
30,that,that,WDT,xxxx
31,I,-PRON-,PRP,X
32,sent,send,VBD,xxxx
33,to,to,IN,xx
34,the,the,DT,xxx
35,Company,Company,NNP,Xxxxx
36,last,last,JJ,xxxx
37,week,week,NN,xxxx
38,",",",",",",","
39,regarding,regard,VBG,xxxx
40,some,some,DT,xxxx
41,of,of,IN,xx
42,the,the,DT,xxx
43,things,thing,NNS,xxxx
44,that,that,WDT,xxxx
45,we,-PRON-,PRP,xx
46,’ve,have,VB,’xx
47,been,be,VBN,xxxx
48,seeing,see,VBG,xxxx
49,in,in,IN,xx
50,the,the,DT,xxx
51,world,world,NN,xxxx
52,"
","
",_SP,"
"
53,And,and,CC,Xxx
54,I,-PRON-,PRP,X
55,thought,think,VBD,xxxx
56,it,-PRON-,PRP,xx
57,would,would,MD,xxxx
58,be,be,VB,xx
59,appropriate,appropriate,JJ,xxxx
60,if,if,IN,xx
61,we,-PRON-,PRP,xx
62,just,just,RB,xxxx
63,took,take,VBD,xxxx
64,one,one,CD,xxx
65,minute,minute,NN,xxxx
66,and,and,CC,xxx
67,just,just,RB,xxxx
68,allowed,allow,VBD,xxxx
69,you,-PRON-,PRP,xxx
70,to,to,TO,xx
71,hear,hear,VB,xxxx
72,these,these,DT,xxxx
73,words,word,NNS,xxxx
74,as,as,RB,xx
75,well,well,RB,xxxx
76,"
","
",_SP,"
"
77,As,as,IN,Xx
78,the,the,DT,xxx
79,world,world,NN,xxxx
80,has,have,VBZ,xxx
81,watched,watch,VBN,xxxx
82,with,with,IN,xxxx
83,all,all,DT,xxx
84,of,of,IN,xx
85,us,-PRON-,PRP,xx
86,the,the,DT,xxx
87,horrors,horror,NNS,xxxx
88,of,of,IN,xx
89,the,the,DT,xxx
90,last,last,JJ,xxxx
91,week,week,NN,xxxx
92,taking,take,VBG,xxxx
93,place,place,NN,xxxx
94,in,in,IN,xx
95,the,the,DT,xxx
96,United,United,NNP,Xxxxx
97,States,States,NNP,Xxxxx
98,and,and,CC,xxx
99,Spain,Spain,NNP,Xxxxx
100,"
","
",_SP,"
"
101,The,the,DT,Xxx
102,pure,pure,JJ,xxxx
103,hatred,hatred,NN,xxxx
104,that,that,WDT,xxxx
105,we,-PRON-,PRP,xx
106,have,have,VBP,xxxx
107,seen,see,VBN,xxxx
108,displayed,display,VBN,xxxx
109,is,be,VBZ,xx
110,everything,everything,NN,xxxx
111,we,-PRON-,PRP,xx
112,all,all,DT,xxx
113,want,want,VBP,xxxx
114,to,to,TO,xx
115,end,end,VB,xxx
116,"
","
",_SP,"
"
117,And,and,CC,Xxx
118,I,-PRON-,PRP,X
119,’ve,have,VB,’xx
120,been,be,VBN,xxxx
121,especially,especially,RB,xxxx
122,disheartened,dishearten,VBN,xxxx
123,to,to,TO,xx
124,see,see,VB,xxx
125,the,the,DT,xxx
126,display,display,NN,xxxx
127,of,of,IN,xx
128,symbols,symbol,NNS,xxxx
129,of,of,IN,xx
130,hatred,hatred,NN,xxxx
131,including,include,VBG,xxxx
132,Nazi,Nazi,NNP,Xxxx
133,flags,flag,NNS,xxxx
134,and,and,CC,xxx
135,salutes,salute,NNS,xxxx
136,to,to,IN,xx
