,Sentences
0,"Thanks, Tom and good morning everyone"
1,"Before we get into the segment results and updates that I typically go through, I want to cover our orders for the quarter, which help provide the foundation for the trends that we are seeing as well as of our expectations going forward"
2,"If you could please turn to Slide 4, which shows our order trends, excluding our SubCom business"
3,"Demonstrating our continued momentum that started late last year, orders were up 11% year-over-year, with the book-to-bill of 1.06."
4,"And on an organic basis, orders grew 10%"
5,"We saw organic orders growth across all three of our segments in quarter one, excluding SubCom"
6,"We also saw orders growth in all regions with particular strength in Asia, which grew 26% year-over-year, with strength in China"
7,"In Europe and the Americas, orders grew approximately 3% and 1%, respectively"
8,"In Transportation, orders increased 12% year-over-year and were up 4% sequentially as China OEMs increased production ahead of the expected expiration of government incentives at the end of the calendar year"
9,"Industrial orders grew 15% year-over-year due to the Creganna and Intercontec acquisitions and organic orders grew 4%, with growth across each of our three industrial businesses"
10,"In Communications, excluding SubCom and the sale of our Circuit Protection business last year, we saw year-over-year organic orders growth of 14%, including 7% growth in data and devices as we begin ramping high-speed connectivity that is benefiting from cloud applications as Tom mentioned"
11,Please turn to Slide 5
12,so we can discuss our results by segment and let me start with Transportation
13,"The first quarter was an excellent quarter for our segment, with sales growing double-digits year-on-year and adjusted operating margins expanding 340 basis points on increased volume and productivity improvements"
14,Segment sales exceeded the expectations due to strength in China and Korea
15,"Our auto sales were up 13% organically in the quarter, well ahead of auto production growth of 5% due to increased content from the secular trends we talked to you about around safe, green and connected, coupled with our very strong global leadership position"
16,Growth was led by demand from China as the expected expiration of government incentives spurred demand in the quarter
17,"Note that these incentives are now being faced out over the course of the year, so as we look forward, we expect that vehicle production growth in China will continue to be front-end loaded in the first half of 2017."
18,"For the full year, we expect 4% growth in vehicle production in China and 2% growth in auto production globally"
19,"While this assumption of 2% auto production growth globally is an increase from our prior view of 1%, this sell-side comes from the strength in the first half in China, with our outlook for the second half production being the same as our view 90 days ago"
20,"For the full year, we expect to continue to outpace the growth of production due to the continued benefit of content growth as well as share gains"
21,"Turning to Commercial Transportation, our team delivered another very strong quarter against still a tough backdrop"
22,"This was outperformance versus the market, with organic revenue up 16%, driven by a very strong heavy truck market in China, content growth due to the adoption of new emission standards and regulations as well as share gains"
23,"In our sensors business, the acquisition last year of Jaquet drove 3% growth overall"
24,"The business declined slightly on an organic basis, with growth in automotive applications and industrial applications being offset by softness in the North American heavy truck applications"
25,We are expecting organic growth for the year in sensors and continue to expect a further growth inflection as we go into 2018 as further auto applications ramp the volume
26,"For the segment, adjusted operating margins of 22% were up 340 basis points year-over-year, with strong flow-through on a double-digit organic sales and increase of productivity improvements"
27,"When you think about the segment margin, our margin expectations remained the same for the segment and you should continue to think of steady state transportation operating margins as 20% plus or minus to 1."
28,"Please turn to Slide 6, so I can discuss our Industrial Solutions segment, which performed in line on both the top line and on the margin side in quarter one"
